Data Sets simulated by the Matlab function dataSetsGenerator,
230,71.5006
231,71.36877
232,72.06743
233,67.59496
234,72.12912
235,66.16602
236,69.95372
237,67.53073
238,71.48022
239,67.03032
240,62.54897
241,63.87965
242,68.55011
243,67.97875
244,66.06432
245,63.53424
246,64.14366
247,67.33284
248,65.76267
249,66.39513
250,65.66633
251,66.62395
252,62.22071
253,64.46209
254,65.31671
255,66.63057
256,63.67748
257,67.06929
258,62.85118
259,65.42436
260,64.81195
261,66.31907
262,67.89503
263,67.24313
264,64.87912
265,63.8394
266,64.73377
267,62.39326
268,64.8064
269,65.65436
270,66.87295
271,69.51702
272,64.15569
273,67.58787
274,68.53701
275,66.57051
276,66.9811
277,67.84563
278,63.29761
279,62.35174
280,69.67356
281,67.46323
282,65.92853
283,65.89
284,64.64142
285,69.45759
286,67.42458
287,69.48949
288,62.30478
289,66.99256
290,63.54061
291,65.02132
292,68.99644
293,66.25359
294,68.78989
295,64.15603
296,69.0906
297,73.80287
298,69.41552
299,72.32715
300,72.49623
301,73.98254
302,76.09571
303,73.84421
304,74.07035
305,74.98661
306,76.29116
307,76.43362
308,74.16148
309,75.16245
310,75.58643
311,77.38112
312,74.42185
313,76.38338
314,76.16087
315,77.67962
316,77.57464
317,77.30548
318,76.92126
319,74.98087
320,74.84038
321,71.53868
322,73.20025
323,69.75261
324,72.11957
325,71.92394
326,72.02234
327,69.84894
328,70.99439
329,64.15819
330,64.16586
331,67.55609
332,67.57159
333,64.21352
334,64.42492
335,65.23987
336,65.75529
337,65.67659
338,66.8302
339,65.02524
340,64.98707
341,65.49769
342,67.40217
343,66.41017
344,66.61755
345,67.81731
346,66.25526
347,64.25115
348,67.32605
349,66.54208
350,64.48889
351,69.15497
352,69.83609
353,68.02529
354,71.1313
355,67.72871
356,70.29214
357,73.34516
358,72.75258
359,72.4541
360,72.5194
361,71.44646
362,73.85989
363,73.44369
364,73.19769
365,71.92115
366,71.84767
367,67.01983
368,67.38179
369,66.65241
370,68.65488
371,68.04432
372,73.73374
373,72.05329
374,71.66423
375,68.59533
376,71.48432
377,69.33676
378,70.10209
379,73.0495
380,74.18388
381,73.90894
382,71.60612
383,72.1963
384,71.23784
385,71.04877
386,73.96074
387,73.1524
388,74.13835
389,72.09655
390,74.74079
391,71.13734
392,71.86841
393,73.49284
394,73.72052
395,69.30953
396,64.72427
397,65.34403
398,64.39559
399,67.55765
400,64.41907
401,64.40534
402,65.77183
403,66.16786
404,66.34263
405,64.56542
406,67.9389
407,67.73769
408,64.43361
409,68.42308
410,71.68947
411,73.43927
412,71.01772
413,72.74187
414,71.27446
415,71.22102
416,71.42064
417,71.25564
418,73.60637
419,69.00338
420,68.61568
421,71.19691
422,67.49901
423,71.01444
424,67.88004
425,70.65367
426,65.73599
427,65.69655
428,66.08108
429,67.44316
430,65.50132
431,67.0037
432,65.77736
433,67.36447
434,66.55803
435,64.47913
436,66.65804
437,64.38878
438,65.92147
439,67.09019
440,65.33096
441,65.93655
442,67.54686
443,65.68894
444,64.3314
445,66.26221
446,67.27921
447,64.93004
448,67.61305
449,64.17321
450,66.92858
451,65.65743
452,66.00647
453,66.77463
454,67.45341
455,64.3383
456,67.57242
457,65.9338
458,66.3993
459,65.01917
460,66.39459
461,65.65389
462,67.76637
463,68.66668
464,68.58454
465,70.10016
466,64.32946
467,66.34637
468,70.21741
469,68.58432
470,69.00776
471,71.95233
472,67.6308
473,71.68484
474,68.70957
475,71.62152
476,70.77556
477,70.72099
478,65.15709
479,62.5191
480,68.69513
481,68.8957
482,62.46991
483,67.4213
484,66.76847
485,63.77324
486,68.68656
487,64.72446
488,66.92225
489,68.95929
490,71.02249
491,73.59458
492,68.84243
493,70.81334
494,71.66466
495,68.35372
496,64.43896
497,68.27667
498,67.43975
499,69.34266
500,64.36295
501,67.37127
502,70.07219
503,69.14285
504,69.65225
505,65.129
506,69.17627
507,72.77836
508,66.34683
509,70.6616
510,67.31781
511,71.34021
512,68.56043
513,71.74823
514,72.86955
515,65.20681
516,68.54883
517,67.58225
518,68.99743
519,69.8708
520,64.33957
521,63.24723
522,68.17858
523,67.56638
524,68.99192
525,67.8943
526,66.80588
527,65.13437
528,66.17253
529,64.42939
530,63.87889
531,62.27754
532,67.96083
533,62.31856
534,64.39076
535,67.19999
536,68.27747
537,66.96512
538,65.31187
539,67.7081
540,63.25581
541,64.09735
542,67.73134
543,65.14674
544,65.73503
545,66.76091
546,67.52313
547,65.74417
548,65.53215
549,72.6922
550,72.39995
551,71.38464
552,69.41722
553,69.02572
554,73.6495
555,75.17931
556,75.02089
557,75.59774
558,73.18101
559,74.78641
560,75.10788
561,75.93735
562,74.388
563,75.98036
564,75.88235
565,74.24219
566,76.12173
567,73.76823
568,75.97409
569,74.15715
570,74.70168
571,75.93731
572,75.21596
573,71.46994
574,67.45428
575,65.66128
576,66.70333
577,65.39485
578,64.95801
579,64.07034
580,66.23731
581,65.43305
582,65.4024
583,66.62645
584,64.44923
585,67.28083
586,65.86413
587,66.57044
588,66.10698
589,67.84347
590,66.29358
591,67.09801
592,66.77009
593,65.05152
594,65.48615
595,65.29488
596,66.73068
597,64.70027
598,64.49722
599,67.97813
600,65.3054
601,66.64405
602,66.45607
603,66.03571
604,67.92682
605,64.01288
606,66.57866
607,64.24418
608,65.49464
609,66.31717
610,65.55346
611,64.7966
612,65.71366
613,66.06832
614,64.05651
615,67.70866
616,64.96668
617,66.34467
618,65.9502
619,65.27352
620,65.31135
621,66.01121
622,64.10222
623,66.00989
624,65.1617
625,66.02508
626,65.51027
627,64.364
628,65.51064
629,65.76357
630,64.57519
631,65.39981
632,65.66495
633,65.48955
634,65.05214
635,64.58539
636,66.77371
637,65.15189
638,65.26807
639,67.29453
640,64.97806
641,69.99812
642,69.86904
643,68.62786
644,68.79313
645,68.22132
646,70.03597
647,69.43385
648,68.24681
649,70.38803
650,71.49507
651,70.43901
652,68.8968
653,70.89921
654,71.11285
655,70.52331
656,68.76007
657,70.61212
658,71.06657
659,69.49849
660,71.72166
661,69.54555
662,68.4751
663,71.44634
664,66.02804
665,65.82396
666,66.42269
667,65.15942
668,67.38306
669,64.58498
670,66.08992
671,64.61212
672,64.34725
673,64.18974
674,66.20087
675,64.6374
676,65.22975
677,64.04492
678,67.66121
679,64.8295
680,67.61274
681,64.70812
682,67.72724
683,64.32301
684,65.65044
685,65.32472
686,67.44228
687,64.47929
688,65.10907
689,64.42696
690,66.77473
691,66.47912
692,65.07735
693,65.70626
694,66.34507
695,64.6883
696,65.96606
697,67.19455
698,66.76749
699,64.93385
700,64.59715
701,67.12485
702,65.77246
703,67.22041
704,64.16751
705,64.41515
706,64.21083
707,65.68819
708,66.04432
709,66.83477
710,64.01158
711,64.62611
712,64.53682
713,64.37513
714,66.95923
715,64.39718
716,65.61725
717,67.84897
718,64.97797
719,66.84904
720,67.19355
721,65.83783
722,65.77826
723,64.4151
724,67.88269
725,65.81894
726,66.303
727,67.15111
728,66.10123
729,64.24911
730,65.78069
731,67.8518
732,64.40583
733,65.3756
734,65.93383
735,66.37566
736,64.29455
737,64.01825
738,64.29088
739,64.12388
740,66.18008
741,67.84815
742,67.27728
743,64.75572
744,69.83217
745,67.32813
746,70.3269
747,68.60345
748,67.01438
749,68.32521
750,70.71856
751,68.88549
752,67.51602
753,67.83802
754,68.9233
755,65.24492
756,67.72366
757,67.6152
758,66.68966
759,64.28084
760,65.97866
761,66.45538
762,66.05866
763,64.91529
764,66.33062
765,67.76318
766,67.30593
767,66.93905
768,67.25453
769,64.28814
770,66.4516
771,65.95726
772,66.29223
773,65.71817
774,66.96152
775,64.68213
776,67.9039
777,67.35344
778,64.68648
779,64.36788
780,64.76454
781,64.12693
782,66.48562
783,63.33152
784,65.36957
785,67.59141
786,69.09087
787,69.94872
788,64.9091
789,62.1033
790,68.96539
791,63.6297
792,67.6784
793,65.96674
794,62.84053
795,63.71644
796,62.50132
797,69.27449
798,69.96218
799,64.13338
800,62.45517
801,62.31393
802,63.41988
803,67.76457
804,69.85555
805,65.25187
806,65.3771
807,65.08332
808,62.68702
809,66.35454
810,70.28558
811,67.02641
812,68.8169
813,67.76146
814,68.27343
815,65.80551
816,69.35763
817,63.80496
818,66.81092
819,69.18108
820,67.55263
821,64.88502
822,68.00783
823,65.48873
824,67.2752
825,69.48209
826,62.56171
827,67.91262
828,62.28935
829,65.59375
830,66.85989
831,69.77573
832,64.60714
833,65.79528
834,73.42536
835,68.8623
836,68.93588
837,66.4227
838,70.87257
839,67.10587
840,69.43321
841,71.65274
842,67.42425
843,72.32815
844,67.884
845,67.23158
846,70.14054
847,73.20763
848,66.99971
849,68.25085
850,71.35244
851,73.48894
852,72.85035
853,66.05144
854,62.95004
855,68.65487
856,67.06404
857,65.07124
858,63.60532
859,63.03217
860,66.3239
861,65.31305
862,65.25749
863,65.90681
864,62.27805
865,67.4991
866,63.84985
867,64.4708
868,65.06738
869,67.21696
870,67.0348
871,64.73992
872,65.88951
873,66.45906
874,64.72822
875,67.66958
876,65.27154
877,67.11788
878,66.46866
879,65.14971
880,64.52315
881,66.8178
882,67.02795
883,64.80179
884,64.6801
885,65.80561
886,65.05823
887,64.99871
888,67.21529
889,65.14657
890,65.74907
891,66.81795
892,66.97534
893,67.42964
894,68.14828
895,68.12807
896,68.69685
897,68.55085
898,68.15525
899,67.92758
900,67.49604
901,67.94079
902,65.57583
903,67.5979
904,66.00758
905,65.4156
906,67.83131
907,68.17987
908,71.64326
909,71.77397
910,71.68007
911,69.54273
912,68.254
913,71.46129
914,69.75643
915,71.42919
916,70.35166
917,69.54049
918,70.55426
919,69.7537
920,70.2291
921,69.25327
922,70.74333
923,68.5974
924,67.87851
925,67.96192
926,70.11393
927,64.16629
928,65.05455
929,66.84462
930,65.82138
931,64.06079
932,66.61573
933,66.78319
934,66.76576
935,64.11787
936,65.75353
937,66.40861
938,67.13875
939,65.42887
940,64.62105
941,66.25171
942,67.06611
943,66.00909
944,65.2859
945,67.40884
946,66.7944
947,65.84365
948,70.5538
949,71.46082
950,70.17518
951,70.88601
952,70.75388
953,70.56812
954,70.36234
955,69.09864
956,70.96284
957,70.25681
958,70.95673
959,68.58096
960,69.09102
961,70.7681
962,69.14671
963,65.33855
964,66.67706
965,64.43387
966,66.64038
967,64.90996
968,65.58335
969,64.43013
970,66.24452
971,65.71283
972,66.20538
973,66.73717
974,65.89986
975,65.5088
976,65.51274
977,66.10881
978,65.81648
979,64.09739
980,67.51411
981,64.14879
982,67.43626
983,66.45267
984,65.42994
985,67.8843
986,66.69807
987,67.2866
988,64.96429
989,64.69957
990,65.61179
991,64.74834
992,65.26277
993,64.38358
994,64.89983
995,64.94361
996,66.90826
997,64.21796
998,65.76875
999,66.65856
1000,64.74607
