Data Sets simulated by the Matlab function dataSetsGenerator,,
Time (s),NoLatchCurrent (mA),LatchCurrent (mA)
93,65.90707,65.90707
94,65.66706,65.66706
95,66.25589,66.25589
96,67.97849,67.97849
97,67.77507,67.77507
98,65.55698,65.55698
99,67.14229,67.14229
100,65.65438,65.65438
101,64.93492,64.93492
102,66.55796,66.55796
103,67.21458,67.21458
104,66.69606,66.69606
105,66.69708,66.69708
106,64.74805,64.74805
107,66.59945,66.59945
108,66.82013,66.82013
109,68.85186,68.85186
110,67.79117,67.79117
111,70.86869,70.86869
112,69.11727,69.11727
113,67.63949,67.63949
114,67.4989,67.4989
115,69.33264,69.33264
116,70.40435,70.40435
117,69.98115,69.98115
118,65.32666,65.32666
119,65.77909,65.77909
120,67.15942,67.15942
121,65.90939,65.90939
122,64.31943,64.31943
123,66.7222,66.7222
124,66.35869,66.35869
125,64.98693,64.98693
126,67.81389,67.81389
127,64.91638,64.91638
128,67.0174,67.0174
129,67.65597,67.65597
130,64.2889,64.2889
131,66.30634,66.30634
132,67.05444,67.05444
133,67.50787,67.50787
134,64.43146,64.43146
135,66.13593,66.13593
136,64.06644,64.06644
137,64.20448,64.20448
138,64.76649,64.76649
139,66.53947,66.53947
140,64.49552,64.49552
141,65.93631,65.93631
142,64.4839,64.4839
143,66.82431,66.82431
144,68.17412,68.17412
145,68.33159,68.33159
146,68.08169,68.08169
147,68.87343,68.87343
148,68.35249,68.35249
149,68.25608,68.25608
150,69.99025,69.99025
151,68.94698,68.94698
152,66.25611,66.25611
153,65.3907,65.3907
154,65.91482,65.91482
155,66.79328,66.79328
156,67.19216,67.19216
157,66.85737,66.85737
158,64.67213,64.67213
159,67.30146,67.30146
160,64.62069,64.62069
161,65.85363,65.85363
162,64.17944,64.17944
163,67.73203,67.73203
164,66.93107,66.93107
165,66.89366,110.0292
166,64.8105,107.946
167,65.17586,108.3113
168,64.52415,107.6596
169,67.47688,110.6124
170,64.60454,107.74
171,66.46654,109.602
172,70.55816,113.6936
173,69.37095,112.5064
174,68.50062,111.6361
175,68.81122,111.9467
176,69.45454,112.59
177,69.60477,112.7403
178,69.93054,113.066
179,68.53722,111.6727
180,67.4419,110.5774
181,68.09891,111.2344
182,70.36306,113.4985
183,70.01275,113.1482
184,69.21447,112.35
185,68.67528,111.8108
186,66.97258,66.97258
187,69.45867,69.45867
188,67.47119,67.47119
189,65.9849,65.9849
190,64.81748,64.81748
191,67.63149,67.63149
192,64.33954,64.33954
193,67.67352,67.67352
194,65.36849,65.36849
195,64.35133,64.35133
196,65.24199,65.24199
197,67.02716,67.02716
198,64.42376,64.42376
199,65.2809,65.2809
200,66.67019,66.67019
201,66.42419,66.42419
202,70.07129,70.07129
203,61.75161,61.75161
204,65.90844,65.90844
205,64.29702,64.29702
206,65.82,65.82
207,72.87533,72.87533
208,63.6658,63.6658
209,71.20211,71.20211
210,71.71999,71.71999
211,64.47538,64.47538
212,71.7035,71.7035
213,72.70778,72.70778
214,65.47137,65.47137
215,70.98526,70.98526
216,69.23088,69.23088
217,72.44956,72.44956
218,70.19251,70.19251
219,69.39837,69.39837
220,67.99697,67.99697
221,68.63099,68.63099
222,68.76398,68.76398
223,61.04749,61.04749
224,62.87119,62.87119
225,65.1045,65.1045
226,61.84988,61.84988
227,61.69195,61.69195
228,66.18983,66.18983
229,65.12853,65.12853
230,70.3457,70.3457
231,65.86564,65.86564
232,64.04199,64.04199
233,68.23195,68.23195
234,68.42122,68.42122
235,64.67909,64.67909
236,70.35966,70.35966
237,69.17943,69.17943
238,64.70244,64.70244
239,65.19966,65.19966
240,68.83641,68.83641
241,66.70071,66.70071
242,67.39936,67.39936
243,67.84352,67.84352
244,64.20582,64.20582
245,69.99011,69.99011
246,61.63072,61.63072
247,66.93856,66.93856
248,62.33663,62.33663
249,67.58578,67.58578
250,65.32055,65.32055
251,67.85562,67.85562
252,61.24418,61.24418
253,62.10279,62.10279
254,70.13029,70.13029
255,68.09582,68.09582
256,69.49252,69.49252
257,70.9357,70.9357
258,64.90859,64.90859
259,69.92181,69.92181
260,65.41646,65.41646
261,62.1799,62.1799
262,68.78425,68.78425
263,67.67511,67.67511
264,63.29495,63.29495
265,68.60113,68.60113
266,69.32736,69.32736
267,61.9564,61.9564
268,62.45379,62.45379
269,68.99449,68.99449
270,65.94408,65.94408
271,62.76403,62.76403
272,62.03289,62.03289
273,64.76878,64.76878
274,62.29443,62.29443
275,63.22878,63.22878
276,67.141,67.141
277,61.06943,61.06943
278,66.22564,66.22564
279,69.6307,69.6307
280,64.20025,64.20025
281,66.02891,66.02891
282,69.29673,69.29673
283,62.41792,62.41792
284,62.70805,62.70805
285,61.4608,61.4608
286,62.72617,62.72617
287,64.13582,64.13582
288,69.29325,69.29325
289,64.24065,64.24065
290,65.29895,65.29895
291,67.24565,111.9436
292,64.397,109.0949
293,62.20141,106.8994
294,70.94422,115.6422
295,64.02632,108.7243
296,66.56678,111.2647
297,64.21292,108.9109
298,62.1977,106.8956
299,63.48957,108.1875
300,68.68552,113.3835
301,61.66262,106.3606
302,68.00281,112.7008
303,69.45596,114.1539
304,61.48113,106.1791
305,70.14129,114.8392
306,67.51766,112.2156
307,64.21219,108.9101
308,65.61798,110.3159
309,66.01952,110.7175
310,67.28313,111.9811
311,65.23988,109.9378
312,64.35304,109.051
313,68.29691,112.9949
314,68.93719,113.6351
315,68.74432,113.4423
316,70.71487,70.71487
317,67.94963,67.94963
318,69.29393,69.29393
319,69.92356,69.92356
320,71.64193,71.64193
321,72.39598,72.39598
322,72.05618,72.05618
323,74.58694,74.58694
324,71.09255,71.09255
325,67.97402,67.97402
326,67.78964,67.78964
327,64.81265,64.81265
328,65.76078,65.76078
329,66.87772,66.87772
330,67.00472,67.00472
331,64.4022,64.4022
332,64.51909,64.51909
333,65.07313,65.07313
334,65.2102,65.2102
335,66.34728,66.34728
336,67.94793,67.94793
337,64.70037,64.70037
338,64.73018,64.73018
339,64.45443,64.45443
340,66.72282,66.72282
341,67.15268,67.15268
342,64.1944,64.1944
343,67.14204,67.14204
344,64.27342,64.27342
345,65.67815,65.67815
346,64.05385,64.05385
347,64.22394,64.22394
348,67.23559,67.23559
349,67.27198,67.27198
350,66.97656,66.97656
351,65.76505,65.76505
352,67.17919,67.17919
353,65.43143,65.43143
354,64.60489,64.60489
355,64.77905,64.77905
356,65.52163,65.52163
357,64.33464,64.33464
358,64.07753,64.07753
359,64.84661,64.84661
360,64.673,64.673
361,67.59243,67.59243
362,67.38076,112.7267
363,65.389,110.735
364,64.87688,110.2229
365,65.01042,110.3564
366,66.84584,112.1918
367,69.94998,115.296
368,67.5864,112.9324
369,69.79711,115.1431
370,66.73621,112.0822
371,69.85804,115.204
372,66.53571,111.8817
373,67.50731,112.8533
374,66.34522,111.6912
375,67.42617,112.7722
376,64.46992,109.8159
377,67.5673,112.9133
378,65.72292,111.0689
379,66.24518,111.5912
380,67.42632,112.7723
381,67.5811,112.9271
382,67.13181,112.4778
383,64.33281,109.6788
384,65.39799,110.744
385,65.69893,111.0449
386,66.50723,111.8532
387,64.30585,109.6518
388,65.62989,110.9759
389,67.9185,113.2645
390,67.83826,113.1843
391,66.00715,66.00715
392,64.83175,64.83175
393,67.65101,67.65101
394,66.92136,66.92136
395,64.61104,64.61104
396,65.17296,65.17296
397,66.94748,66.94748
398,67.11183,67.11183
399,67.70256,67.70256
400,66.21133,66.21133
401,65.08061,65.08061
402,66.96954,66.96954
403,65.46555,65.46555
404,67.9073,67.9073
405,66.98221,66.98221
406,67.9086,67.9086
407,67.23415,67.23415
408,66.3857,66.3857
409,66.94438,66.94438
410,64.69251,64.69251
411,65.55428,65.55428
412,66.68795,66.68795
413,64.55445,64.55445
414,67.9861,67.9861
415,67.22314,67.22314
416,67.08131,67.08131
417,66.64999,66.64999
418,66.6582,66.6582
419,65.75836,65.75836
420,65.2768,65.2768
421,66.9518,66.9518
422,66.49756,66.49756
423,65.4946,65.4946
424,64.50811,64.50811
425,67.25565,67.25565
426,64.96324,64.96324
427,67.70906,67.70906
428,65.07187,65.07187
429,66.35986,66.35986
430,65.64165,65.64165
431,65.77022,65.77022
432,67.75679,67.75679
433,67.50272,67.50272
434,64.11517,64.11517
435,64.90385,64.90385
436,65.35801,65.35801
437,66.28897,66.28897
438,65.44901,65.44901
439,65.28078,65.28078
440,64.92826,64.92826
441,66.03202,66.03202
442,64.36137,64.36137
443,66.19601,66.19601
444,67.74122,67.74122
445,65.03057,65.03057
446,65.71801,65.71801
447,65.38083,65.38083
448,65.22049,65.22049
449,65.6015,65.6015
450,67.45009,67.45009
451,65.77651,65.77651
452,66.92682,66.92682
453,65.46972,65.46972
454,67.67251,67.67251
455,67.44779,67.44779
456,64.88209,64.88209
457,65.27402,65.27402
458,64.36228,64.36228
459,64.53726,64.53726
460,64.44703,64.44703
461,67.32011,67.32011
462,64.46623,64.46623
463,66.66839,66.66839
464,67.04192,67.04192
465,65.33844,65.33844
466,65.59792,65.59792
467,64.49157,64.49157
468,69.93754,69.93754
469,67.01778,67.01778
470,66.26424,66.26424
471,69.4024,69.4024
472,66.44015,66.44015
473,67.76972,67.76972
474,66.72681,66.72681
475,68.42465,68.42465
476,69.66976,69.66976
477,66.9113,66.9113
478,65.80042,65.80042
479,64.56594,64.56594
480,64.91172,64.91172
481,64.66817,64.66817
482,64.76469,64.76469
483,64.29543,64.29543
484,66.49944,66.49944
485,65.73357,65.73357
486,64.0481,64.0481
487,66.44967,66.44967
488,64.64055,64.64055
489,64.66693,64.66693
490,64.43488,64.43488
491,64.42871,64.42871
492,70.51842,70.51842
493,67.79197,67.79197
494,69.27569,69.27569
495,68.15574,68.15574
496,70.24282,70.24282
497,70.07813,70.07813
498,64.94833,64.94833
499,66.40285,66.40285
500,65.99591,65.99591
501,67.63415,67.63415
502,68.72046,68.72046
503,68.44224,68.44224
504,66.75985,66.75985
505,69.6587,69.6587
506,71.40306,71.40306
507,71.39351,71.39351
508,72.37642,72.37642
509,72.91984,72.91984
510,69.94487,69.94487
511,70.71347,70.71347
512,71.49627,71.49627
513,73.10421,73.10421
514,72.56333,72.56333
515,70.45579,70.45579
516,68.06144,68.06144
517,68.93106,68.93106
518,70.52778,70.52778
519,69.09693,69.09693
520,69.92685,69.92685
521,69.07708,69.07708
522,65.48069,65.48069
523,65.38318,65.38318
524,70.00173,70.00173
525,67.91154,67.91154
526,67.12257,67.12257
527,67.3455,67.3455
528,70.02305,70.02305
529,68.28624,68.28624
530,68.07668,68.07668
531,67.03816,67.03816
532,66.89902,66.89902
533,67.41615,67.41615
534,70.09814,70.09814
535,70.24118,70.24118
536,65.06795,65.06795
537,66.6748,66.6748
538,64.00567,64.00567
539,66.83417,66.83417
540,65.64578,65.64578
541,67.9758,67.9758
542,64.79643,64.79643
543,66.30275,66.30275
544,67.82528,67.82528
545,64.55506,64.55506
546,67.88524,67.88524
547,67.37412,67.37412
548,65.25328,65.25328
549,66.40473,66.40473
550,66.9095,66.9095
551,67.08666,67.08666
552,64.27387,64.27387
553,67.22475,67.22475
554,65.97249,65.97249
555,64.52376,64.52376
556,67.07384,67.07384
557,67.31091,67.31091
558,67.61104,67.61104
559,67.01079,67.01079
560,65.16241,65.16241
561,64.02701,64.02701
562,66.25739,66.25739
563,65.69368,65.69368
564,65.69939,65.69939
565,64.31728,64.31728
566,65.44686,65.44686
567,64.85665,64.85665
568,64.6088,64.6088
569,66.29152,66.29152
570,66.65049,66.65049
571,66.65621,66.65621
572,64.01848,64.01848
573,67.94396,67.94396
574,64.78655,64.78655
575,67.38885,67.38885
576,67.06475,67.06475
577,66.46038,66.46038
578,65.76704,65.76704
579,67.03822,67.03822
580,64.02627,64.02627
581,66.27245,66.27245
582,64.07407,64.07407
583,65.60091,65.60091
584,66.99235,66.99235
585,65.57607,65.57607
586,64.68827,64.68827
587,64.30662,64.30662
588,66.09865,66.09865
589,66.00648,66.00648
590,67.53665,67.53665
591,65.95102,65.95102
592,65.90879,65.90879
593,65.36421,65.36421
594,67.32042,67.32042
595,65.91062,65.91062
596,66.65329,66.65329
597,67.58849,67.58849
598,66.47847,66.47847
599,65.01767,65.01767
600,66.98563,66.98563
601,65.40494,65.40494
602,64.39716,64.39716
603,67.68123,67.68123
604,67.75634,67.75634
605,66.36047,66.36047
606,66.08097,66.08097
607,67.89501,67.89501
608,65.13838,65.13838
609,65.32126,65.32126
610,64.01935,64.01935
611,67.15606,67.15606
612,64.64978,64.64978
613,66.17003,66.17003
614,66.18552,66.18552
615,67.29742,67.29742
616,65.96454,65.96454
617,66.74915,66.74915
618,67.17858,67.17858
619,66.87277,66.87277
620,66.51439,66.51439
621,66.93733,66.93733
622,64.9465,64.9465
623,65.97161,65.97161
624,65.74605,65.74605
625,64.39155,64.39155
626,65.0911,65.0911
627,64.70415,64.70415
628,67.46264,67.46264
629,66.43205,66.43205
630,67.67944,67.67944
631,64.98044,64.98044
632,65.96639,65.96639
633,66.35306,66.35306
634,67.36328,67.36328
635,64.88784,64.88784
636,66.60147,66.60147
637,67.82482,67.82482
638,66.82817,66.82817
639,64.77696,64.77696
640,66.81578,66.81578
641,69.41463,69.41463
642,68.30265,68.30265
643,69.92134,69.92134
644,61.36029,61.36029
645,64.94763,64.94763
646,62.07377,62.07377
647,65.31046,65.31046
648,67.99197,67.99197
649,63.09015,63.09015
650,67.20618,67.20618
651,66.21085,66.21085
652,68.05644,68.05644
653,64.0239,64.0239
654,62.97802,62.97802
655,70.0486,70.0486
656,63.08455,63.08455
657,65.08569,65.08569
658,68.06955,68.06955
659,61.87188,61.87188
660,66.74066,66.74066
661,66.2684,66.2684
662,65.60827,65.60827
663,65.64517,65.64517
664,66.5683,66.5683
665,65.93482,65.93482
666,63.03263,63.03263
667,64.44843,64.44843
668,62.54888,62.54888
669,69.34176,69.34176
670,64.02829,64.02829
671,65.70434,65.70434
672,65.40156,65.40156
673,66.87075,66.87075
674,63.4082,63.4082
675,63.78359,63.78359
676,66.46356,66.46356
677,68.9735,68.9735
678,63.90429,63.90429
679,66.02869,66.02869
680,65.46016,65.46016
681,69.41293,69.41293
682,65.94203,65.94203
683,61.84416,61.84416
684,70.65189,70.65189
685,65.41508,65.41508
686,65.39028,65.39028
687,61.55929,61.55929
688,64.22341,64.22341
689,64.5196,64.5196
690,61.32376,61.32376
691,62.53249,112.0373
692,64.7127,114.2175
693,65.81544,115.3202
694,61.24531,110.7501
695,67.24039,116.7452
696,65.45354,114.9583
697,63.0005,112.5053
698,68.56,118.0648
699,69.9896,119.4944
700,67.57325,117.078
701,65.66791,115.1727
702,70.8425,120.3473
703,61.65729,111.1621
704,68.81482,118.3196
705,64.15349,113.6583
706,68.22226,117.727
707,64.55268,114.0575
708,69.42615,118.9309
709,67.82355,117.3283
710,70.26819,119.773
711,68.32828,117.8331
712,68.36346,117.8682
713,65.88579,115.3906
714,61.79827,61.79827
715,63.70318,63.70318
716,69.40524,69.40524
717,64.1445,64.1445
718,67.86426,67.86426
719,67.77839,109.9196
720,66.01595,108.1572
721,70.53471,112.6759
722,64.10152,106.2427
723,61.51497,103.6562
724,61.23612,103.3773
725,62.39766,104.5389
726,65.69907,107.8403
727,66.96633,109.1076
728,63.35477,105.496
729,63.70723,105.8484
730,63.18225,105.3235
731,68.53323,110.6744
732,68.40889,110.5501
733,61.74592,103.8871
734,65.32761,107.4688
735,65.76231,107.9035
736,63.17407,105.3153
737,64.11228,106.2535
738,68.13662,110.2778
739,66.61553,108.7567
740,62.76875,62.76875
741,63.51736,63.51736
742,62.70975,62.70975
743,62.08532,62.08532
744,62.56599,62.56599
745,70.94531,70.94531
746,63.45722,63.45722
747,67.63768,67.63768
748,66.44054,111.6505
749,69.33036,114.5404
750,65.69864,110.9086
751,62.09148,107.3015
752,63.87099,109.081
753,73.24756,118.4576
754,73.88469,119.0947
755,68.97683,114.1868
756,73.51326,118.7233
757,67.81833,113.0283
758,68.46398,113.674
759,67.56056,112.7706
760,71.14823,116.3582
761,73.318,118.528
762,66.00514,111.2151
763,66.24803,111.458
764,73.43297,118.643
765,71.20949,116.4195
766,70.30055,115.5106
767,64.3694,109.5794
768,67.60365,112.8137
769,61.68903,106.899
770,66.98538,112.1954
771,68.0802,113.2902
772,65.8755,111.0855
773,68.76072,113.9707
774,70.59518,115.8052
775,66.42531,111.6353
776,68.43821,113.6482
777,64.45587,109.6659
778,61.81023,107.0202
779,62.34739,62.34739
780,67.5739,67.5739
781,65.58251,65.58251
782,67.17905,67.17905
783,64.81128,64.81128
784,67.97679,67.97679
785,65.45319,65.45319
786,65.59432,65.59432
787,64.45097,64.45097
788,66.47191,66.47191
789,66.29532,66.29532
790,67.1864,67.1864
791,64.73756,64.73756
792,65.48373,65.48373
793,66.4827,66.4827
794,66.44793,66.44793
795,64.83434,64.83434
796,67.18838,67.18838
797,65.80758,65.80758
798,67.92414,67.92414
799,66.51866,66.51866
800,67.22654,67.22654
801,66.35486,66.35486
802,66.25864,66.25864
803,65.83896,65.83896
804,66.16208,66.16208
805,65.42351,65.42351
806,64.68254,64.68254
807,64.55309,64.55309
808,66.23831,66.23831
809,64.37914,64.37914
810,67.16566,67.16566
811,64.48676,64.48676
812,67.0572,67.0572
813,69.26028,69.26028
814,69.84828,69.84828
815,69.62287,69.62287
816,68.31211,68.31211
817,69.95979,69.95979
818,68.50765,68.50765
819,68.59919,68.59919
820,69.16666,69.16666
821,64.49726,64.49726
822,65.76714,65.76714
823,64.09244,64.09244
824,66.45827,66.45827
825,64.47575,64.47575
826,65.83141,65.83141
827,65.60849,65.60849
828,70.14347,70.14347
829,74.21055,74.21055
830,74.36346,74.36346
831,73.46309,73.46309
832,71.47687,71.47687
833,72.33754,72.33754
834,70.65886,70.65886
835,72.4587,72.4587
836,70.76447,70.76447
837,73.61599,73.61599
838,70.89455,70.89455
839,73.86548,73.86548
840,68.65155,68.65155
841,69.01052,69.01052
842,70.54015,70.54015
843,68.69708,68.69708
844,64.05097,64.05097
845,66.63775,66.63775
846,64.20235,64.20235
847,65.89559,65.89559
848,66.89893,66.89893
849,65.4074,65.4074
850,66.69589,66.69589
851,67.2264,67.2264
852,66.30831,66.30831
853,65.33939,65.33939
854,65.61149,65.61149
855,66.5526,66.5526
856,64.19839,64.19839
857,65.14869,65.14869
858,70.60001,70.60001
859,70.58746,70.58746
860,68.15979,68.15979
861,71.52864,71.52864
862,70.46261,70.46261
863,69.59959,69.59959
864,68.61818,68.61818
865,69.88012,69.88012
866,68.74161,68.74161
867,70.33894,70.33894
868,69.02279,69.02279
869,66.24038,66.24038
870,64.45253,64.45253
871,65.97788,65.97788
872,67.36971,67.36971
873,69.51153,69.51153
874,69.86673,69.86673
875,69.82414,69.82414
876,68.77176,68.77176
877,69.97843,69.97843
878,70.56806,70.56806
879,70.32391,70.32391
880,67.66913,67.66913
881,67.78549,67.78549
882,69.76029,69.76029
883,67.7275,67.7275
884,68.348,68.348
885,67.37439,67.37439
886,67.30805,67.30805
887,70.82149,70.82149
888,68.51381,68.51381
889,67.69944,67.69944
890,66.39816,66.39816
891,64.13695,64.13695
892,66.90066,66.90066
893,65.74171,65.74171
894,69.11908,69.11908
895,66.9806,66.9806
896,68.97168,68.97168
897,67.47005,67.47005
898,69.26866,69.26866
899,67.06679,67.06679
900,70.72271,70.72271
901,68.31889,68.31889
902,70.58543,70.58543
903,67.83978,67.83978
904,70.2839,70.2839
905,70.55475,70.55475
906,68.62901,68.62901
907,65.86376,65.86376
908,67.34362,67.34362
909,65.27168,65.27168
910,67.10679,67.10679
911,65.44252,65.44252
912,66.56515,66.56515
913,66.52637,66.52637
914,66.7056,66.7056
915,65.04287,65.04287
916,66.89025,66.89025
917,67.86721,67.86721
918,65.07126,65.07126
919,67.52902,67.52902
920,65.53816,65.53816
921,69.22693,69.22693
922,66.52277,66.52277
923,66.53534,66.53534
924,69.51529,69.51529
925,67.50022,67.50022
926,67.248,67.248
927,68.40709,68.40709
928,69.84354,69.84354
929,67.89672,67.89672
930,70.2973,70.2973
931,68.56625,68.56625
932,68.14797,68.14797
933,70.19695,70.19695
934,70.78457,70.78457
935,69.34679,69.34679
936,69.73494,69.73494
937,69.19638,69.19638
938,68.90168,68.90168
939,69.64052,69.64052
940,67.08096,67.08096
941,69.23708,69.23708
942,66.71323,66.71323
943,66.57466,66.57466
944,69.13632,69.13632
945,69.67095,69.67095
946,69.37718,69.37718
947,66.76362,66.76362
948,68.26925,68.26925
949,69.87442,69.87442
950,66.94883,66.94883
951,70.32219,70.32219
952,67.16767,67.16767
953,64.40488,64.40488
954,66.5211,66.5211
955,66.82698,66.82698
956,66.08471,66.08471
957,65.90455,65.90455
958,67.63016,67.63016
959,66.90251,66.90251
960,65.11245,65.11245
961,65.31831,65.31831
962,66.84856,66.84856
963,64.894,64.894
964,64.12222,64.12222
965,64.78024,64.78024
966,66.23829,66.23829
967,65.11044,65.11044
968,66.57309,66.57309
969,66.09955,66.09955
970,64.55495,64.55495
971,66.54023,66.54023
972,68.04189,68.04189
973,67.85338,67.85338
974,70.17628,70.17628
975,68.2688,68.2688
976,67.94134,67.94134
977,69.56682,69.56682
978,70.68207,70.68207
979,68.15758,68.15758
980,66.94251,66.94251
981,64.2595,64.2595
982,65.72349,65.72349
983,66.56913,66.56913
984,65.17287,65.17287
985,66.73225,66.73225
986,67.18934,67.18934
987,64.46297,64.46297
988,65.54123,65.54123
989,66.29195,66.29195
990,66.8905,66.8905
991,66.45268,66.45268
992,66.09688,66.09688
993,64.27446,64.27446
994,64.20001,64.20001
995,67.3761,67.3761
996,66.70675,66.70675
997,67.69543,67.69543
998,68.5972,68.5972
999,69.45043,69.45043
1000,65.08427,65.08427
