Data Sets simulated by the Matlab function dataSetsGenerator,,
Time (s),NoLatchCurrent (mA),LatchCurrent (mA)
185,69.87499,69.87499
186,70.03633,70.03633
187,70.6937,70.6937
188,70.2643,70.2643
189,70.2299,70.2299
190,71.11074,71.11074
191,68.7286,68.7286
192,68.9175,68.9175
193,70.20643,70.20643
194,65.96641,65.96641
195,65.56071,65.56071
196,67.93978,67.93978
197,68.43483,68.43483
198,69.52822,69.52822
199,69.89893,69.89893
200,69.76658,69.76658
201,71.30468,71.30468
202,69.8137,69.8137
203,68.13207,68.13207
204,70.04452,70.04452
205,68.66408,68.66408
206,69.31951,69.31951
207,67.9866,67.9866
208,65.64078,65.64078
209,64.33992,64.33992
210,64.89233,64.89233
211,67.77125,67.77125
212,67.86302,67.86302
213,67.28337,67.28337
214,64.24198,64.24198
215,66.0423,66.0423
216,67.16776,67.16776
217,66.2448,66.2448
218,65.72911,65.72911
219,66.63945,66.63945
220,66.70438,66.70438
221,64.70564,64.70564
222,65.51844,65.51844
223,64.43353,64.43353
224,64.92857,64.92857
225,67.03799,67.03799
226,64.84205,64.84205
227,64.06077,64.06077
228,67.12761,67.12761
229,65.05936,65.05936
230,65.39342,65.39342
231,66.61633,66.61633
232,64.54138,64.54138
233,67.38216,67.38216
234,65.16706,65.16706
235,64.85145,64.85145
236,64.03793,64.03793
237,65.58563,65.58563
238,65.17385,65.17385
239,64.22635,64.22635
240,67.9262,67.9262
241,64.85407,64.85407
242,65.87616,65.87616
243,65.95584,65.95584
244,66.06263,66.06263
245,65.25521,65.25521
246,67.15096,67.15096
247,67.41094,67.41094
248,65.58778,65.58778
249,66.59036,66.59036
250,67.4621,67.4621
251,65.65732,65.65732
252,66.8475,66.8475
253,68.86186,68.86186
254,69.01806,69.01806
255,67.16688,67.16688
256,68.65125,68.65125
257,68.09849,68.09849
258,70.1931,70.1931
259,73.30502,73.30502
260,71.35467,71.35467
261,70.97359,70.97359
262,70.94508,70.94508
263,73.597,73.597
264,69.94587,69.94587
265,68.37358,68.37358
266,70.91832,70.91832
267,66.76332,66.76332
268,66.83517,66.83517
269,67.27043,67.27043
270,67.5771,67.5771
271,66.62319,66.62319
272,66.9325,66.9325
273,64.42951,64.42951
274,64.83119,64.83119
275,65.87361,65.87361
276,66.45493,66.45493
277,64.23397,64.23397
278,65.46853,65.46853
279,64.66927,64.66927
280,66.65605,66.65605
281,64.45229,64.45229
282,65.06084,65.06084
283,64.55099,64.55099
284,64.67606,64.67606
285,64.60106,64.60106
286,66.64099,66.64099
287,65.22487,65.22487
288,67.63939,67.63939
289,65.68374,65.68374
290,67.48078,67.48078
291,67.29997,67.29997
292,64.02416,64.02416
293,66.12119,66.12119
294,65.50625,65.50625
295,64.53172,64.53172
296,66.68635,66.68635
297,67.7691,67.7691
298,66.32671,66.32671
299,65.13678,65.13678
300,67.26043,67.26043
301,70.10348,70.10348
302,63.91661,63.91661
303,62.92712,62.92712
304,63.49348,63.49348
305,61.90052,61.90052
306,65.54353,65.54353
307,68.76323,68.76323
308,61.39631,61.39631
309,65.40648,65.40648
310,62.49217,62.49217
311,66.25525,66.25525
312,65.28755,65.28755
313,70.77146,70.77146
314,66.41108,66.41108
315,68.46863,68.46863
316,70.96083,70.96083
317,65.53274,65.53274
318,63.40468,63.40468
319,61.92147,61.92147
320,65.44755,65.44755
321,65.02982,65.02982
322,70.39265,70.39265
323,67.26931,67.26931
324,69.94801,69.94801
325,62.98549,62.98549
326,70.01317,70.01317
327,63.0764,63.0764
328,67.52042,67.52042
329,62.96479,62.96479
330,61.08264,61.08264
331,70.22185,70.22185
332,66.80144,66.80144
333,69.93598,74.91385
334,65.69038,70.66825
335,65.04035,70.01823
336,66.93512,71.91299
337,63.29245,68.27032
338,65.28493,70.26281
339,68.65777,73.63564
340,68.56197,73.53985
341,69.9669,74.94478
342,61.63089,66.60876
343,66.35633,71.3342
344,62.97893,67.9568
345,64.83668,69.81455
346,70.5768,75.55468
347,64.31685,69.29472
348,61.46028,66.43815
349,66.68011,71.65798
350,68.82458,73.80245
351,68.37543,73.35331
352,63.72328,68.70115
353,63.13525,68.11312
354,69.60353,74.5814
355,61.11626,66.09413
356,67.47994,72.45782
357,66.6999,71.67777
358,62.79629,62.79629
359,62.87458,62.87458
360,69.58887,69.58887
361,69.07096,69.07096
362,64.22112,64.22112
363,61.55002,61.55002
364,61.60526,61.60526
365,63.46298,63.46298
366,67.20977,67.20977
367,68.65942,68.65942
368,68.45859,68.45859
369,70.48531,70.48531
370,66.71125,66.71125
371,61.19539,61.19539
372,62.55429,62.55429
373,66.72655,66.72655
374,62.53367,62.53367
375,61.76089,61.76089
376,69.21346,69.21346
377,69.82516,69.82516
378,64.93265,64.93265
379,65.26923,65.26923
380,64.64152,64.64152
381,72.02766,76.5374
382,67.95928,72.46903
383,70.52125,75.031
384,66.96661,71.47636
385,63.87224,68.38199
386,68.77668,73.28643
387,70.95396,75.46371
388,71.25104,75.76079
389,76.46517,80.97492
390,76.69256,81.20231
391,71.26642,75.77617
392,76.80349,81.31324
393,67.70867,72.21842
394,66.73866,71.24841
395,64.48899,68.99873
396,65.42953,69.93928
397,61.84553,66.35528
398,66.46874,70.97849
399,69.94157,74.45132
400,68.25635,72.7661
401,65.59086,70.10061
402,65.3183,69.82805
403,66.59334,71.10309
404,63.98705,68.4968
405,69.95374,74.46349
406,63.09127,67.60102
407,65.71695,65.71695
408,65.81261,65.81261
409,66.86445,66.86445
410,66.04087,66.04087
411,64.50045,64.50045
412,64.86113,64.86113
413,64.17967,64.17967
414,65.95835,65.95835
415,64.17325,64.17325
416,67.24825,67.24825
417,66.44187,66.44187
418,67.47259,67.47259
419,67.5769,67.5769
420,64.29829,64.29829
421,65.17485,65.17485
422,65.51978,65.51978
423,65.88944,65.88944
424,66.70163,66.70163
425,65.17916,65.17916
426,66.67421,66.67421
427,66.61276,66.61276
428,69.33194,75.43155
429,69.09994,75.19954
430,69.36004,75.45965
431,67.59553,73.69514
432,70.45169,76.5513
433,67.76373,73.86334
434,68.33278,74.43239
435,66.19681,72.29642
436,67.9061,74.00571
437,65.05039,71.15
438,66.4891,72.58871
439,67.16971,73.26932
440,64.36825,70.46786
441,70.51675,76.61636
442,67.52843,73.62804
443,70.47439,76.574
444,71.01092,77.11053
445,69.4432,75.54281
446,68.69833,74.79794
447,67.48987,73.58948
448,67.60895,73.70856
449,68.36557,74.46518
450,69.59248,75.69208
451,69.44243,75.54204
452,70.58616,76.68577
453,66.32012,72.41973
454,66.33499,72.4346
455,64.05557,70.15518
456,64.34653,70.44614
457,67.97327,74.07288
458,65.07206,65.07206
459,64.12579,64.12579
460,66.72574,66.72574
461,65.96603,65.96603
462,67.8052,67.8052
463,67.42809,67.42809
464,65.18998,65.18998
465,66.51079,66.51079
466,67.40648,67.40648
467,72.58307,72.58307
468,70.92738,70.92738
469,71.0426,71.0426
470,71.84745,71.84745
471,71.91668,71.91668
472,72.3834,72.3834
473,72.23473,72.23473
474,74.28293,74.28293
475,73.88221,73.88221
476,68.42151,68.42151
477,70.41297,70.41297
478,68.01564,68.01564
479,69.7506,69.7506
480,68.06948,68.06948
481,69.30485,69.30485
482,67.79668,67.79668
483,67.96951,67.96951
484,66.58924,66.58924
485,64.54946,64.54946
486,65.65635,65.65635
487,67.73645,67.73645
488,65.04201,65.04201
489,66.00012,66.00012
490,64.03016,64.03016
491,65.37632,65.37632
492,67.07703,67.07703
493,67.80465,67.80465
494,65.93485,65.93485
495,65.59316,65.59316
496,65.60975,65.60975
497,68.81005,68.81005
498,68.39164,68.39164
499,68.77274,68.77274
500,67.49383,67.49383
501,69.86715,69.86715
502,69.76564,69.76564
503,67.87697,67.87697
504,70.19365,70.19365
505,69.76218,69.76218
506,68.5799,68.5799
507,71.02331,71.02331
508,71.10273,71.10273
509,70.80849,70.80849
510,70.94813,70.94813
511,67.72784,67.72784
512,70.4163,70.4163
513,66.42855,66.42855
514,64.69313,64.69313
515,67.58257,67.58257
516,67.11793,67.11793
517,64.84554,64.84554
518,64.80227,64.80227
519,65.97809,65.97809
520,64.40024,64.40024
521,65.81756,65.81756
522,65.39561,65.39561
523,67.62812,67.62812
524,64.72384,64.72384
525,67.03338,67.03338
526,67.47217,67.47217
527,66.72107,66.72107
528,67.51964,67.51964
529,67.79864,67.79864
530,64.90591,64.90591
531,66.58758,66.58758
532,66.89674,66.89674
533,67.82782,67.82782
534,64.03336,64.03336
535,64.51688,64.51688
536,67.90427,67.90427
537,65.36106,65.36106
538,64.29163,64.29163
539,64.77573,64.77573
540,64.06198,64.06198
541,64.0247,64.0247
542,67.03404,67.03404
543,67.46879,67.46879
544,67.31987,67.31987
545,66.35577,66.35577
546,65.63601,65.63601
547,66.8725,66.8725
548,67.18961,67.18961
549,66.48288,66.48288
550,64.95126,64.95126
551,64.48284,64.48284
552,64.00071,64.00071
553,66.4087,66.4087
554,65.12703,65.12703
555,66.387,66.387
556,66.64418,66.64418
557,65.49271,65.49271
558,64.68795,64.68795
559,65.84257,65.84257
560,65.40618,65.40618
561,66.02335,66.02335
562,67.59848,67.59848
563,65.90564,65.90564
564,67.22013,67.22013
565,66.85526,66.85526
566,65.60617,65.60617
567,67.96349,67.96349
568,66.69186,66.69186
569,64.63308,64.63308
570,67.93863,67.93863
571,67.51538,67.51538
572,66.5557,66.5557
573,65.46043,65.46043
574,64.09497,64.09497
575,64.07356,64.07356
576,66.97447,66.97447
577,68.83003,68.83003
578,67.59014,67.59014
579,68.36743,68.36743
580,67.88636,67.88636
581,67.81903,67.81903
582,68.33567,68.33567
583,65.29091,65.29091
584,65.69448,65.69448
585,64.35761,64.35761
586,66.60185,66.60185
587,66.72365,66.72365
588,65.45963,65.45963
589,66.99396,66.99396
590,66.57156,66.57156
591,64.69104,64.69104
592,64.12258,64.12258
593,64.35294,64.35294
594,66.96262,66.96262
595,66.81202,66.81202
596,67.23842,67.23842
597,65.58519,65.58519
598,64.89092,64.89092
599,64.56178,64.56178
600,65.26189,65.26189
601,64.47211,64.47211
602,67.20831,67.20831
603,64.33488,64.33488
604,67.81221,67.81221
605,67.88162,67.88162
606,67.25543,67.25543
607,67.22378,67.22378
608,65.61828,65.61828
609,65.39152,65.39152
610,67.78004,67.78004
611,65.88617,65.88617
612,64.86494,64.86494
613,66.09724,66.09724
614,67.35433,67.35433
615,64.35611,64.35611
616,65.5197,65.5197
617,64.10425,64.10425
618,65.45791,65.45791
619,64.35376,64.35376
620,67.71079,67.71079
621,67.09572,67.09572
622,64.82879,64.82879
623,65.27954,65.27954
624,66.96649,66.96649
625,66.81261,66.81261
626,64.80926,64.80926
627,64.24534,64.24534
628,64.38788,64.38788
629,66.68044,66.68044
630,65.08608,65.08608
631,66.16347,66.16347
632,69.20854,69.20854
633,67.63308,67.63308
634,68.94716,68.94716
635,67.98318,67.98318
636,69.09582,69.09582
637,67.49172,67.49172
638,67.18652,67.18652
639,69.30762,69.30762
640,73.06998,73.06998
641,72.52954,72.52954
642,67.98456,67.98456
643,74.60084,74.60084
644,68.15797,68.15797
645,71.1746,71.1746
646,70.8013,70.8013
647,72.53219,72.53219
648,67.7274,67.7274
649,70.15674,70.15674
650,68.74522,68.74522
651,73.86462,73.86462
652,71.05098,71.05098
653,67.39748,67.39748
654,73.17943,73.17943
655,73.7258,73.7258
656,73.74534,73.74534
657,62.89313,62.89313
658,68.22712,68.22712
659,63.77209,63.77209
660,68.86357,68.86357
661,66.07237,66.07237
662,63.88025,63.88025
663,62.3474,62.3474
664,64.57606,64.57606
665,62.33152,62.33152
666,65.91885,65.91885
667,66.76365,66.76365
668,62.77986,62.77986
669,66.65947,66.65947
670,67.55717,71.30444
671,65.50022,69.24748
672,66.96566,70.71292
673,69.56724,73.3145
674,68.79402,72.54129
675,65.20152,68.94878
676,66.77018,70.51745
677,62.32243,66.0697
678,68.47217,72.21944
679,67.61085,71.35811
680,61.71009,65.45736
681,67.20834,70.95561
682,69.44724,73.1945
683,61.39005,65.13732
684,61.68338,65.43064
685,69.74672,73.49399
686,66.20262,69.94988
687,70.77852,74.52579
688,67.29488,71.04214
689,68.90372,72.65098
690,67.08775,70.83501
691,62.8715,66.61877
692,68.22222,71.96948
693,64.81026,68.55752
694,67.3862,71.13346
695,64.4104,68.15766
696,64.43077,68.17803
697,64.95038,68.69765
698,65.47732,69.22459
699,64.11229,67.85955
700,65.44626,65.44626
701,66.21141,66.21141
702,63.3684,63.3684
703,68.26463,68.26463
704,67.33842,67.33842
705,61.7123,61.7123
706,64.91184,64.91184
707,65.5545,65.5545
708,64.61776,64.61776
709,64.0826,64.0826
710,62.4734,62.4734
711,68.71018,68.71018
712,68.2435,68.2435
713,70.32469,70.32469
714,64.10604,64.10604
715,65.21691,65.21691
716,70.52839,70.52839
717,61.72429,61.72429
718,67.17564,67.17564
719,69.97438,69.97438
720,69.5215,69.5215
721,70.4519,70.4519
722,70.80916,70.80916
723,66.53958,66.53958
724,64.23912,64.23912
725,65.94306,65.94306
726,69.45461,69.45461
727,69.96526,69.96526
728,67.18534,67.18534
729,61.08056,61.08056
730,63.46755,63.46755
731,66.64497,66.64497
732,65.35472,65.35472
733,69.45476,69.45476
734,61.35304,61.35304
735,70.90148,70.90148
736,62.01382,62.01382
737,68.48321,68.48321
738,69.00883,69.00883
739,61.29769,61.29769
740,67.74442,67.74442
741,68.77811,68.77811
742,65.19869,65.19869
743,73.34209,73.34209
744,67.68822,67.68822
745,66.75355,66.75355
746,70.49087,70.49087
747,64.75698,64.75698
748,66.44141,66.44141
749,68.74883,68.74883
750,73.83826,73.83826
751,73.03041,73.03041
752,72.44045,72.44045
753,71.85062,71.85062
754,74.91631,74.91631
755,69.8495,69.8495
756,69.04052,69.04052
757,64.22668,64.22668
758,75.54567,75.54567
759,75.47529,75.47529
760,74.48104,74.48104
761,73.82408,80.17482
762,68.00813,74.35887
763,73.81538,80.16612
764,69.87016,76.22089
765,73.46652,79.81726
766,74.84984,81.20057
767,69.63882,75.98956
768,69.9745,76.32524
769,72.60951,78.96025
770,67.53889,73.88962
771,68.36875,74.71949
772,67.82002,74.17076
773,70.64833,76.99906
774,62.31186,68.6626
775,70.8284,77.17914
776,68.80532,75.15606
777,68.07816,74.42889
778,62.86947,69.22021
779,62.61164,68.96238
780,63.16506,69.5158
781,66.82297,73.17371
782,66.28544,72.63618
783,66.90721,73.25795
784,66.78724,73.13798
785,61.20087,67.55161
786,63.79446,70.1452
787,65.93644,72.28718
788,62.73676,69.0875
789,63.51132,69.86206
790,69.67557,76.02631
791,67.11865,73.46939
792,66.54347,72.8942
793,61.47341,67.82414
794,62.97499,69.32573
795,67.04303,73.39377
796,70.81505,77.16579
797,68.70586,75.0566
798,66.93117,73.2819
799,69.24979,75.60053
800,67.44124,73.79198
801,67.33951,67.33951
802,65.1225,65.1225
803,69.43929,69.43929
804,65.59453,65.59453
805,70.43434,70.43434
806,67.61249,67.61249
807,71.53966,71.53966
808,70.61688,70.61688
809,67.04836,67.04836
810,66.55251,66.55251
811,69.17592,69.17592
812,64.22947,64.22947
813,67.4061,67.4061
814,69.11749,69.11749
815,66.89323,66.89323
816,64.84658,64.84658
817,67.70421,67.70421
818,65.38307,65.38307
819,66.22979,66.22979
820,67.49079,67.49079
821,65.81466,65.81466
822,67.02751,67.02751
823,66.04673,66.04673
824,66.30128,66.30128
825,66.68424,66.68424
826,64.76634,64.76634
827,65.3275,65.3275
828,65.77931,65.77931
829,67.23657,67.23657
830,67.33155,67.33155
831,64.28991,64.28991
832,67.88349,67.88349
833,64.64798,64.64798
834,67.68261,67.68261
835,65.87813,65.87813
836,67.72483,67.72483
837,66.64007,66.64007
838,66.18307,71.15486
839,67.59709,72.56888
840,66.2444,71.21619
841,64.51304,69.48482
842,66.01509,70.98687
843,65.95543,70.92722
844,64.15434,69.12612
845,64.22771,69.19949
846,66.80351,71.7753
847,66.02916,71.00094
848,64.11607,69.08785
849,66.32763,71.29941
850,66.14386,71.11564
851,66.64184,71.61362
852,66.13643,71.10822
853,64.82053,69.79232
854,66.29071,71.2625
855,65.71682,70.6886
856,67.34543,72.31721
857,67.78154,72.75333
858,64.6143,69.58609
859,64.70384,69.67563
860,64.38578,69.35756
861,66.48306,71.45485
862,64.59416,69.56594
863,67.91853,72.89031
864,66.53941,71.5112
865,70.30283,75.27462
866,71.5453,76.51708
867,71.42562,76.3974
868,68.45582,73.42761
869,68.00558,72.97737
870,70.76012,75.7319
871,69.68863,74.66041
872,69.90613,74.87791
873,70.89766,75.86944
874,68.80883,73.78062
875,69.41898,69.41898
876,67.99512,67.99512
877,67.7387,67.7387
878,71.35286,71.35286
879,69.6234,69.6234
880,70.575,70.575
881,67.94224,67.94224
882,73.12228,73.12228
883,74.12008,74.12008
884,68.42072,68.42072
885,72.77342,72.77342
886,72.7134,72.7134
887,71.81629,71.81629
888,72.01201,72.01201
889,72.99879,72.99879
890,70.81229,70.81229
891,70.11228,70.11228
892,66.15709,66.15709
893,66.16355,66.16355
894,65.9318,65.9318
895,64.67132,64.67132
896,64.26743,64.26743
897,65.39245,65.39245
898,67.4476,67.4476
899,68.64873,68.64873
900,67.91635,67.91635
901,67.93289,67.93289
902,68.23803,68.23803
903,69.09972,69.09972
904,67.7235,67.7235
905,69.66615,69.66615
906,66.71582,66.71582
907,68.28301,68.28301
908,66.05945,66.05945
909,65.74253,65.74253
910,66.51262,66.51262
911,64.76112,64.76112
912,66.81469,66.81469
913,65.72509,65.72509
914,67.15595,67.15595
915,65.46852,65.46852
916,64.92983,64.92983
917,64.17091,64.17091
918,66.55524,66.55524
919,64.73331,64.73331
920,64.02954,64.02954
921,66.89589,66.89589
922,64.95666,64.95666
923,64.24907,64.24907
924,67.54324,67.54324
925,67.09724,67.09724
926,66.08313,66.08313
927,64.52318,64.52318
928,66.23288,66.23288
929,64.76148,64.76148
930,66.23873,66.23873
931,65.42695,65.42695
932,67.10546,67.10546
933,65.64867,65.64867
934,66.03928,66.03928
935,65.8825,65.8825
936,66.09506,66.09506
937,66.74286,66.74286
938,65.10891,65.10891
939,64.25147,64.25147
940,64.68088,64.68088
941,65.75413,65.75413
942,65.05318,65.05318
943,65.38058,65.38058
944,65.09493,65.09493
945,67.70246,67.70246
946,65.44851,65.44851
947,66.60953,66.60953
948,64.11059,64.11059
949,64.74888,64.74888
950,67.46164,67.46164
951,64.24967,64.24967
952,65.80497,65.80497
953,65.12689,65.12689
954,64.8319,64.8319
955,67.5162,67.5162
956,66.67752,66.67752
957,66.83317,66.83317
958,67.78264,67.78264
959,67.47447,67.47447
960,64.77067,64.77067
961,65.17206,65.17206
962,67.72193,67.72193
963,67.9906,67.9906
964,65.39815,65.39815
965,64.08127,64.08127
966,66.12739,66.12739
967,66.42022,66.42022
968,65.10121,65.10121
969,66.88965,66.88965
970,67.46941,67.46941
971,65.20717,65.20717
972,67.41652,67.41652
973,64.33029,64.33029
974,64.74726,64.74726
975,67.01568,67.01568
976,67.76372,67.76372
977,64.89044,64.89044
978,65.01707,65.01707
979,66.10624,66.10624
980,67.19873,67.19873
981,67.84973,67.84973
982,65.32211,65.32211
983,64.66259,64.66259
984,64.22281,64.22281
985,66.72142,66.72142
986,67.85932,67.85932
987,64.90048,64.90048
988,65.83546,65.83546
989,66.35255,66.35255
990,66.48942,66.48942
991,64.7479,64.7479
992,66.34624,66.34624
993,66.62936,66.62936
994,67.72298,67.72298
995,67.39292,67.39292
996,64.69154,64.69154
997,66.54796,66.54796
998,67.6857,67.6857
999,64.06777,64.06777
1000,67.57356,67.57356
