!!!!!WARNING: DUMMY DATA SET!!!!!!
Temps(ms),Voie3,Voie4
1690.0,12.0,13
1700.0,12.0,13
1710.0,10.0,13
1720.0,10.0,13
1730.0,11.0,13
1740.0,12.0,12
1750.0,11.0,13
1760.0,9.0,13
1770.0,12.0,12
1780.0,11.0,13
1790.0,12.0,12
1800.0,10.0,13
1810.0,11.0,12
1820.0,11.0,12
1830.0,11.0,13
1840.0,13.0,13
1850.0,12.0,13
1860.0,11.0,12
1870.0,12.0,13
1880.0,12.0,13
1890.0,12.0,13
1900.0,13.0,12
1910.0,12.0,13
1920.0,13.0,13
1930.0,11.0,13
1940.0,11.0,12
1950.0,11.0,12
1960.0,11.0,12
1970.0,13.0,12
1980.0,12.0,13
1990.0,11.0,12
2000.0,11.0,12
2010.0,12.0,13
2020.0,13.0,13
2030.0,13.0,12
2040.0,13.0,12
2050.0,12.0,12
2060.0,11.0,13
2070.0,12.0,13
2080.0,12.0,13
2090.0,9.0,13
2100.0,12.0,12
2110.0,11.0,12
2120.0,11.0,12
2130.0,14.0,12
2140.0,12.0,12
2150.0,10.0,12
2160.0,12.0,13
2170.0,10.0,12
2180.0,12.0,13
2190.0,9.0,13
2200.0,12.0,12
2210.0,12.0,12
2220.0,11.0,13
2230.0,10.0,12
2240.0,11.0,13
2250.0,12.0,13
2260.0,12.0,12
2270.0,9.0,13
2280.0,10.0,12
2290.0,11.0,13
2300.0,10.0,12
2310.0,13.0,12
2320.0,11.0,12
2330.0,12.0,13
2340.0,12.0,12
2350.0,13.0,12
2360.0,11.0,12
2370.0,10.0,12
2380.0,14.0,13
2390.0,12.0,12
2400.0,12.0,12
2410.0,12.0,13
2420.0,12.0,13
2430.0,9.0,13
2440.0,11.0,12
2450.0,11.0,12
2460.0,11.0,13
2470.0,9.0,12
2480.0,10.0,13
2490.0,12.0,13
2500.0,12.0,12
2510.0,11.0,13
2520.0,10.0,12
2530.0,11.0,13
2540.0,13.0,13
2550.0,13.0,13
2560.0,12.0,13
2570.0,12.0,12
2580.0,12.0,12
2590.0,9.0,13
2600.0,14.0,13
2610.0,9.0,12
2620.0,12.0,12
2630.0,11.0,12
2640.0,11.0,13
2650.0,9.0,13
2660.0,12.0,13
2670.0,12.0,12
2680.0,14.0,13
2690.0,13.0,12
2700.0,14.0,12
2710.0,11.0,12
2720.0,12.0,12
2730.0,14.0,13
2740.0,13.0,12
2750.0,12.0,13
2760.0,12.0,13
2770.0,14.0,12
2780.0,12.0,13
2790.0,12.0,13
2800.0,12.0,13
2810.0,11.0,13
2820.0,12.0,12
2830.0,11.0,12
2840.0,12.0,12
2850.0,12.0,13
2860.0,12.0,13
2870.0,12.0,13
2880.0,12.0,12
2890.0,12.0,12
2900.0,10.0,13
2910.0,11.0,13
2920.0,10.0,12
2930.0,12.0,12
2940.0,13.0,13
2950.0,12.0,13
2960.0,11.0,12
2970.0,10.0,12
2980.0,12.0,12
2990.0,11.0,12
3000.0,10.0,12
3010.0,12.0,2
3020.0,12.0,16
3030.0,111.0,13
3040.0,24.0,12
3050.0,5.0,13
3060.0,12.0,13
3070.0,10.0,13
3080.0,8.0,13
3090.0,12.0,12
3100.0,12.0,12
3110.0,13.0,13
3120.0,12.0,13
3130.0,11.0,0
3140.0,11.0,13
3150.0,332.0,13
3160.0,4.0,12
3170.0,12.0,12
3180.0,12.0,12
3190.0,11.0,12
3200.0,13.0,12
3210.0,12.0,12
3220.0,12.0,12
3230.0,10.0,12
3240.0,12.0,13
3250.0,12.0,13
3260.0,12.0,13
3270.0,12.0,12
3280.0,10.0,13
3290.0,11.0,13
3300.0,12.0,12
3310.0,12.0,13
3320.0,10.0,13
3330.0,12.0,13
3340.0,13.0,3
3350.0,12.0,14
3360.0,332.0,13
3370.0,264.0,12
3380.0,7.0,13
3390.0,10.0,13
3400.0,11.0,13
3410.0,12.0,13
3420.0,13.0,12
3430.0,11.0,13
3440.0,12.0,12
3450.0,11.0,13
3460.0,12.0,13
3470.0,13.0,12
3480.0,12.0,12
3490.0,12.0,12
3500.0,11.0,12
3510.0,10.0,12
3520.0,12.0,12
3530.0,15.0,12
3540.0,11.0,13
3550.0,12.0,13
3560.0,11.0,12
3570.0,12.0,12
3580.0,11.0,12
3590.0,10.0,13
3600.0,10.0,12
3610.0,11.0,0
3620.0,11.0,13
3630.0,335.0,12
3640.0,0.0,12
3650.0,11.0,12
3660.0,12.0,12
3670.0,12.0,12
3680.0,9.0,13
3690.0,12.0,12
3700.0,11.0,13
3710.0,10.0,12
3720.0,12.0,12
3730.0,11.0,1
3740.0,12.0,13
3750.0,318.0,12
3760.0,12.0,13
3770.0,11.0,12
3780.0,12.0,0
3790.0,11.0,12
3800.0,325.0,12
3810.0,0.0,12
3820.0,11.0,12
3830.0,11.0,13
3840.0,12.0,12
3850.0,12.0,12
3860.0,12.0,12
3870.0,10.0,12
3880.0,12.0,13
3890.0,10.0,12
3900.0,13.0,12
3910.0,12.0,12
3920.0,12.0,13
3930.0,12.0,12
3940.0,12.0,12
3950.0,11.0,12
3960.0,12.0,12
3970.0,10.0,12
3980.0,10.0,12
3990.0,10.0,12
4000.0,13.0,12
4010.0,11.0,12
4020.0,11.0,2
4030.0,13.0,13
4040.0,333.0,13
4050.0,53.0,0
4060.0,10.0,13
4070.0,326.0,12
4080.0,13.0,12
4090.0,10.0,12
4100.0,12.0,12
4110.0,12.0,12
4120.0,11.0,16
4130.0,297.0,12
4140.0,337.0,12
4150.0,4.0,12
4160.0,12.0,0
4170.0,10.0,13
4180.0,328.0,12
4190.0,2.0,12
4200.0,12.0,12
4210.0,12.0,12
4220.0,13.0,12
4230.0,11.0,12
4240.0,13.0,12
4250.0,12.0,12
4260.0,12.0,13
4270.0,9.0,12
4280.0,12.0,12
4290.0,12.0,12
4300.0,12.0,12
4310.0,11.0,12
4320.0,12.0,12
4330.0,12.0,11
4340.0,12.0,12
4350.0,12.0,13
4360.0,13.0,13
4370.0,12.0,12
4380.0,9.0,12
4390.0,12.0,12
4400.0,12.0,13
4410.0,11.0,12
4420.0,11.0,12
4430.0,11.0,12
4440.0,12.0,12
4450.0,10.0,12
4460.0,12.0,11
4470.0,12.0,12
4480.0,10.0,12
4490.0,10.0,12
4500.0,9.0,12
4510.0,10.0,13
4520.0,11.0,13
4530.0,10.0,12
4540.0,13.0,12
4550.0,10.0,12
4560.0,13.0,12
4570.0,12.0,13
4580.0,12.0,12
4590.0,12.0,12
4600.0,12.0,12
4610.0,12.0,12
4620.0,11.0,13
4630.0,12.0,14
4640.0,12.0,0
4650.0,10.0,12
4660.0,338.0,12
4670.0,0.0,13
4680.0,8.0,13
4690.0,12.0,13
4700.0,10.0,13
4710.0,13.0,13
4720.0,11.0,12
4730.0,14.0,13
4740.0,11.0,12
4750.0,10.0,12
4760.0,9.0,13
4770.0,12.0,12
4780.0,11.0,13
4790.0,12.0,12
4800.0,12.0,12
4810.0,13.0,12
4820.0,11.0,12
4830.0,12.0,12
4840.0,13.0,13
4850.0,11.0,12
4860.0,12.0,12
4870.0,11.0,12
4880.0,10.0,12
4890.0,12.0,12
4900.0,11.0,12
4910.0,10.0,12
4920.0,13.0,12
4930.0,12.0,12
4940.0,12.0,13
4950.0,10.0,12
4960.0,12.0,13
4970.0,12.0,13
4980.0,13.0,12
4990.0,11.0,13
5000.0,12.0,13
5010.0,10.0,13
5020.0,10.0,12
5030.0,11.0,12
5040.0,11.0,13
5050.0,10.0,12
5060.0,9.0,13
5070.0,12.0,12
5080.0,10.0,13
5090.0,9.0,12
5100.0,12.0,13
5110.0,12.0,13
5120.0,11.0,12
5130.0,13.0,13
5140.0,12.0,13
5150.0,12.0,12
5160.0,12.0,13
5170.0,11.0,12
5180.0,12.0,12
5190.0,11.0,13
5200.0,12.0,13
5210.0,12.0,12
5220.0,12.0,13
5230.0,12.0,12
5240.0,12.0,12
5250.0,11.0,13
5260.0,12.0,0
5270.0,12.0,13
5280.0,345.0,13
5290.0,2.0,13
5300.0,11.0,12
5310.0,10.0,13
5320.0,12.0,12
5330.0,11.0,13
5340.0,11.0,13
5350.0,10.0,13
5360.0,12.0,13
5370.0,11.0,13
5380.0,11.0,13
5390.0,11.0,13
5400.0,10.0,12
5410.0,12.0,13
5420.0,10.0,13
5430.0,12.0,0
5440.0,12.0,13
5450.0,344.0,12
5460.0,12.0,12
5470.0,9.0,0
5480.0,13.0,12
5490.0,340.0,13
5500.0,4.0,13
5510.0,12.0,13
5520.0,10.0,12
5530.0,12.0,12
5540.0,12.0,13
5550.0,13.0,13
5560.0,11.0,12
5570.0,11.0,13
5580.0,11.0,13
5590.0,12.0,13
5600.0,10.0,13
5610.0,11.0,12
5620.0,12.0,13
5630.0,12.0,12
5640.0,13.0,13
5650.0,14.0,12
5660.0,10.0,13
5670.0,12.0,12
5680.0,11.0,12
5690.0,10.0,12
5700.0,11.0,13
5710.0,11.0,13
5720.0,12.0,13
5730.0,9.0,13
5740.0,14.0,13
5750.0,10.0,12
5760.0,11.0,13
5770.0,10.0,13
5780.0,10.0,12
5790.0,11.0,13
5800.0,12.0,13
5810.0,16.0,12
5820.0,9.0,12
5830.0,12.0,12
5840.0,11.0,12
5850.0,14.0,12
5860.0,12.0,13
5870.0,12.0,13
5880.0,13.0,0
5890.0,11.0,13
5900.0,347.0,13
5910.0,7.0,12
5920.0,12.0,12
5930.0,10.0,13
5940.0,12.0,13
5950.0,11.0,13
5960.0,9.0,0
5970.0,12.0,13
5980.0,337.0,12
5990.0,0.0,12
6000.0,10.0,13
6010.0,9.0,1
6020.0,12.0,14
6030.0,315.0,13
6040.0,53.0,12
6050.0,7.0,12
6060.0,11.0,13
6070.0,12.0,13
6080.0,9.0,12
6090.0,12.0,12
6100.0,12.0,13
6110.0,12.0,13
6120.0,13.0,13
6130.0,12.0,12
6140.0,11.0,12
6150.0,12.0,7
6160.0,12.0,13
6170.0,339.0,12
6180.0,0.0,13
6190.0,10.0,12
6200.0,13.0,13
6210.0,12.0,13
6220.0,9.0,12
6230.0,12.0,13
6240.0,13.0,13
6250.0,12.0,13
6260.0,11.0,12
6270.0,10.0,13
6280.0,12.0,13
6290.0,9.0,13
6300.0,12.0,12
6310.0,11.0,13
6320.0,10.0,12
6330.0,12.0,12
6340.0,14.0,13
6350.0,13.0,13
6360.0,12.0,12
6370.0,12.0,12
6380.0,10.0,12
6390.0,12.0,13
6400.0,12.0,13
6410.0,11.0,13
6420.0,9.0,12
6430.0,12.0,13
6440.0,11.0,13
6450.0,12.0,13
6460.0,11.0,13
6470.0,10.0,12
6480.0,9.0,12
6490.0,11.0,13
6500.0,10.0,12
6510.0,11.0,12
6520.0,12.0,13
6530.0,11.0,12
6540.0,9.0,13
6550.0,11.0,13
6560.0,13.0,12
6570.0,13.0,12
6580.0,12.0,13
6590.0,12.0,13
6600.0,10.0,12
6610.0,11.0,13
6620.0,11.0,12
6630.0,11.0,12
6640.0,14.0,12
6650.0,12.0,12
6660.0,11.0,12
6670.0,11.0,13
6680.0,12.0,13
6690.0,10.0,13
6700.0,10.0,12
6710.0,13.0,13
6720.0,13.0,13
6730.0,10.0,13
6740.0,12.0,12
6750.0,11.0,13
6760.0,12.0,13
6770.0,12.0,12
6780.0,10.0,12
6790.0,12.0,12
6800.0,12.0,12
6810.0,14.0,13
6820.0,11.0,13
6830.0,12.0,13
6840.0,12.0,13
6850.0,11.0,12
6860.0,12.0,13
6870.0,11.0,12
6880.0,14.0,12
6890.0,12.0,12
6900.0,10.0,12
6910.0,13.0,13
6920.0,11.0,12
6930.0,13.0,13
6940.0,11.0,0
6950.0,12.0,13
6960.0,340.0,12
6970.0,0.0,13
6980.0,12.0,12
6990.0,11.0,12
7000.0,12.0,13
7010.0,13.0,12
7020.0,12.0,12
7030.0,12.0,12
7040.0,11.0,13
7050.0,11.0,12
7060.0,11.0,12
7070.0,12.0,13
7080.0,12.0,13
7090.0,13.0,13
7100.0,13.0,12
7110.0,10.0,13
7120.0,12.0,12
7130.0,13.0,12
7140.0,13.0,11
7150.0,13.0,13
7160.0,11.0,13
7170.0,11.0,13
7180.0,10.0,13
7190.0,9.0,12
7200.0,13.0,13
7210.0,12.0,12
7220.0,11.0,13
7230.0,12.0,12
7240.0,11.0,13
7250.0,12.0,12
7260.0,11.0,13
7270.0,10.0,6
7280.0,13.0,14
7290.0,329.0,13
7300.0,187.0,12
7310.0,6.0,13
7320.0,12.0,13
7330.0,12.0,13
7340.0,10.0,12
7350.0,11.0,0
7360.0,12.0,12
7370.0,332.0,13
7380.0,0.0,13
7390.0,11.0,7
7400.0,11.0,19
7410.0,252.0,13
7420.0,231.0,13
7430.0,4.0,13
7440.0,10.0,12
7450.0,12.0,13
7460.0,10.0,12
7470.0,10.0,12
7480.0,12.0,13
7490.0,12.0,13
7500.0,12.0,12
7510.0,10.0,13
7520.0,11.0,12
7530.0,13.0,12
7540.0,10.0,13
7550.0,12.0,13
7560.0,12.0,13
7570.0,11.0,13
7580.0,10.0,13
7590.0,11.0,12
7600.0,12.0,13
7610.0,12.0,13
7620.0,11.0,13
7630.0,11.0,13
7640.0,11.0,12
7650.0,10.0,13
7660.0,11.0,12
7670.0,9.0,12
7680.0,10.0,13
7690.0,12.0,13
7700.0,14.0,13
7710.0,12.0,13
7720.0,11.0,12
7730.0,11.0,13
7740.0,9.0,13
7750.0,12.0,12
7760.0,13.0,13
7770.0,12.0,13
7780.0,12.0,13
7790.0,12.0,12
7800.0,13.0,13
7810.0,12.0,0
7820.0,11.0,12
7830.0,326.0,13
7840.0,0.0,13
7850.0,12.0,12
7860.0,12.0,12
7870.0,10.0,12
7880.0,11.0,13
7890.0,13.0,13
7900.0,10.0,13
7910.0,10.0,13
7920.0,12.0,13
7930.0,10.0,13
7940.0,12.0,13
7950.0,12.0,12
7960.0,9.0,12
7970.0,12.0,12
7980.0,11.0,13
7990.0,11.0,13
8000.0,12.0,13
8010.0,9.0,12
8020.0,10.0,12
8030.0,11.0,12
8040.0,10.0,12
8050.0,12.0,13
8060.0,12.0,13
8070.0,13.0,13
8080.0,13.0,13
8090.0,12.0,13
8100.0,12.0,13
8110.0,12.0,13
8120.0,11.0,13
8130.0,7.0,2
8140.0,10.0,13
8150.0,333.0,13
8160.0,69.0,12
8170.0,12.0,12
8180.0,12.0,12
8190.0,12.0,12
8200.0,11.0,12
8210.0,13.0,12
8220.0,13.0,12
8230.0,10.0,13
8240.0,11.0,13
8250.0,11.0,13
8260.0,11.0,13
8270.0,11.0,12
8280.0,12.0,12
8290.0,12.0,12
8300.0,11.0,12
8310.0,11.0,13
8320.0,12.0,12
8330.0,11.0,12
8340.0,11.0,12
8350.0,13.0,12
8360.0,11.0,12
8370.0,12.0,13
8380.0,12.0,12
8390.0,10.0,12
8400.0,12.0,12
8410.0,11.0,12
8420.0,11.0,12
8430.0,12.0,13
8440.0,13.0,13
8450.0,12.0,12
8460.0,12.0,13
8470.0,11.0,13
8480.0,12.0,12
8490.0,12.0,13
8500.0,13.0,12
8510.0,11.0,13
8520.0,10.0,13
8530.0,12.0,12
8540.0,12.0,12
8550.0,10.0,12
8560.0,12.0,12
8570.0,12.0,12
8580.0,12.0,13
8590.0,12.0,13
8600.0,10.0,13
8610.0,12.0,13
8620.0,12.0,13
8630.0,12.0,12
8640.0,10.0,12
8650.0,10.0,12
8660.0,12.0,12
8670.0,9.0,12
8680.0,13.0,13
8690.0,12.0,12
8700.0,9.0,12
8710.0,12.0,12
8720.0,11.0,13
8730.0,10.0,13
8740.0,12.0,12
8750.0,12.0,0
8760.0,11.0,13
8770.0,349.0,13
8780.0,0.0,0
8790.0,12.0,12
8800.0,344.0,13
8810.0,1.0,13
8820.0,12.0,13
8830.0,12.0,12
8840.0,10.0,12
8850.0,12.0,12
8860.0,11.0,13
8870.0,10.0,12
8880.0,11.0,13
8890.0,13.0,13
8900.0,13.0,13
8910.0,12.0,13
8920.0,12.0,12
8930.0,10.0,13
8940.0,11.0,12
8950.0,11.0,13
8960.0,13.0,13
8970.0,12.0,13
8980.0,13.0,12
8990.0,11.0,12
9000.0,11.0,13
9010.0,10.0,12
9020.0,12.0,13
9030.0,10.0,13
9040.0,12.0,12
9050.0,14.0,12
9060.0,12.0,13
9070.0,12.0,13
9080.0,11.0,13
9090.0,11.0,12
9100.0,12.0,13
9110.0,12.0,13
9120.0,12.0,13
9130.0,12.0,12
9140.0,13.0,13
9150.0,12.0,12
9160.0,12.0,13
9170.0,10.0,12
9180.0,10.0,12
9190.0,12.0,12
9200.0,12.0,12
9210.0,10.0,12
9220.0,9.0,12
9230.0,11.0,13
9240.0,11.0,13
9250.0,11.0,0
9260.0,12.0,13
9270.0,336.0,12
9280.0,15.0,12
9290.0,11.0,12
9300.0,12.0,13
9310.0,12.0,13
9320.0,12.0,12
9330.0,11.0,12
9340.0,12.0,13
9350.0,11.0,12
9360.0,12.0,12
9370.0,9.0,12
9380.0,9.0,12
9390.0,13.0,12
9400.0,12.0,12
9410.0,11.0,12
9420.0,9.0,12
9430.0,10.0,13
9440.0,11.0,13
9450.0,14.0,12
9460.0,12.0,13
9470.0,12.0,12
9480.0,12.0,12
9490.0,12.0,13
9500.0,11.0,13
9510.0,12.0,12
9520.0,12.0,12
9530.0,10.0,13
9540.0,12.0,12
9550.0,11.0,12
9560.0,10.0,12
9570.0,10.0,13
9580.0,11.0,13
9590.0,10.0,13
9600.0,11.0,12
9610.0,11.0,12
9620.0,11.0,1
9630.0,12.0,13
9640.0,333.0,13
9650.0,18.0,12
9660.0,11.0,13
9670.0,12.0,12
9680.0,11.0,12
9690.0,12.0,12
9700.0,13.0,12
9710.0,10.0,13
9720.0,12.0,12
9730.0,11.0,5
9740.0,12.0,18
9750.0,291.0,12
9760.0,161.0,12
9770.0,5.0,13
9780.0,8.0,12
9790.0,11.0,12
9800.0,13.0,12
9810.0,11.0,13
9820.0,12.0,13
9830.0,11.0,12
9840.0,12.0,13
9850.0,11.0,12
9860.0,12.0,12
9870.0,12.0,12
9880.0,12.0,13
9890.0,11.0,13
9900.0,11.0,13
9910.0,12.0,13
9920.0,12.0,13
9930.0,10.0,12
9940.0,10.0,13
9950.0,11.0,13
9960.0,12.0,12
9970.0,12.0,12
9980.0,8.0,12
9990.0,11.0,12
10000.0,12.0,12
10010.0,14.0,12
10020.0,13.0,12
10030.0,12.0,12
10040.0,12.0,12
10050.0,11.0,12
10060.0,12.0,12
10070.0,12.0,12
10080.0,12.0,12
10090.0,12.0,12
10100.0,13.0,12
10110.0,13.0,12
10120.0,10.0,12
10130.0,11.0,12
10140.0,11.0,13
10150.0,13.0,12
10160.0,14.0,12
10170.0,12.0,12
10180.0,12.0,12
10190.0,13.0,13
10200.0,12.0,13
10210.0,17.0,12
10220.0,10.0,13
10230.0,12.0,13
10240.0,14.0,13
10250.0,12.0,12
10260.0,12.0,12
10270.0,11.0,12
10280.0,12.0,13
10290.0,12.0,13
10300.0,12.0,13
10310.0,12.0,13
10320.0,12.0,12
10330.0,12.0,12
10340.0,14.0,0
10350.0,9.0,13
10360.0,332.0,12
10370.0,17.0,12
10380.0,11.0,12
10390.0,11.0,12
10400.0,12.0,12
10410.0,10.0,12
10420.0,10.0,13
10430.0,10.0,13
10440.0,12.0,12
10450.0,12.0,12
10460.0,12.0,13
10470.0,12.0,13
10480.0,12.0,13
10490.0,14.0,12
10500.0,12.0,13
10510.0,12.0,12
10520.0,12.0,13
10530.0,12.0,12
10540.0,11.0,12
10550.0,12.0,12
10560.0,13.0,13
10570.0,10.0,13
10580.0,11.0,13
10590.0,11.0,0
10600.0,11.0,13
10610.0,341.0,12
10620.0,0.0,12
10630.0,13.0,12
10640.0,11.0,12
10650.0,11.0,13
10660.0,11.0,12
10670.0,11.0,13
10680.0,12.0,13
10690.0,12.0,12
10700.0,12.0,13
10710.0,11.0,12
10720.0,10.0,12
10730.0,10.0,13
10740.0,11.0,13
10750.0,12.0,13
10760.0,10.0,13
10770.0,12.0,14
10780.0,11.0,13
10790.0,11.0,13
10800.0,11.0,13
10810.0,12.0,12
10820.0,12.0,12
10830.0,12.0,13
10840.0,12.0,13
10850.0,9.0,13
10860.0,12.0,13
10870.0,11.0,13
10880.0,12.0,12
10890.0,12.0,12
10900.0,11.0,12
10910.0,12.0,12
10920.0,13.0,12
10930.0,13.0,13
10940.0,10.0,1
10950.0,11.0,13
10960.0,318.0,13
10970.0,46.0,13
10980.0,11.0,12
10990.0,12.0,12
11000.0,12.0,12
11010.0,13.0,12
11020.0,13.0,12
11030.0,12.0,13
11040.0,11.0,13
11050.0,11.0,12
11060.0,11.0,11
11070.0,11.0,13
11080.0,13.0,13
11090.0,13.0,13
11100.0,12.0,12
11110.0,12.0,12
11120.0,12.0,12
11130.0,12.0,12
11140.0,13.0,13
11150.0,13.0,13
11160.0,13.0,12
11170.0,11.0,13
11180.0,12.0,12
11190.0,11.0,12
11200.0,11.0,13
11210.0,10.0,12
11220.0,12.0,12
11230.0,12.0,12
11240.0,11.0,12
11250.0,12.0,12
11260.0,12.0,12
11270.0,12.0,12
11280.0,13.0,0
11290.0,11.0,13
11300.0,340.0,13
11310.0,0.0,13
11320.0,10.0,12
11330.0,12.0,13
11340.0,11.0,13
11350.0,9.0,0
11360.0,11.0,13
11370.0,343.0,13
11380.0,3.0,12
11390.0,14.0,12
11400.0,11.0,12
11410.0,12.0,12
11420.0,12.0,12
11430.0,11.0,12
11440.0,11.0,13
11450.0,10.0,12
11460.0,11.0,13
11470.0,11.0,13
11480.0,12.0,12
11490.0,11.0,12
11500.0,12.0,12
11510.0,11.0,12
11520.0,11.0,12
11530.0,11.0,12
11540.0,12.0,13
11550.0,14.0,12
11560.0,12.0,12
11570.0,11.0,13
11580.0,11.0,13
11590.0,10.0,5
11600.0,12.0,18
11610.0,303.0,13
11620.0,181.0,13
11630.0,0.0,12
11640.0,11.0,12
11650.0,11.0,12
11660.0,12.0,12
11670.0,10.0,12
11680.0,12.0,13
11690.0,11.0,12
11700.0,10.0,12
11710.0,12.0,0
11720.0,12.0,12
11730.0,343.0,13
11740.0,5.0,12
11750.0,12.0,13
11760.0,12.0,13
11770.0,12.0,13
11780.0,10.0,12
11790.0,12.0,13
11800.0,13.0,12
11810.0,13.0,12
11820.0,11.0,12
11830.0,10.0,12
11840.0,12.0,13
11850.0,11.0,12
11860.0,12.0,12
11870.0,12.0,12
11880.0,11.0,12
11890.0,11.0,12
11900.0,10.0,12
11910.0,12.0,12
11920.0,10.0,13
11930.0,12.0,13
11940.0,11.0,13
11950.0,12.0,12
11960.0,11.0,12
11970.0,12.0,12
11980.0,10.0,12
11990.0,12.0,12
12000.0,12.0,13
12010.0,13.0,12
12020.0,11.0,11
12030.0,12.0,12
12040.0,8.0,12
12050.0,10.0,12
12060.0,13.0,12
12070.0,12.0,12
12080.0,12.0,13
12090.0,11.0,12
12100.0,11.0,13
12110.0,11.0,12
12120.0,12.0,12
12130.0,14.0,12
12140.0,12.0,12
12150.0,10.0,12
12160.0,13.0,12
12170.0,11.0,12
12180.0,12.0,12
12190.0,11.0,12
12200.0,11.0,12
12210.0,11.0,12
12220.0,11.0,12
12230.0,11.0,12
12240.0,11.0,12
12250.0,9.0,12
12260.0,11.0,12
12270.0,12.0,12
12280.0,12.0,12
12290.0,12.0,12
12300.0,12.0,13
12310.0,11.0,12
12320.0,11.0,12
12330.0,10.0,12
12340.0,13.0,12
12350.0,12.0,12
12360.0,11.0,12
12370.0,12.0,12
12380.0,9.0,13
12390.0,12.0,12
12400.0,11.0,12
12410.0,13.0,12
12420.0,12.0,12
12430.0,11.0,12
12440.0,11.0,12
12450.0,11.0,12
12460.0,10.0,12
12470.0,11.0,13
12480.0,12.0,12
12490.0,14.0,12
12500.0,12.0,12
12510.0,12.0,12
12520.0,11.0,15
12530.0,210.0,12
12540.0,338.0,13
12550.0,0.0,12
12560.0,12.0,12
12570.0,13.0,12
12580.0,11.0,0
12590.0,10.0,12
12600.0,335.0,12
12610.0,0.0,12
12620.0,8.0,12
12630.0,12.0,13
12640.0,12.0,12
12650.0,10.0,12
12660.0,10.0,12
12670.0,10.0,12
12680.0,12.0,13
12690.0,11.0,13
12700.0,13.0,12
12710.0,11.0,13
12720.0,12.0,12
