Data Sets simulated by the Matlab function dataSetsGenerator,,
Time (s),NoLatchCurrent (mA),LatchCurrent (mA)
165,66.43068,73.10019
166,67.74509,74.4146
167,66.62585,73.29536
168,67.20752,73.87703
169,65.1613,71.83081
170,69.03526,79.77342
171,68.3503,79.08846
172,69.52199,80.26015
173,69.71883,80.45699
174,70.92551,81.66366
175,68.23003,78.96819
176,68.25256,78.99072
177,69.66247,80.40063
178,71.15423,81.89239
179,68.56008,79.29824
180,67.80785,78.54601
181,70.46656,81.20472
182,68.90389,79.64205
183,67.84356,78.58172
184,65.60407,76.34223
185,64.41097,75.14913
186,64.13368,68.20233
187,65.83062,69.89927
188,67.38906,71.45771
189,67.40008,71.46873
190,64.56346,68.63211
191,67.72626,71.7949
192,64.46508,68.53373
193,64.50739,68.57604
194,64.50743,68.57607
195,64.7913,68.85995
196,66.69702,70.76566
197,65.94819,70.01683
198,67.04819,71.11684
199,67.23577,71.30442
200,64.07881,68.14746
201,64.06921,68.13786
202,66.47221,70.54086
203,67.79542,71.86407
204,66.72433,70.79298
205,64.21234,68.28099
206,67.5258,71.59445
207,67.29779,71.36643
208,70.08239,74.15104
209,68.73681,72.80546
210,68.45857,68.45857
211,67.77374,67.77374
212,69.07976,69.07976
213,68.81808,68.81808
214,68.73132,68.73132
215,69.69949,69.69949
216,70.0791,70.0791
217,68.13647,68.13647
218,65.70427,65.70427
219,66.44931,66.44931
220,67.3341,67.3341
221,65.37851,65.37851
222,67.1116,67.1116
223,64.90711,64.90711
224,67.10943,67.10943
225,65.28166,65.28166
226,66.82158,66.82158
227,66.58722,66.58722
228,66.86953,66.86953
229,65.9238,65.9238
230,66.70979,66.70979
231,65.17357,65.17357
232,64.60567,64.60567
233,65.99098,65.99098
234,65.3669,65.3669
235,64.75278,64.75278
236,67.13489,67.13489
237,65.6873,65.6873
238,67.79118,67.79118
239,66.25541,66.25541
240,65.73181,65.73181
241,65.52288,65.52288
242,64.77924,64.77924
243,67.23874,67.23874
244,64.80018,64.80018
245,65.95094,65.95094
246,65.1076,65.1076
247,66.3455,66.3455
248,64.36795,64.36795
249,64.78452,64.78452
250,66.52828,66.52828
251,64.26057,64.26057
252,67.89928,67.89928
253,65.54168,65.54168
254,65.43391,65.43391
255,66.0498,66.0498
256,67.73052,67.73052
257,64.53809,64.53809
258,65.89837,65.89837
259,66.5459,66.5459
260,67.01296,67.01296
261,67.75239,67.75239
262,65.33862,65.33862
263,64.05045,64.05045
264,67.3714,67.3714
265,69.26119,69.26119
266,68.74532,68.74532
267,67.35285,67.35285
268,70.22461,70.22461
269,69.69141,69.69141
270,67.86014,67.86014
271,68.37976,68.37976
272,68.70097,68.70097
273,67.77374,67.77374
274,70.17046,70.17046
275,69.43541,69.43541
276,67.30015,67.30015
277,66.57474,66.57474
278,67.66111,67.66111
279,67.95868,67.95868
280,67.46728,67.46728
281,68.09499,68.09499
282,64.30179,64.30179
283,67.21816,67.21816
284,67.88795,67.88795
285,65.81398,65.81398
286,66.47624,66.47624
287,65.92336,65.92336
288,66.90771,66.90771
289,67.07454,67.07454
290,65.31814,65.31814
291,66.38714,66.38714
292,68.63273,68.63273
293,67.00082,67.00082
294,68.26179,68.26179
295,69.56038,69.56038
296,67.63405,67.63405
297,70.0811,70.0811
298,68.07835,68.07835
299,66.50676,66.50676
300,68.68333,68.68333
301,68.54913,68.54913
302,70.03522,70.03522
303,68.83246,68.83246
304,66.46274,66.46274
305,68.37849,68.37849
306,68.38866,68.38866
307,67.39604,67.39604
308,67.81725,67.81725
309,67.78409,67.78409
310,64.86385,64.86385
311,66.43705,66.43705
312,65.12516,65.12516
313,64.81738,64.81738
314,65.74901,65.74901
315,65.7223,65.7223
316,66.36658,66.36658
317,64.48576,64.48576
318,65.43202,65.43202
319,65.47381,65.47381
320,67.67525,67.67525
321,66.40195,66.40195
322,67.99684,73.99781
323,64.64704,70.64801
324,64.90855,70.90953
325,66.73274,72.73371
326,64.3691,70.37007
327,66.46012,72.46109
328,64.73866,70.73963
329,66.20928,72.21025
330,66.44274,72.44372
331,66.03759,72.03857
332,65.20269,71.20366
333,64.93493,70.9359
334,67.51055,73.51152
335,65.79765,71.79863
336,66.44386,72.44483
337,65.18954,71.19051
338,67.58078,73.58175
339,69.20845,75.20942
340,70.98869,76.98966
341,69.08067,75.08164
342,69.93417,75.93514
343,67.5798,77.94074
344,71.17072,75.53068
345,69.1018,73.46177
346,70.70595,75.06591
347,72.78687,77.14683
348,72.07603,76.43599
349,71.95737,76.31733
350,73.41918,77.77914
351,75.96482,80.32478
352,76.66701,81.02697
353,72.83397,77.19393
354,71.72238,76.08234
355,78.62151,82.98147
356,75.87265,80.23261
357,77.53523,81.89519
358,76.96724,81.3272
359,76.36944,80.7294
360,75.38264,79.7426
361,69.40158,73.76154
362,65.72444,70.0844
363,65.34141,69.70137
364,64.29232,68.65228
365,64.5461,68.90606
366,66.80592,71.16588
367,64.96388,69.32384
368,65.83207,70.19203
369,65.66412,70.02408
370,65.90597,70.26593
371,66.13293,70.49289
372,66.3045,70.66446
373,67.82651,72.18647
374,64.98555,69.34551
375,66.35113,70.71109
376,66.74866,71.10862
377,66.78847,71.14843
378,66.96317,71.32313
379,67.58459,71.94455
380,67.24192,67.24192
381,64.20111,64.20111
382,65.293,65.293
383,65.68019,65.68019
384,67.847,67.847
385,67.85612,67.85612
386,67.58606,67.58606
387,67.81968,67.81968
388,65.06647,65.06647
389,64.22565,64.22565
390,66.35691,66.35691
391,64.3197,64.3197
392,64.67321,64.67321
393,64.13218,64.13218
394,64.76833,64.76833
395,64.835,64.835
396,65.96884,65.96884
397,64.68323,64.68323
398,66.02932,66.02932
399,66.42346,66.42346
400,63.29334,63.29334
401,64.94391,64.94391
402,67.79146,67.79146
403,67.15464,67.15464
404,69.42685,69.42685
405,62.41915,62.41915
406,65.51957,65.51957
407,67.3441,67.3441
408,69.74097,69.74097
409,62.82852,62.82852
410,66.60036,66.60036
411,65.2128,65.2128
412,65.75235,65.75235
413,63.80855,63.80855
414,66.82976,66.82976
415,69.70707,69.70707
416,65.13922,65.13922
417,65.81417,65.81417
418,67.84497,67.84497
419,63.80143,63.80143
420,64.65045,64.65045
421,68.26154,68.26154
422,69.83918,69.83918
423,69.73013,69.73013
424,63.32743,63.32743
425,65.10321,65.10321
426,62.2132,62.2132
427,65.94267,65.94267
428,67.81108,67.81108
429,69.45048,69.45048
430,64.6477,64.6477
431,69.05625,69.05625
432,62.92957,62.92957
433,64.0685,64.0685
434,65.5379,65.5379
435,67.39283,67.39283
436,67.56303,67.56303
437,67.31421,67.31421
438,65.23155,65.23155
439,65.14819,65.14819
440,63.56096,63.56096
441,62.36464,62.36464
442,64.04901,64.04901
443,69.80866,69.80866
444,69.83426,69.83426
445,63.91944,63.91944
446,66.03785,66.03785
447,68.60725,68.60725
448,64.87964,64.87964
449,68.7898,68.7898
450,68.0927,68.0927
451,66.70805,66.70805
452,68.96545,68.96545
453,64.68781,64.68781
454,69.42887,69.42887
455,72.08478,72.08478
456,66.78252,66.78252
457,67.92208,67.92208
458,70.56994,70.56994
459,70.31242,70.31242
460,69.41821,69.41821
461,70.45896,70.45896
462,66.87384,66.87384
463,67.03312,67.03312
464,63.81483,63.81483
465,65.88577,65.88577
466,67.85475,67.85475
467,65.92207,65.92207
468,63.81816,63.81816
469,64.8943,64.8943
470,63.79874,63.79874
471,66.38579,66.38579
472,67.16528,67.16528
473,68.34847,68.34847
474,66.32189,66.32189
475,65.25825,65.25825
476,66.04644,66.04644
477,62.41073,62.41073
478,66.99703,66.99703
479,65.24347,65.24347
480,69.61595,69.61595
481,64.87761,64.87761
482,65.71879,65.71879
483,65.40873,65.40873
484,68.03754,68.03754
485,69.88084,69.88084
486,67.2538,67.2538
487,68.95862,68.95862
488,70.54073,70.54073
489,71.45035,71.45035
490,69.66195,69.66195
491,68.42589,68.42589
492,71.1946,71.1946
493,65.1244,65.1244
494,65.43895,65.43895
495,65.26563,65.26563
496,65.36354,65.36354
497,67.08037,67.08037
498,64.94467,64.94467
499,64.21744,64.21744
500,67.27901,67.27901
501,67.65702,67.65702
502,65.38215,65.38215
503,66.63945,66.63945
504,65.0577,65.0577
505,65.16906,65.16906
506,67.39476,67.39476
507,67.652,67.652
508,66.04928,66.04928
509,64.62217,64.62217
510,66.71118,66.71118
511,67.44942,67.44942
512,64.84161,64.84161
513,66.5867,66.5867
514,67.18389,67.18389
515,64.27646,64.27646
516,67.39112,67.39112
517,66.20501,66.20501
518,65.59331,65.59331
519,65.25548,65.25548
520,67.93912,67.93912
521,64.23039,64.23039
522,66.58914,66.58914
523,64.68313,64.68313
524,67.48196,67.48196
525,65.75004,65.75004
526,64.83098,64.83098
527,66.27873,66.27873
528,67.63249,67.63249
529,67.55749,67.55749
530,65.64786,65.64786
531,66.43137,66.43137
532,65.24807,65.24807
533,65.92598,65.92598
534,65.14197,65.14197
535,65.58591,65.58591
536,64.8335,64.8335
537,64.66299,64.66299
538,65.2319,65.2319
539,65.9089,65.9089
540,65.94641,65.94641
541,64.82886,64.82886
542,64.88852,64.88852
543,64.58281,64.58281
544,66.65073,66.65073
545,65.60269,65.60269
546,65.87614,65.87614
547,67.97994,67.97994
548,64.54791,64.54791
549,65.71812,65.71812
550,65.97342,65.97342
551,66.84354,66.84354
552,67.07109,67.07109
553,67.40151,67.40151
554,64.84684,64.84684
555,66.85552,66.85552
556,67.26614,67.26614
557,64.64573,64.64573
558,67.07622,67.07622
559,64.40959,64.40959
560,64.72179,64.72179
561,64.75575,64.75575
562,65.19408,65.19408
563,67.69664,67.69664
564,68.15549,68.15549
565,68.95069,68.95069
566,68.58808,68.58808
567,69.13829,69.13829
568,67.45182,67.45182
569,70.53843,70.53843
570,71.05849,71.05849
571,68.58684,68.58684
572,67.84372,67.84372
573,69.4676,69.4676
574,67.7009,67.7009
575,68.52773,68.52773
576,68.8403,68.8403
577,67.65567,67.65567
578,67.50324,67.50324
579,70.42796,70.42796
580,65.88354,65.88354
581,65.03529,65.03529
582,64.66296,64.66296
583,69.91411,69.91411
584,69.06594,69.06594
585,70.55519,70.55519
586,70.734,70.734
587,70.20056,70.20056
588,70.54121,70.54121
589,69.28827,69.28827
590,69.46918,69.46918
591,69.92728,69.92728
592,69.83992,69.83992
593,68.18507,68.18507
594,64.73543,64.73543
595,66.90884,66.90884
596,65.0507,65.0507
597,64.49254,64.49254
598,65.28682,65.28682
599,64.36442,64.36442
600,64.85374,64.85374
601,66.2731,66.2731
602,65.93588,65.93588
603,64.67914,64.67914
604,67.27709,67.27709
605,67.82045,67.82045
606,67.72554,67.72554
607,66.20124,66.20124
608,67.26312,67.26312
609,64.25711,64.25711
610,64.17633,64.17633
611,65.36003,65.36003
612,64.65501,64.65501
613,65.81215,65.81215
614,65.74031,65.74031
615,67.20866,67.20866
616,66.49106,66.49106
617,65.12782,65.12782
618,67.89436,67.89436
619,65.70117,65.70117
620,65.89616,65.89616
621,67.08505,67.08505
622,66.34003,66.34003
623,66.34644,66.34644
624,64.55649,64.55649
625,66.73727,66.73727
626,67.27768,67.27768
627,65.0257,65.0257
628,66.087,66.087
629,65.88552,65.88552
630,64.90223,64.90223
631,69.1782,69.1782
632,69.42669,69.42669
633,68.70383,68.70383
634,67.96893,67.96893
635,69.97932,69.97932
636,67.5967,67.5967
637,70.6366,70.6366
638,67.60172,67.60172
639,67.10357,67.10357
640,68.01372,68.01372
641,70.18659,70.18659
642,69.37928,69.37928
643,67.96309,67.96309
644,69.91561,69.91561
645,70.39506,70.39506
646,69.17629,69.17629
647,69.42621,69.42621
648,64.29389,64.29389
649,64.80363,64.80363
650,67.75639,67.75639
651,67.30382,67.30382
652,65.74232,65.74232
653,65.47379,65.47379
654,67.41692,73.22931
655,65.58725,71.39964
656,66.20263,72.01503
657,67.59244,73.40483
658,66.46154,72.27393
659,67.35618,73.16857
660,64.58132,70.39371
661,65.43367,71.24606
662,67.34831,73.1607
663,64.36571,70.17811
664,66.89018,72.70257
665,65.08855,70.90095
666,67.38798,73.20038
667,65.62977,71.44216
668,67.75359,73.56598
669,64.97045,70.78285
670,64.4522,70.26459
671,66.72903,72.54143
672,69.7521,75.5645
673,67.65433,73.46673
674,69.75608,75.56847
675,71.14466,76.95706
676,66.58172,72.39412
677,69.76134,75.57373
678,69.08317,69.08317
679,68.56199,68.56199
680,71.31871,71.31871
681,69.18727,69.18727
682,66.70199,66.70199
683,65.41498,65.41498
684,63.07876,63.07876
685,69.4676,69.4676
686,65.25218,65.25218
687,65.44553,65.44553
688,64.89723,64.89723
689,64.65939,64.65939
690,67.46763,67.46763
691,62.35668,62.35668
692,66.68519,66.68519
693,66.22349,66.22349
694,69.70109,69.70109
695,67.75805,67.75805
696,65.37245,65.37245
697,65.78842,65.78842
698,69.60528,69.60528
699,63.43725,63.43725
700,65.68374,65.68374
701,66.38291,66.38291
702,66.95168,66.95168
703,63.88989,63.88989
704,66.53387,66.53387
705,62.71702,62.71702
706,66.52456,66.52456
707,63.92132,63.92132
708,68.67472,68.67472
709,65.43477,65.43477
710,73.00441,73.00441
711,70.97106,70.97106
712,67.9283,67.9283
713,72.39751,72.39751
714,69.99989,69.99989
715,72.2692,72.2692
716,65.16527,65.16527
717,68.57847,68.57847
718,65.76469,65.76469
719,62.21868,62.21868
720,67.44453,67.44453
721,67.17666,67.17666
722,69.06698,69.06698
723,69.59912,69.59912
724,66.65791,66.65791
725,69.8001,69.8001
726,68.35548,68.35548
727,62.38245,62.38245
728,68.06656,68.06656
729,68.47159,68.47159
730,62.60362,62.60362
731,65.65061,65.65061
732,62.06401,62.06401
733,62.66387,62.66387
734,67.68866,67.68866
735,69.98109,69.98109
736,66.30571,66.30571
737,67.28626,67.28626
738,68.80023,68.80023
739,67.83744,67.83744
740,69.98991,69.98991
741,65.86334,65.86334
742,63.4744,63.4744
743,65.01609,65.01609
744,63.89265,63.89265
745,64.69178,64.69178
746,62.96649,62.96649
747,67.73028,67.73028
748,63.76597,63.76597
749,71.98075,71.98075
750,65.70879,65.70879
751,67.62416,67.62416
752,69.42241,69.42241
753,70.45678,70.45678
754,67.70132,67.70132
755,71.61404,71.61404
756,70.06668,70.06668
757,64.86326,64.86326
758,65.33692,65.33692
759,65.96812,65.96812
760,65.48742,65.48742
761,66.2488,66.2488
762,68.11405,68.11405
763,66.67351,66.67351
764,68.49182,68.49182
765,70.15752,70.15752
766,68.23056,68.23056
767,66.50956,66.50956
768,68.89496,68.89496
769,66.20941,66.20941
770,64.58828,64.58828
771,62.88062,62.88062
772,66.96902,66.96902
773,63.40858,63.40858
774,66.6185,66.6185
775,62.10479,62.10479
776,63.15987,63.15987
777,68.07557,68.07557
778,63.90646,63.90646
779,64.4517,64.4517
780,67.97224,67.97224
781,64.11411,64.11411
782,65.43967,65.43967
783,64.00954,64.00954
784,67.40104,67.40104
785,67.52947,67.52947
786,64.92609,64.92609
787,67.09237,67.09237
788,64.27694,64.27694
789,66.87837,66.87837
790,66.07024,66.07024
791,66.21132,66.21132
792,65.32198,65.32198
793,66.16452,66.16452
794,65.18092,65.18092
795,65.38952,65.38952
796,65.49796,65.49796
797,66.20029,66.20029
798,64.32004,64.32004
799,64.85021,64.85021
800,67.22602,67.22602
801,65.65079,65.65079
802,67.11167,67.11167
803,65.66311,65.66311
804,64.33239,64.33239
805,65.52776,65.52776
806,67.3783,67.3783
807,66.44695,66.44695
808,65.53601,65.53601
809,66.55638,66.55638
810,67.20792,67.20792
811,65.59227,65.59227
812,65.5736,65.5736
813,64.53713,64.53713
814,64.14357,64.14357
815,66.02515,66.02515
816,71.67418,71.67418
817,70.08198,70.08198
818,68.03758,68.03758
819,71.50214,71.50214
820,70.71074,70.71074
821,68.11071,68.11071
822,68.75178,68.75178
823,67.51284,67.51284
824,64.18712,64.18712
825,69.85304,69.85304
826,68.67977,68.67977
827,64.31015,64.31015
828,69.11611,69.11611
829,68.00845,68.00845
830,64.96628,64.96628
831,63.20974,63.20974
832,64.93591,64.93591
833,64.74243,64.74243
834,68.23437,68.23437
835,62.78435,62.78435
836,68.23756,68.23756
837,65.80364,65.80364
838,68.39766,68.39766
839,62.57525,62.57525
840,62.04771,62.04771
841,67.36181,67.36181
842,65.00928,65.00928
843,67.70103,67.70103
844,67.7087,67.7087
845,67.50748,67.50748
846,62.42084,62.42084
847,64.70363,64.70363
848,69.77574,69.77574
849,65.01089,65.01089
850,70.96286,70.96286
851,69.66018,69.66018
852,69.11862,69.11862
853,69.21383,69.21383
854,66.25335,66.25335
855,70.42524,70.42524
856,69.60657,69.60657
857,68.41667,68.41667
858,74.22855,74.22855
859,73.89293,73.89293
860,71.62939,71.62939
861,72.0213,72.0213
862,72.66144,72.66144
863,72.49143,72.49143
864,69.95627,69.95627
865,72.55174,77.32088
866,75.27671,80.04585
867,69.67672,74.44586
868,68.47726,73.2464
869,67.7764,72.54555
870,71.9405,76.70965
871,72.70346,77.47261
872,72.47134,77.24048
873,66.44026,71.2094
874,65.22155,69.99069
875,64.1977,68.96684
876,67.48515,72.25429
877,68.85867,73.62782
878,62.12559,66.89473
879,69.04126,73.81041
880,69.28913,74.05828
881,64.28462,69.05376
882,66.78432,71.55346
883,66.91193,71.68108
884,67.94293,72.71208
885,70.94892,75.71806
886,72.96155,77.7307
887,69.6383,74.40745
888,68.82558,73.59472
889,67.60101,72.37015
890,65.75219,70.52134
891,66.68859,71.45774
892,70.6817,75.45085
893,69.51504,69.51504
894,69.7171,69.7171
895,74.18841,74.18841
896,69.7965,69.7965
897,68.17438,68.17438
898,72.79912,72.79912
899,69.52836,69.52836
900,72.83706,72.83706
901,72.26075,72.26075
902,69.62791,69.62791
903,70.52432,70.52432
904,71.61137,71.61137
905,69.29326,69.29326
906,66.41736,66.41736
907,65.58539,65.58539
908,63.73496,63.73496
909,64.41402,64.41402
910,64.98688,64.98688
911,67.52499,67.52499
912,68.51189,68.51189
913,67.83519,67.83519
914,70.44766,70.44766
915,67.24729,67.24729
916,67.58924,67.58924
917,67.4118,67.4118
918,68.01473,68.01473
919,67.76412,67.76412
920,70.57986,70.57986
921,70.1366,70.1366
922,67.2701,67.2701
923,66.33366,66.33366
924,65.47975,65.47975
925,67.34154,67.34154
926,65.92623,65.92623
927,66.30752,66.30752
928,67.65445,67.65445
929,66.30321,66.30321
930,67.68356,67.68356
931,66.19043,66.19043
932,64.9853,64.9853
933,64.77102,64.77102
934,66.5636,66.5636
935,65.24727,65.24727
936,67.62374,67.62374
937,67.9913,67.9913
938,65.97182,65.97182
939,65.27983,65.27983
940,67.87065,67.87065
941,65.60239,65.60239
942,65.45994,65.45994
943,65.52889,65.52889
944,64.83979,64.83979
945,65.46091,65.46091
946,64.85979,64.85979
947,66.89935,66.89935
948,64.7109,64.7109
949,65.10851,65.10851
950,64.1525,64.1525
951,66.23765,66.23765
952,65.88726,65.88726
953,66.92472,66.92472
954,65.16565,65.16565
955,67.58132,67.58132
956,64.95865,64.95865
957,65.51046,65.51046
958,66.35822,66.35822
959,67.34565,67.34565
960,67.90918,67.90918
961,66.81133,66.81133
962,67.7761,67.7761
963,67.27174,67.27174
964,66.93149,66.93149
965,64.63345,64.63345
966,67.86096,67.86096
967,64.02195,64.02195
968,66.31168,66.31168
969,67.43238,67.43238
970,66.8116,66.8116
971,67.12343,67.12343
972,66.7853,66.7853
973,64.73974,64.73974
974,66.97208,66.97208
975,66.48842,66.48842
976,65.96332,65.96332
977,66.7852,66.7852
978,64.20857,64.20857
979,65.34474,65.34474
980,67.92114,67.92114
981,64.1128,64.1128
982,66.35784,66.35784
983,64.46706,64.46706
984,67.37699,67.37699
985,64.50797,64.50797
986,64.21061,64.21061
987,67.55969,67.55969
988,64.30446,64.30446
989,69.51901,69.51901
990,67.37673,67.37673
991,68.78075,68.78075
992,67.11537,67.11537
993,69.68396,69.68396
994,70.68912,70.68912
995,69.46068,69.46068
996,69.00981,69.00981
997,68.5785,68.5785
998,70.33148,70.33148
999,69.97478,69.97478
1000,66.20951,66.20951
