Data Sets simulated by the Matlab function dataSetsGenerator,,
Time (s),NoLatchCurrent (mA),LatchCurrent (mA)
304,72.40867,72.40867
305,67.041466,67.041466
306,68.561663,68.561663
307,66.019352,66.019352
308,72.008032,72.008032
309,71.135543,71.135543
310,65.129059,65.129059
311,66.03895,66.03895
312,65.21727,65.21727
313,67.184703,67.184703
314,66.469485,66.469485
315,71.986206,71.986206
316,71.404451,71.404451
317,72.950357,72.950357
318,71.760623,71.760623
319,72.495035,72.495035
320,63.593745,63.593745
321,62.231002,62.231002
322,65.205454,65.205454
323,61.988186,61.988186
324,64.20377,64.20377
325,68.354024,68.354024
326,64.215055,64.215055
327,66.390173,66.390173
328,64.084997,64.084997
329,61.821658,61.821658
330,68.728715,68.728715
331,68.241203,68.241203
332,62.909771,62.909771
333,64.414974,64.414974
334,63.849691,63.849691
335,68.88797,68.88797
336,62.427034,62.427034
337,70.316129,70.316129
338,70.054717,70.054717
339,66.565849,66.565849
340,62.31961,62.31961
341,62.455406,62.455406
342,64.086859,64.086859
343,62.348793,62.348793
344,69.595114,69.595114
345,62.675697,62.675697
346,64.372418,64.372418
347,62.82775,62.82775
348,65.471749,65.471749
349,73.385581,73.385581
350,70.765641,70.765641
351,72.562221,72.562221
352,64.116982,64.116982
353,70.789528,70.789528
354,66.568936,66.568936
355,69.847717,69.847717
356,70.30057,70.30057
357,74.392436,74.392436
358,70.021622,70.021622
359,72.458803,72.458803
360,71.163496,71.163496
361,72.192388,72.192388
362,68.860968,68.860968
363,63.10725,63.10725
364,64.58602,64.58602
365,66.244175,66.244175
366,72.411146,72.411146
367,63.486755,63.486755
368,67.275557,67.275557
369,72.958602,72.958602
370,68.419057,68.419057
371,65.949933,65.949933
372,70.967195,70.967195
373,68.35849,68.35849
374,64.794202,64.794202
375,62.900453,62.900453
376,70.69308,70.69308
377,65.01866,65.01866
378,62.5665,62.5665
379,66.177495,66.177495
380,66.949059,66.949059
381,68.517672,68.517672
382,68.839431,68.839431
383,63.127405,63.127405
384,67.373209,67.373209
385,66.689659,66.689659
386,67.937038,67.937038
387,64.777119,64.777119
388,64.033059,64.033059
389,68.368819,68.368819
390,70.940084,70.940084
391,61.558016,61.558016
392,69.882789,69.882789
393,61.974997,61.974997
394,61.509568,61.509568
395,64.519889,64.519889
396,63.450179,63.450179
397,61.263685,61.263685
398,67.666115,67.666115
399,62.090516,62.090516
400,64.828633,64.828633
401,67.99298,67.99298
402,64.440544,64.440544
403,65.612197,65.612197
404,64.824195,64.824195
405,66.678286,66.678286
406,64.491306,64.491306
407,66.392687,66.392687
408,64.872974,64.872974
409,66.420455,66.420455
410,66.556238,66.556238
411,66.3652,66.3652
412,67.156481,67.156481
413,67.232844,67.232844
414,67.806729,67.806729
415,67.984026,67.984026
416,68.732933,68.732933
417,66.580625,66.580625
418,69.579517,69.579517
419,71.290767,71.290767
420,71.602678,71.602678
421,70.642435,70.642435
422,70.977987,70.977987
423,71.701646,71.701646
424,69.874326,69.874326
425,69.654665,69.654665
426,69.471902,69.471902
427,68.376539,68.376539
428,70.133964,70.133964
429,71.172566,71.172566
430,70.380103,70.380103
431,70.80534,70.80534
432,70.578528,70.578528
433,68.264771,68.264771
434,70.093678,70.093678
435,70.247955,70.247955
436,69.932546,69.932546
437,68.390035,68.390035
438,65.099436,65.099436
439,64.798953,64.798953
440,67.266229,67.266229
441,66.060708,66.060708
442,66.8012,66.8012
443,64.306072,64.306072
444,67.783975,67.783975
445,65.119934,65.119934
446,64.085517,64.085517
447,64.132766,64.132766
448,66.299042,66.299042
449,64.455598,64.455598
450,67.132578,67.132578
451,67.60062,67.60062
452,67.059104,67.059104
453,67.999387,67.999387
454,67.746394,67.746394
455,65.823009,65.823009
456,65.910386,65.910386
457,65.857935,65.857935
458,66.493986,66.493986
459,64.326084,64.326084
460,65.719266,65.719266
461,65.11861,65.11861
462,66.95186,66.95186
463,67.642716,67.642716
464,65.540581,65.540581
465,64.292495,64.292495
466,68.780452,68.780452
467,66.819755,66.819755
468,70.715227,70.715227
469,67.332591,67.332591
470,66.774622,66.774622
471,69.743007,69.743007
472,66.990272,66.990272
473,68.527385,68.527385
474,69.858955,69.858955
475,69.454083,69.454083
476,67.765573,67.765573
477,66.847728,66.847728
478,68.829712,68.829712
479,68.298449,68.298449
480,67.893681,67.893681
481,67.939577,67.939577
482,64.155567,64.155567
483,65.869709,65.869709
484,66.538172,66.538172
485,67.69329,67.69329
486,64.25555,64.25555
487,64.531901,64.531901
488,65.212678,65.212678
489,64.161866,64.161866
490,67.483404,67.483404
491,65.102716,65.102716
492,64.565919,64.565919
493,64.707402,64.707402
494,65.907864,65.907864
495,66.288249,66.288249
496,67.93988,67.93988
497,64.610547,64.610547
498,64.907629,64.907629
499,65.781012,65.781012
500,64.597785,64.597785
501,67.868044,67.868044
502,66.061735,66.061735
503,67.82766,67.82766
504,67.135226,67.135226
505,66.324074,66.324074
506,65.901089,65.901089
507,65.098832,65.098832
508,65.859234,65.859234
509,64.866896,64.866896
510,64.772931,64.772931
511,65.328192,65.328192
512,66.056986,66.056986
513,66.628834,66.628834
514,66.513314,66.513314
515,64.64006,64.64006
516,65.666731,65.666731
517,65.862338,65.862338
518,64.449323,64.449323
519,67.246928,67.246928
520,66.160478,66.160478
521,64.705856,64.705856
522,64.420096,64.420096
523,65.472804,65.472804
524,66.814446,66.814446
525,64.126945,64.126945
526,65.726836,65.726836
527,67.222434,67.222434
528,65.668216,65.668216
529,64.961557,64.961557
530,67.547931,67.547931
531,64.940314,64.940314
532,65.214743,65.214743
533,64.655012,64.655012
534,66.017307,66.017307
535,66.983668,66.983668
536,66.385608,66.385608
537,66.817917,66.817917
538,66.927971,66.927971
539,67.075338,67.075338
540,67.472771,67.472771
541,67.148377,67.148377
542,67.623912,67.623912
543,66.449824,66.449824
544,66.144371,66.144371
545,65.388373,65.388373
546,67.081649,67.081649
547,67.323894,67.323894
548,66.888178,66.888178
549,68.574735,68.574735
550,70.749464,70.749464
551,71.991262,71.991262
552,70.048299,70.048299
553,70.759392,70.759392
554,73.560976,73.560976
555,72.461528,72.461528
556,71.534417,71.534417
557,71.599073,71.599073
558,71.503213,71.503213
559,71.590106,71.590106
560,70.394571,70.394571
561,67.575015,67.575015
562,68.366943,68.366943
563,70.597164,70.597164
564,69.601344,69.601344
565,70.715316,70.715316
566,67.374762,67.374762
567,65.231825,65.231825
568,64.010283,64.010283
569,64.093553,64.093553
570,64.677705,64.677705
571,65.40006,65.40006
572,68.093448,68.093448
573,69.874142,69.874142
574,67.039882,67.039882
575,68.289317,68.289317
576,70.046049,70.046049
577,70.645716,70.645716
578,73.297966,73.297966
579,73.347694,73.347694
580,72.700912,72.700912
581,68.284428,68.284428
582,67.963609,67.963609
583,68.180012,68.180012
584,67.917083,67.917083
585,67.091226,67.091226
586,69.320456,69.320456
587,66.571436,66.571436
588,66.777686,66.777686
589,66.490915,66.490915
590,66.044796,66.044796
591,65.654136,65.654136
592,68.175797,68.175797
593,67.393623,67.393623
594,68.688335,68.688335
595,69.510618,69.510618
596,69.905202,69.905202
597,69.205312,69.205312
598,65.806794,65.806794
599,64.186459,64.186459
600,65.796483,65.796483
601,65.049319,65.049319
602,67.623673,67.623673
603,65.692682,65.692682
604,64.72008,64.72008
605,64.345556,64.345556
606,65.291763,65.291763
607,66.499981,66.499981
608,67.215159,67.215159
609,66.764626,66.764626
610,67.917656,67.917656
611,65.231251,65.231251
612,64.112924,64.112924
613,66.283762,66.283762
614,64.589886,64.589886
615,64.697476,64.697476
616,65.432341,65.432341
617,67.918007,67.918007
618,64.433002,64.433002
619,64.917063,64.917063
620,64.069634,64.069634
621,67.941486,67.941486
622,64.601218,64.601218
623,66.460248,66.460248
624,64.124985,64.124985
625,64.372564,64.372564
626,65.229613,65.229613
627,67.648317,67.648317
628,64.425615,64.425615
629,67.446936,67.446936
630,65.169514,65.169514
631,67.413708,67.413708
632,66.157507,66.157507
633,66.234897,66.234897
634,67.32924,67.32924
635,66.723991,66.723991
636,65.97844,65.97844
637,64.027808,64.027808
638,65.030922,65.030922
639,64.486969,64.486969
640,67.921914,67.921914
641,67.904711,67.904711
642,66.72996,66.72996
643,67.322144,67.322144
644,65.329934,65.329934
645,66.559385,66.559385
646,65.919559,65.919559
647,64.370333,64.370333
648,65.666109,65.666109
649,65.094055,65.094055
650,64.329835,64.329835
651,64.505998,64.505998
652,66.321713,66.321713
653,65.594655,65.594655
654,67.527637,67.527637
655,67.637129,67.637129
656,66.130691,66.130691
657,66.757233,66.757233
658,65.955179,65.955179
659,67.283647,67.283647
660,66.437713,66.437713
661,64.610765,64.610765
662,65.118425,65.118425
663,65.397821,65.397821
664,67.702573,67.702573
665,67.474148,67.474148
666,67.891194,67.891194
667,66.730557,66.730557
668,67.981695,67.981695
669,70.287571,70.287571
670,67.939738,67.939738
671,69.754935,69.754935
672,70.468788,70.468788
673,68.970304,68.970304
674,69.166576,69.166576
675,68.502417,68.502417
676,69.678721,69.678721
677,64.196319,64.196319
678,65.427533,65.427533
679,67.932796,67.932796
680,66.933054,66.933054
681,66.103813,66.103813
682,65.69813,65.69813
683,64.910326,64.910326
684,65.172314,65.172314
685,65.09766,65.09766
686,67.78209,67.78209
687,65.348998,65.348998
688,67.303123,67.303123
689,66.681159,66.681159
690,64.329,64.329
691,64.773078,64.773078
692,65.748382,65.748382
693,65.800656,65.800656
694,67.388612,67.388612
695,65.015163,65.015163
696,65.597762,65.597762
697,64.326466,64.326466
698,66.00548,66.00548
699,65.07484,65.07484
700,66.120179,66.120179
701,65.902667,65.902667
702,64.713858,64.713858
703,67.9218,67.9218
704,65.738161,65.738161
705,64.450682,64.450682
706,65.409469,65.409469
707,67.177251,67.177251
708,67.683611,67.683611
709,66.086793,66.086793
710,65.269536,65.269536
711,66.43969,66.43969
712,65.421564,65.421564
713,64.368482,64.368482
714,64.744057,64.744057
715,68.142816,68.142816
716,70.850822,70.850822
717,71.490095,71.490095
718,70.722393,70.722393
719,70.628249,70.628249
720,68.912395,68.912395
721,70.347851,70.347851
722,68.04514,68.04514
723,69.803062,69.803062
724,70.79924,70.79924
725,73.486678,73.486678
726,73.791934,73.791934
727,69.554064,69.554064
728,69.877741,69.877741
729,67.648411,67.648411
730,70.46211,70.46211
731,68.95287,68.95287
732,67.843786,67.843786
733,70.474025,70.474025
734,68.428356,68.428356
735,69.493235,69.493235
736,69.967326,69.967326
737,68.697784,68.697784
738,67.356684,67.356684
739,70.617746,70.617746
740,67.389127,67.389127
741,65.326643,65.326643
742,67.859409,67.859409
743,64.799956,64.799956
744,67.946529,67.946529
745,66.70086,66.70086
746,67.948527,67.948527
747,70.149986,70.149986
748,71.769071,71.769071
749,72.817356,72.817356
750,69.970977,69.970977
751,69.222536,69.222536
752,70.894026,70.894026
753,71.169044,71.169044
754,68.805692,68.805692
755,68.710137,68.710137
756,69.593551,69.593551
757,70.779119,70.779119
758,70.598231,70.598231
759,68.367862,68.367862
760,68.17063,68.17063
761,65.423963,65.423963
762,69.183709,69.183709
763,68.571292,68.571292
764,68.217293,68.217293
765,67.525906,67.525906
766,68.517492,68.517492
767,69.805663,69.805663
768,69.274373,69.274373
769,71.735727,71.735727
770,72.269385,72.269385
771,71.305033,71.305033
772,71.56541,71.56541
773,70.658392,70.658392
774,70.806743,70.806743
775,71.756569,71.756569
776,67.287605,67.287605
777,69.42452,69.42452
778,68.406511,68.406511
779,67.6401,67.6401
780,68.469509,68.469509
781,70.785582,70.785582
782,70.328117,70.328117
783,69.167564,69.167564
784,65.048894,65.048894
785,70.600453,70.600453
786,68.83772,68.83772
787,66.894618,66.894618
788,66.607649,66.607649
789,68.733205,68.733205
790,69.187307,69.187307
791,69.897103,69.897103
792,69.49898,69.49898
793,70.02697,70.02697
794,66.613598,66.613598
795,67.416508,67.416508
796,65.400715,65.400715
797,67.940856,67.940856
798,71.589832,71.589832
799,71.788267,71.788267
800,69.087368,69.087368
801,69.740365,69.740365
802,71.647254,71.647254
803,67.969512,67.969512
804,69.231327,69.231327
805,68.949028,68.949028
806,68.132432,68.132432
807,69.654484,69.654484
808,68.997236,68.997236
809,68.125879,68.125879
810,70.986846,70.986846
811,71.358549,71.358549
812,70.220312,70.220312
813,71.071276,71.071276
814,68.759044,68.759044
815,69.212671,69.212671
816,68.240909,68.240909
817,71.548405,71.548405
818,66.971371,66.971371
819,65.89025,65.89025
820,64.670992,64.670992
821,67.41287,67.41287
822,64.946919,64.946919
823,64.427288,64.427288
824,64.543274,64.543274
825,66.179891,66.179891
826,65.329827,65.329827
827,66.245227,66.245227
828,64.954346,64.954346
829,67.934761,67.934761
830,66.139446,66.139446
831,64.439043,64.439043
832,64.607482,64.607482
833,65.068283,65.068283
834,66.842374,66.842374
835,66.543257,66.543257
836,67.324146,67.324146
837,65.800139,65.800139
838,65.555797,65.555797
839,66.400303,66.400303
840,67.924538,67.924538
841,66.618913,66.618913
842,66.923793,66.923793
843,66.289537,66.289537
844,64.885624,64.885624
845,66.321449,66.321449
846,66.833249,66.833249
847,66.883497,66.883497
848,67.100072,67.100072
849,65.087503,65.087503
850,64.672836,64.672836
851,64.187085,64.187085
852,66.640034,66.640034
853,65.130109,65.130109
854,64.09673,64.09673
855,67.119197,67.119197
856,65.423206,65.423206
857,64.848059,64.848059
858,65.520357,65.520357
859,67.219909,67.219909
860,65.108255,65.108255
861,66.334699,66.334699
862,65.847349,65.847349
863,67.831009,67.831009
864,65.438692,65.438692
865,65.543255,65.543255
866,66.736301,66.736301
867,67.556957,67.556957
868,64.297225,64.297225
869,67.630271,67.630271
870,65.565407,65.565407
871,67.930813,67.930813
872,64.23715,64.23715
873,66.574518,66.574518
874,64.560703,64.560703
875,64.175496,64.175496
876,67.027607,67.027607
877,64.003191,64.003191
878,67.239256,67.239256
879,64.69263,64.69263
880,70.262611,70.262611
881,69.525737,69.525737
882,67.09938,67.09938
883,73.882656,73.882656
884,72.795121,72.795121
885,74.095968,74.095968
886,72.699896,72.699896
887,72.696151,72.696151
888,68.120019,68.120019
889,71.380436,71.380436
890,71.862242,71.862242
891,75.094368,75.094368
892,72.814903,72.814903
893,70.895643,70.895643
894,68.97486,68.97486
895,70.622504,70.622504
896,67.618955,67.618955
897,69.386504,69.386504
898,67.082981,67.082981
899,69.589583,69.589583
900,67.86814,67.86814
901,67.198494,67.198494
902,70.097458,70.097458
903,68.641791,68.641791
904,66.929956,66.929956
905,72.427793,72.427793
906,70.580598,70.580598
907,69.311612,69.311612
908,67.924184,67.924184
909,69.840379,69.840379
910,70.439643,70.439643
911,70.422579,70.422579
912,68.109097,68.109097
913,66.165024,66.165024
914,67.52834,67.52834
915,65.62515,65.62515
916,67.136538,67.136538
917,65.073757,65.073757
918,64.773686,64.773686
919,64.71068,64.71068
920,67.183914,67.183914
921,71.593786,71.593786
922,70.626477,70.626477
923,67.813398,67.813398
924,68.445431,68.445431
925,68.896899,68.896899
926,68.303661,68.303661
927,65.470517,65.470517
928,66.110431,66.110431
929,64.593267,64.593267
930,64.878204,64.878204
931,65.453013,65.453013
932,67.806243,67.806243
933,66.416574,66.416574
934,67.593317,67.593317
935,67.951198,67.951198
936,68.551047,68.551047
937,68.583392,68.583392
938,71.690696,71.690696
939,69.618135,69.618135
940,69.7793,69.7793
941,70.470266,70.470266
942,68.668016,68.668016
943,69.528916,69.528916
944,71.510138,71.510138
945,71.322012,71.322012
946,69.390596,69.390596
947,69.796044,69.796044
948,66.102799,66.102799
949,65.245268,65.245268
950,65.045528,65.045528
951,67.907378,67.907378
952,67.175635,67.175635
953,64.502038,64.502038
954,64.299439,64.299439
955,64.818114,64.818114
956,66.301271,66.301271
957,65.280431,65.280431
958,67.374597,67.374597
959,67.111576,67.111576
960,67.907657,67.907657
961,66.653074,66.653074
962,64.376669,64.376669
963,67.197816,67.197816
964,64.464953,64.464953
965,66.43485,66.43485
966,64.082702,64.082702
967,64.498292,64.498292
968,64.447421,64.447421
969,67.643353,67.643353
970,66.092453,66.092453
971,67.290428,67.290428
972,65.746011,65.746011
973,67.255043,67.255043
974,65.570382,65.570382
975,67.125467,67.125467
976,64.7035,64.7035
977,66.670886,66.670886
978,67.402067,67.402067
979,65.225511,65.225511
980,66.725738,66.725738
981,66.424076,66.424076
982,64.499614,64.499614
983,67.70035,67.70035
984,65.648377,65.648377
985,64.2114,64.2114
986,66.146884,66.146884
987,66.442353,66.442353
988,65.607477,65.607477
989,67.072694,67.072694
990,64.789433,64.789433
991,64.273079,64.273079
992,66.322535,66.322535
993,66.196897,66.196897
994,67.705183,67.705183
995,67.77879,67.77879
996,67.140867,67.140867
997,67.214525,67.214525
998,64.275296,64.275296
999,66.342156,66.342156
1000,67.453997,67.453997
1001,64.429059,64.429059
1002,64.744125,64.744125
1003,64.948577,64.948577
1004,64.300965,64.300965
1005,66.662603,66.662603
1006,67.954418,67.954418
1007,65.396612,65.396612
1008,66.273667,66.273667
1009,67.881947,67.881947
1010,66.826514,66.826514
1011,66.620219,66.620219
1012,67.365828,67.365828
1013,67.536777,67.536777
1014,66.387309,66.387309
1015,67.593915,67.593915
1016,65.696089,65.696089
1017,64.289319,64.289319
1018,64.572898,64.572898
1019,66.293648,66.293648
1020,65.687855,65.687855
1021,66.68764,66.68764
1022,65.7384,65.7384
1023,64.06455,64.06455
1024,64.385375,64.385375
1025,65.67953,65.67953
1026,67.306595,67.306595
1027,67.148703,67.148703
1028,64.767394,64.767394
1029,67.894245,67.894245
1030,67.353516,67.353516
1031,67.635054,67.635054
1032,65.248798,65.248798
1033,65.064225,65.064225
1034,67.291798,67.291798
1035,64.424787,64.424787
1036,66.370745,66.370745
1037,67.400971,67.400971
1038,66.532782,66.532782
1039,66.371003,66.371003
1040,66.282451,66.282451
1041,64.92211,64.92211
1042,65.815842,65.815842
1043,66.608285,66.608285
1044,65.725711,65.725711
1045,64.25651,64.25651
1046,64.634846,64.634846
1047,64.022244,64.022244
1048,66.868414,66.868414
1049,67.093415,67.093415
1050,64.951903,64.951903
1051,68.40937,68.40937
1052,69.952911,69.952911
1053,68.972445,68.972445
1054,67.82229,67.82229
1055,68.779722,68.779722
1056,67.992929,67.992929
1057,69.640287,69.640287
1058,66.656554,66.656554
1059,65.614061,65.614061
1060,65.890017,65.890017
1061,67.340559,67.340559
1062,66.579374,66.579374
1063,64.957138,64.957138
1064,66.384977,66.384977
1065,65.072408,65.072408
1066,65.340538,65.340538
1067,65.448937,65.448937
1068,67.201275,67.201275
1069,64.653507,64.653507
1070,67.000493,67.000493
1071,66.797925,66.797925
1072,67.877421,67.877421
1073,66.715512,66.715512
1074,64.3672,64.3672
1075,65.126779,65.126779
1076,64.10744,64.10744
1077,65.62366,65.62366
1078,67.798087,67.798087
1079,64.8752,64.8752
1080,67.969531,67.969531
1081,67.408582,67.408582
1082,66.787956,66.787956
1083,64.04816,64.04816
1084,64.570591,64.570591
1085,66.929758,66.929758
1086,67.839262,67.839262
1087,67.255539,67.255539
1088,67.939069,67.939069
1089,66.099504,66.099504
1090,64.332638,64.332638
1091,67.263282,67.263282
1092,64.660207,64.660207
1093,65.743699,65.743699
1094,67.331623,67.331623
1095,64.496015,64.496015
1096,66.635258,66.635258
1097,64.045348,64.045348
1098,65.414615,65.414615
1099,64.008319,64.008319
1100,65.926829,65.926829
1101,65.128173,65.128173
1102,65.998143,65.998143
1103,66.095628,66.095628
1104,66.208871,66.208871
1105,67.955709,67.955709
1106,66.656429,66.656429
1107,66.566324,66.566324
1108,65.491287,65.491287
1109,66.464484,66.464484
1110,66.281913,66.281913
1111,67.651497,67.651497
1112,64.234616,64.234616
1113,66.40552,66.40552
1114,65.282101,65.282101
1115,64.877805,64.877805
1116,66.007468,66.007468
1117,65.893347,65.893347
1118,66.099458,66.099458
1119,65.487282,65.487282
1120,65.712717,65.712717
1121,67.811186,67.811186
1122,66.376691,66.376691
1123,67.92727,67.92727
1124,64.126162,64.126162
1125,67.116317,67.116317
1126,67.604934,67.604934
1127,67.69101,67.69101
1128,70.2519,70.2519
1129,68.949118,68.949118
1130,68.460671,68.460671
1131,66.700018,66.700018
1132,66.791885,66.791885
1133,68.168556,68.168556
1134,69.139911,69.139911
1135,68.388431,68.388431
1136,68.452066,68.452066
1137,69.088515,69.088515
1138,70.091482,70.091482
1139,69.330694,69.330694
1140,64.634418,64.634418
1141,67.863037,67.863037
1142,66.534295,66.534295
1143,65.495694,65.495694
1144,66.642482,66.642482
1145,66.495609,66.495609
