Data Sets simulated by the Matlab function dataSetsGenerator,
450,63.05468
451,65.15793
452,67.54514
453,64.21171
454,66.40986
455,62.93433
456,67.12626
457,66.22073
458,66.33484
459,68.60302
460,68.39696
461,64.90563
462,65.5592
463,67.309
464,67.24282
465,65.50794
466,69.89879
467,72.39947
468,68.07927
469,68.87091
470,69.76909
471,68.74378
472,69.82974
473,68.75976
474,68.50003
475,67.70678
476,64.80954
477,68.4652
478,63.66531
479,65.59093
480,64.6189
481,65.34723
482,69.79018
483,69.65068
484,69.7823
485,68.46831
486,68.40124
487,69.33125
488,72.32114
489,70.94803
490,68.11325
491,71.19495
492,72.72088
493,67.04615
494,67.89155
495,62.06265
496,66.80638
497,64.26288
498,68.1826
499,64.41373
500,64.25418
501,66.5827
502,63.44214
503,67.32713
504,69.3422
505,65.16382
506,63.6478
507,66.63877
508,62.43649
509,66.93517
510,68.73357
511,66.34663
512,67.71941
513,65.08947
514,65.97676
515,65.6028
516,64.78197
517,67.84613
518,67.62174
519,64.25618
520,64.38436
521,65.76884
522,64.15665
523,64.18291
524,68.46693
525,69.71404
526,68.56895
527,67.47727
528,69.72274
529,67.93197
530,66.7195
531,66.68743
532,67.28976
533,69.81767
534,70.12632
535,67.61802
536,69.86317
537,70.5249
538,67.54627
539,67.3162
540,70.04343
541,69.09143
542,69.60891
543,64.56629
544,65.81339
545,67.49284
546,64.92619
547,67.8408
548,64.98689
549,64.56443
550,65.81156
551,67.44588
552,67.87922
553,64.72155
554,66.14998
555,64.80671
556,66.20088
557,64.04944
558,64.83413
559,66.37416
560,65.81022
561,65.78378
562,67.88289
563,66.91116
564,65.99506
565,65.33768
566,67.18315
567,65.34939
568,67.20746
569,66.1378
570,66.71174
571,67.66236
572,66.31114
573,64.72527
574,66.00756
575,65.45467
576,64.46569
577,66.46722
578,67.60891
579,64.77769
580,64.36423
581,67.30713
582,66.19731
583,66.20744
584,64.26358
585,64.60306
586,67.01616
587,66.72315
588,66.14059
589,67.46548
590,67.42288
591,64.45626
592,66.39128
593,65.22245
594,65.11667
595,66.33238
596,66.67487
597,66.20237
598,66.66068
599,64.8923
600,67.75108
601,66.32641
602,64.73914
603,65.21458
604,67.02918
605,65.87855
606,64.36392
607,65.60981
608,65.94233
609,65.62009
610,66.56446
611,64.36201
612,68.39512
613,67.80106
614,68.40361
615,69.42753
616,69.00067
617,67.6226
618,69.77863
619,69.02749
620,70.66786
621,71.47248
622,69.12277
623,75.08846
624,71.24454
625,72.45654
626,74.48376
627,71.48708
628,73.64995
629,68.37957
630,69.76307
631,68.78782
632,68.57046
633,71.23894
634,71.60549
635,70.50945
636,69.3247
637,64.98095
638,66.69969
639,66.51742
640,64.69139
641,64.1835
642,65.41312
643,67.09717
644,67.9407
645,65.99024
646,66.53407
647,66.62809
648,68.25643
649,68.51251
650,68.0342
651,68.94293
652,65.8873
653,67.12235
654,67.55695
655,67.19521
656,67.90435
657,64.56477
658,64.13501
659,67.93043
660,64.19569
661,64.70007
662,64.66547
663,64.45258
664,64.77426
665,67.32394
666,67.23225
667,66.97257
668,64.78326
669,66.05746
670,67.36311
671,67.05125
672,65.50961
673,64.8709
674,65.80418
675,65.8673
676,64.17815
677,67.70098
678,64.83889
679,64.80775
680,67.33063
681,67.83116
682,64.18626
683,67.683
684,64.07847
685,66.81495
686,67.3844
687,64.93133
688,65.84196
689,67.11543
690,67.30875
691,65.41985
692,67.90422
693,67.53511
694,66.35963
695,67.68576
696,64.2743
697,64.71489
698,65.96607
699,64.90917
700,66.29108
701,64.83483
702,66.64083
703,64.52014
704,65.98204
705,67.38607
706,66.70542
707,65.51274
708,66.93705
709,64.65345
710,67.78314
711,67.66308
712,65.03909
713,64.24308
714,66.48464
715,64.21122
716,66.08967
717,64.8359
718,64.90227
719,67.6498
720,64.03717
721,66.45798
722,65.91335
723,65.28817
724,66.02029
725,66.11071
726,65.60119
727,65.68687
728,67.02039
729,67.11332
730,68.38092
731,69.20052
732,69.30044
733,68.87244
734,67.06748
735,68.18941
736,69.5506
737,69.55063
738,68.09925
739,70.65211
740,70.27945
741,67.05599
742,69.85649
743,67.91896
744,65.89239
745,67.66211
746,66.04144
747,64.21167
748,65.42
749,64.98783
750,65.86949
751,67.73741
752,66.5793
753,64.36408
754,65.28433
755,65.08538
756,66.16577
757,67.22285
758,64.62396
759,67.3275
760,65.42936
761,65.70469
762,71.08554
763,70.61519
764,70.76543
765,69.30109
766,68.44303
767,67.604
768,70.59191
769,68.33462
770,66.02282
771,64.16846
772,66.06111
773,67.59342
774,64.05013
775,67.41917
776,64.82254
777,65.04503
778,67.95658
779,67.65228
780,64.193
781,66.49474
782,67.82548
783,67.81196
784,65.67252
785,66.14522
786,64.8581
787,66.03538
788,65.2197
789,64.9206
790,65.83045
791,66.46932
792,65.56209
793,66.21527
794,66.51124
795,64.49556
796,66.22614
797,66.08443
798,64.96263
799,67.19293
800,64.31076
801,64.90684
802,65.93145
803,66.90749
804,64.41356
805,67.94249
806,66.59549
807,70.34358
808,71.78005
809,71.55733
810,71.13806
811,69.90121
812,71.35537
813,73.38902
814,71.88442
815,71.2437
816,71.01953
817,71.57747
818,76.94781
819,71.10491
820,72.24514
821,73.58693
822,70.84196
823,72.06646
824,71.15401
825,69.95514
826,71.26612
827,71.6123
828,69.9702
829,68.91991
830,68.58121
831,66.64863
832,71.69232
833,72.13368
834,74.12023
835,75.73281
836,71.28034
837,71.9288
838,73.17766
839,66.29334
840,70.28878
841,73.2812
842,70.81091
843,70.26781
844,71.81745
845,73.20875
846,65.78289
847,71.56724
848,71.73703
849,65.9243
850,68.94493
851,68.70984
852,63.94203
853,65.43399
854,64.64042
855,64.54729
856,65.31462
857,64.39079
858,62.03593
859,65.19181
860,63.49446
861,68.83834
862,63.142
863,63.31325
864,66.20393
865,62.47315
866,64.565
867,64.07811
868,68.80526
869,63.81747
870,64.16694
871,65.20866
872,69.66401
873,63.61638
874,69.63906
875,64.99732
876,63.29457
877,67.85428
878,64.14789
879,64.62322
880,67.28997
881,68.97709
882,65.84111
883,64.23981
884,67.34077
885,67.16691
886,63.13615
887,63.20992
888,66.93855
889,62.14469
890,68.30314
891,66.92431
892,65.03874
893,67.6039
894,67.68292
895,66.16435
896,63.62692
897,64.25608
898,62.21737
899,69.41656
900,64.52384
901,68.3914
902,64.71444
903,65.54827
904,65.88616
905,66.4675
906,67.50467
907,67.13158
908,69.79848
909,67.03572
910,69.20486
911,69.63824
912,68.74424
913,68.00149
914,66.84377
915,64.22592
916,63.07886
917,63.84388
918,67.19118
919,63.7211
920,68.53487
921,65.93624
922,69.18483
923,63.58069
924,63.20867
925,64.52814
926,67.92712
927,69.01012
928,69.81663
929,68.43802
930,62.12194
931,64.33896
932,62.38663
933,63.14797
934,62.78721
935,67.64735
936,69.3499
937,68.33737
938,67.07706
939,62.62523
940,66.3522
941,69.84131
942,69.18159
943,63.87055
944,69.23631
945,64.75184
946,66.71324
947,64.00893
948,67.7637
949,65.21567
950,65.86298
951,65.13444
952,65.19214
953,65.74759
954,65.5482
955,64.94918
956,66.62461
957,64.98966
958,67.70877
959,64.80869
960,64.72857
961,64.13273
962,64.18106
963,66.52044
964,64.88164
965,64.4747
966,64.7162
967,64.61118
968,64.87973
969,64.94498
970,65.60209
971,66.47085
972,68.66232
973,67.4236
974,70.23106
975,68.00952
976,69.6536
977,68.91843
978,70.90738
979,69.33923
980,71.8452
981,70.28097
982,73.95808
983,70.32759
984,73.82559
985,71.7887
986,72.74217
987,73.57656
988,67.85263
989,68.40839
990,67.63739
991,67.69449
992,67.50653
993,69.83226
994,69.49567
995,70.33001
996,69.33423
997,68.53998
998,65.4698
999,64.84159
1000,64.71738
