Data Sets simulated by the Matlab function dataSetsGenerator,,
Time (s),NoLatchCurrent (mA),LatchCurrent (mA)
178,67.553257,67.553257
179,65.172995,65.172995
180,65.750306,65.750306
181,64.218294,64.218294
182,64.104081,64.104081
183,67.900214,67.900214
184,67.572036,67.572036
185,67.709358,67.709358
186,64.736552,64.736552
187,65.295325,65.295325
188,64.021792,64.021792
189,64.571185,64.571185
190,66.893475,66.893475
191,64.694706,64.694706
192,64.944962,64.944962
193,67.622474,67.622474
194,65.989124,65.989124
195,67.249432,67.249432
196,67.658643,67.658643
197,64.726341,64.726341
198,66.544788,66.544788
199,64.421334,64.421334
200,66.241689,66.241689
201,65.605414,65.605414
202,65.368358,65.368358
203,65.684689,65.684689
204,64.779115,64.779115
205,65.98958,65.98958
206,67.317374,67.317374
207,65.286007,65.286007
208,65.696729,65.696729
209,67.995227,67.995227
210,67.718931,67.718931
211,65.548464,65.548464
212,66.20923,66.20923
213,66.650522,66.650522
214,64.595822,64.595822
215,67.638183,67.638183
216,67.095058,67.095058
217,66.633605,66.633605
218,67.005578,67.005578
219,66.381763,66.381763
220,67.525572,67.525572
221,65.356835,65.356835
222,65.36445,65.36445
223,64.291454,64.291454
224,64.700334,64.700334
225,67.273979,67.273979
226,65.387444,65.387444
227,64.840115,64.840115
228,66.050436,66.050436
229,66.610691,66.610691
230,66.652055,66.652055
231,64.635552,64.635552
232,66.404171,66.404171
233,65.25643,65.25643
234,65.11062,65.11062
235,64.76352,64.76352
236,66.141713,66.141713
237,65.91534,65.91534
238,66.42269,66.42269
239,65.339116,65.339116
240,65.54485,65.54485
241,66.715478,66.715478
242,66.777778,66.777778
243,66.555063,66.555063
244,66.135661,66.135661
245,66.82679,66.82679
246,67.646101,67.646101
247,67.711327,67.711327
248,64.801411,64.801411
249,65.520903,65.520903
250,66.295016,66.295016
251,66.894376,66.894376
252,66.334863,66.334863
253,67.662935,67.662935
254,68.67424,68.67424
255,73.295475,73.295475
256,72.28554,72.28554
257,71.121012,71.121012
258,73.050543,73.050543
259,70.815137,70.815137
260,72.955737,72.955737
261,71.296925,71.296925
262,70.865546,70.865546
263,71.866913,71.866913
264,69.426918,69.426918
265,70.587674,70.587674
266,70.423442,70.423442
267,67.718553,67.718553
268,66.783402,66.783402
269,69.053085,69.053085
270,67.396701,67.396701
271,67.902374,67.902374
272,67.529081,67.529081
273,65.609581,65.609581
274,66.434704,66.434704
275,67.748479,67.748479
276,65.635093,65.635093
277,66.89531,66.89531
278,65.819532,65.819532
279,64.767583,64.767583
280,64.137908,64.137908
281,65.719773,65.719773
282,66.842469,66.842469
283,66.152149,66.152149
284,67.932293,67.932293
285,65.994829,65.994829
286,65.148837,65.148837
287,66.384448,66.384448
288,66.118941,66.118941
289,66.512542,66.512542
290,64.668555,64.668555
291,66.712809,66.712809
292,67.614931,67.614931
293,64.670127,64.670127
294,66.359483,66.359483
295,65.201094,65.201094
296,64.340989,64.340989
297,67.562454,67.562454
298,64.499629,64.499629
299,66.317288,66.317288
300,65.209453,65.209453
301,66.394195,66.394195
302,64.36056,64.36056
303,67.420949,67.420949
304,64.449682,64.449682
305,67.479314,67.479314
306,67.839966,67.839966
307,66.928264,66.928264
308,66.249609,66.249609
309,64.570371,64.570371
310,66.272121,66.272121
311,65.528223,65.528223
312,66.063482,66.063482
313,66.814731,66.814731
314,66.579577,66.579577
315,65.510215,65.510215
316,65.386728,65.386728
317,65.409269,65.409269
318,64.807074,64.807074
319,67.991433,67.991433
320,66.805942,66.805942
321,67.664972,67.664972
322,67.052878,67.052878
323,64.83581,64.83581
324,67.206327,67.206327
325,69.344783,69.344783
326,69.444442,69.444442
327,67.442131,67.442131
328,68.118247,68.118247
329,68.687196,68.687196
330,65.52865,65.52865
331,67.998555,67.998555
332,65.90446,65.90446
333,64.958147,64.958147
334,65.311395,65.311395
335,65.566669,65.566669
336,65.728944,65.728944
337,64.057956,64.057956
338,66.926262,66.926262
339,66.025816,66.025816
340,64.310025,64.310025
341,65.580662,65.580662
342,65.40207,65.40207
343,64.013976,64.013976
344,67.225602,67.225602
345,67.65432,67.65432
346,66.971337,66.971337
347,64.596217,64.596217
348,67.246086,67.246086
349,65.672222,65.672222
350,67.172163,67.172163
351,67.543689,67.543689
352,67.188661,67.188661
353,67.485319,67.485319
354,67.763954,67.763954
355,64.642923,64.642923
356,65.603115,65.603115
357,65.098544,65.098544
358,66.667631,66.667631
359,66.824169,66.824169
360,67.530192,67.530192
361,65.633314,65.633314
362,64.885753,64.885753
363,64.542106,64.542106
364,64.191502,64.191502
365,66.368124,66.368124
366,67.561444,67.561444
367,66.477673,66.477673
368,71.388666,71.388666
369,70.133747,70.133747
370,68.187545,68.187545
371,68.450472,68.450472
372,70.064014,70.064014
373,71.092761,71.092761
374,68.599409,68.599409
375,70.994931,70.994931
376,69.338449,69.338449
377,71.055144,71.055144
378,70.986076,70.986076
379,74.45008,74.45008
380,71.785836,71.785836
381,72.682967,72.682967
382,73.609117,73.609117
383,74.690294,74.690294
384,74.577181,74.577181
385,71.984716,71.984716
386,73.519435,73.519435
387,74.228668,74.228668
388,70.397607,70.397607
389,70.880817,70.880817
390,67.941852,67.941852
391,66.477321,66.477321
392,67.835131,67.835131
393,66.558847,66.558847
394,65.095972,65.095972
395,66.119978,66.119978
396,64.299108,64.299108
397,66.046543,66.046543
398,66.605957,66.605957
399,64.123937,64.123937
400,64.29141,64.29141
401,64.455153,64.455153
402,65.090838,65.090838
403,66.076366,66.076366
404,66.777898,66.777898
405,68.088208,68.088208
406,69.921474,69.921474
407,66.932478,66.932478
408,67.502692,67.502692
409,66.316394,66.316394
410,67.884139,67.884139
411,67.108378,67.108378
412,69.315855,69.315855
413,69.60127,69.60127
414,65.170498,65.170498
415,66.851823,66.851823
416,67.305209,67.305209
417,67.806855,67.806855
418,69.196246,69.196246
419,68.261108,68.261108
420,68.596597,68.596597
421,68.549422,68.549422
422,66.807632,66.807632
423,68.074028,68.074028
424,66.647026,66.647026
425,67.942735,67.942735
426,69.537546,69.537546
427,67.167147,67.167147
428,67.671976,67.671976
429,67.065371,67.065371
430,64.035286,64.035286
431,67.921287,67.921287
432,65.771096,65.771096
433,67.564738,67.564738
434,67.208669,67.208669
435,66.317479,66.317479
436,64.393317,64.393317
437,66.632832,66.632832
438,67.406534,67.406534
439,65.18463,65.18463
440,65.692712,65.692712
441,67.905487,67.905487
442,66.05134,66.05134
443,67.223227,67.223227
444,67.637286,67.637286
445,64.252303,64.252303
446,65.062173,65.062173
447,67.122872,67.122872
448,61.269971,61.269971
449,64.698746,64.698746
450,68.518352,68.518352
451,62.920851,62.920851
452,61.371342,61.371342
453,63.137785,63.137785
454,66.526854,66.526854
455,62.91576,62.91576
456,61.835961,61.835961
457,64.035067,64.035067
458,63.138917,63.138917
459,63.593313,63.593313
460,69.303376,69.303376
461,66.610824,66.610824
462,71.831683,71.831683
463,69.669942,69.669942
464,65.412525,65.412525
465,69.539793,69.539793
466,68.666425,68.666425
467,68.496474,68.496474
468,72.352389,72.352389
469,68.741488,68.741488
470,65.162844,65.162844
471,71.931559,71.931559
472,66.70492,66.70492
473,66.51131,66.51131
474,74.110498,74.110498
475,65.22073,65.22073
476,65.351898,65.351898
477,66.965945,66.965945
478,69.36704,69.36704
479,63.966013,63.966013
480,64.435387,64.435387
481,68.21143,68.21143
482,67.323254,67.323254
483,68.348001,68.348001
484,69.957202,69.957202
485,69.851822,69.851822
486,64.452638,64.452638
487,65.633918,65.633918
488,64.791375,64.791375
489,68.546846,68.546846
490,68.667402,68.667402
491,69.173416,69.173416
492,64.978025,64.978025
493,72.478811,72.478811
494,65.157476,65.157476
495,66.891849,66.891849
496,65.194514,65.194514
497,73.137601,73.137601
498,72.957139,72.957139
499,71.646601,71.646601
500,70.968353,70.968353
501,64.887496,64.887496
502,73.074143,73.074143
503,68.707155,68.707155
504,66.335239,66.335239
505,70.18304,70.18304
506,66.912424,66.912424
507,68.164828,68.164828
508,74.05162,74.05162
509,66.484803,66.484803
510,66.657704,66.657704
511,65.549062,65.549062
512,66.341956,66.341956
513,66.676185,66.676185
514,64.792014,64.792014
515,66.581975,66.581975
516,64.778704,64.778704
517,61.87288,61.87288
518,67.761776,67.761776
519,70.867119,70.867119
520,63.954287,63.954287
521,61.24189,61.24189
522,66.439531,66.439531
523,67.127798,67.127798
524,66.35505,66.35505
525,66.256434,66.256434
526,66.040468,66.040468
527,68.216253,68.216253
528,66.352182,66.352182
529,68.625237,68.625237
530,68.978198,68.978198
531,64.037992,64.037992
532,61.020325,61.020325
533,64.399802,64.399802
534,69.366604,69.366604
535,65.135233,65.135233
536,62.370494,62.370494
537,64.718408,64.718408
538,64.061807,64.061807
539,64.857898,64.857898
540,66.564172,66.564172
541,70.980297,70.980297
542,65.825581,65.825581
543,68.1058,68.1058
544,68.777769,68.777769
545,66.012467,66.012467
546,68.149008,68.149008
547,61.228266,61.228266
548,68.364242,68.364242
549,66.310271,66.310271
550,65.461045,65.461045
551,69.087063,69.087063
552,68.770979,68.770979
553,66.571579,66.571579
554,64.378485,64.378485
555,68.470576,68.470576
556,70.499935,70.499935
557,65.95213,65.95213
558,65.838259,65.838259
559,69.768053,69.768053
560,66.090565,66.090565
561,61.748234,61.748234
562,62.019622,62.019622
563,70.211313,70.211313
564,61.47048,61.47048
565,63.897234,63.897234
566,68.199685,68.199685
567,68.100923,68.100923
568,65.039544,65.039544
569,70.201421,70.201421
570,65.573857,65.573857
571,67.842037,67.842037
572,70.813826,70.813826
573,70.421869,70.421869
574,70.543035,70.543035
575,70.246406,70.246406
576,70.179152,70.179152
577,66.833696,66.833696
578,65.167657,65.167657
579,67.729761,67.729761
580,68.324835,68.324835
581,68.437613,68.437613
582,68.67758,68.67758
583,65.491732,65.491732
584,68.84772,68.84772
585,63.27529,63.27529
586,62.653666,62.653666
587,66.233112,66.233112
588,69.885212,69.885212
589,70.45764,70.45764
590,67.11541,67.11541
591,66.526078,66.526078
592,64.470165,64.470165
593,61.678098,61.678098
594,69.315297,69.315297
595,62.597833,62.597833
596,61.259071,61.259071
597,66.885765,66.885765
598,66.308183,66.308183
599,69.243115,69.243115
600,61.679802,61.679802
601,64.598419,64.598419
602,61.29747,61.29747
603,61.327124,61.327124
604,70.84218,70.84218
605,72.367085,72.367085
606,68.147576,68.147576
607,71.935762,71.935762
608,73.855904,73.855904
609,70.4005,70.4005
610,70.704314,70.704314
611,67.937836,67.937836
612,67.899671,67.899671
613,70.044237,70.044237
614,70.034375,70.034375
615,66.967411,66.967411
616,65.843956,65.843956
617,65.402544,65.402544
618,67.656267,67.656267
619,66.383223,66.383223
620,67.677175,67.677175
621,67.248976,67.248976
622,68.576142,68.576142
623,67.188386,67.188386
624,69.782291,69.782291
625,66.855577,66.855577
626,68.244671,68.244671
627,69.303603,69.303603
628,68.767977,68.767977
629,69.535924,69.535924
630,70.124345,70.124345
631,70.244352,70.244352
632,66.793763,66.793763
633,70.175235,70.175235
634,67.273607,67.273607
635,67.731405,67.731405
636,66.200573,66.200573
637,67.351931,67.351931
638,67.89733,67.89733
639,66.04345,66.04345
640,65.764704,65.764704
641,64.16318,64.16318
642,64.406591,64.406591
643,64.219211,64.219211
644,67.410006,67.410006
645,64.95502,64.95502
646,66.321809,66.321809
647,67.935089,67.935089
648,65.872456,65.872456
649,66.701546,66.701546
650,67.869385,67.869385
651,65.806106,65.806106
652,67.704683,67.704683
653,65.544902,65.544902
654,65.488142,65.488142
655,66.544677,66.544677
656,67.846006,67.846006
657,64.201955,64.201955
658,64.108562,64.108562
659,65.095127,65.095127
660,65.905476,65.905476
661,66.188325,66.188325
662,65.825976,65.825976
663,66.272677,66.272677
664,65.822964,65.822964
665,67.880396,67.880396
666,66.212448,66.212448
667,66.587011,66.587011
668,65.586422,65.586422
669,65.850011,65.850011
670,67.675637,67.675637
671,67.942053,67.942053
672,65.131456,65.131456
673,66.563057,66.563057
674,66.483743,66.483743
675,64.121454,64.121454
676,65.421138,65.421138
677,65.303594,65.303594
678,66.177763,66.177763
679,66.538934,66.538934
680,66.766615,66.766615
681,67.407067,67.407067
682,67.765927,67.765927
683,66.443261,66.443261
684,66.217885,66.217885
685,67.177327,67.177327
686,67.16561,67.16561
687,66.713856,66.713856
688,64.637357,64.637357
689,66.985801,66.985801
690,67.189579,67.189579
691,67.460598,67.460598
692,67.681697,67.681697
693,64.54673,64.54673
694,65.303436,65.303436
695,65.293133,65.293133
696,65.832856,65.832856
697,65.915521,65.915521
698,65.868123,65.868123
699,65.223068,65.223068
700,65.194876,65.194876
701,67.584299,67.584299
702,67.580088,67.580088
703,64.48631,64.48631
704,67.781044,67.781044
705,65.675851,65.675851
706,65.621406,65.621406
707,67.224575,67.224575
708,66.289365,66.289365
709,65.930324,65.930324
710,67.768713,67.768713
711,69.739492,69.739492
712,69.618579,69.618579
713,70.710842,70.710842
714,68.873169,68.873169
715,68.205243,68.205243
716,69.725755,69.725755
717,68.855705,68.855705
718,67.630508,67.630508
719,70.24045,70.24045
720,68.346903,68.346903
721,68.475585,68.475585
722,70.156796,70.156796
723,69.762561,69.762561
724,70.130877,70.130877
725,69.623198,69.623198
726,69.956218,69.956218
727,71.360228,71.360228
728,68.101741,68.101741
729,67.950445,67.950445
730,70.477202,70.477202
731,69.406837,69.406837
732,69.14339,69.14339
733,71.443011,71.443011
734,71.136736,71.136736
735,73.573265,73.573265
736,71.757391,71.757391
737,73.677128,73.677128
738,71.556206,71.556206
739,71.997391,71.997391
740,72.830513,72.830513
741,67.572269,67.572269
742,69.181145,69.181145
743,70.130829,70.130829
744,67.103319,67.103319
745,65.916195,65.916195
746,65.642764,65.642764
747,66.92389,66.92389
748,67.576132,67.576132
749,64.524986,64.524986
750,67.353252,67.353252
751,64.773209,64.773209
752,64.222208,64.222208
753,67.809469,67.809469
754,67.628194,67.628194
755,66.132219,66.132219
756,64.082569,64.082569
757,68.49488,68.49488
758,69.67643,69.67643
759,68.406009,68.406009
760,70.226689,70.226689
761,67.130537,67.130537
762,68.638616,68.638616
763,69.403559,69.403559
764,68.44866,68.44866
765,67.02054,67.02054
766,68.045072,68.045072
767,68.34755,68.34755
768,66.851072,66.851072
769,68.300199,68.300199
770,67.183729,67.183729
771,68.535667,68.535667
772,67.499633,67.499633
773,67.250488,67.250488
774,66.9845,66.9845
775,66.441276,66.441276
776,67.081709,67.081709
777,66.357679,66.357679
778,64.97679,64.97679
779,64.246502,64.246502
780,67.86093,67.86093
781,66.114592,66.114592
782,66.637922,66.637922
783,67.67787,67.67787
784,64.501094,64.501094
785,67.947873,67.947873
786,64.261926,64.261926
787,64.782977,64.782977
788,65.512692,65.512692
789,64.41467,64.41467
790,66.934423,66.934423
791,64.25261,64.25261
792,65.169046,65.169046
793,65.296963,65.296963
794,66.534233,66.534233
795,65.337025,65.337025
796,65.444832,65.444832
797,66.498731,66.498731
798,65.472268,65.472268
799,66.734531,66.734531
800,66.242475,66.242475
801,66.91535,66.91535
802,64.04082,64.04082
803,64.616564,64.616564
804,66.993004,66.993004
805,65.06087,65.06087
806,67.83885,67.83885
807,66.636973,66.636973
808,66.913924,66.913924
809,64.981916,64.981916
810,64.698156,64.698156
811,64.792044,64.792044
812,67.913592,67.913592
813,65.196575,65.196575
814,64.131635,64.131635
815,64.13867,64.13867
816,64.995663,64.995663
817,67.074662,67.074662
818,66.912773,66.912773
819,67.900834,67.900834
820,65.679952,65.679952
821,65.198539,65.198539
822,65.778532,65.778532
823,65.588879,65.588879
824,64.768391,64.768391
825,64.845353,64.845353
826,65.441151,65.441151
827,67.463168,67.463168
828,66.466898,66.466898
829,69.789459,69.789459
830,66.985259,66.985259
831,66.994809,66.994809
832,67.500068,67.500068
833,64.521015,64.521015
834,64.858231,64.858231
835,69.629179,69.629179
836,66.775289,66.775289
837,69.399979,69.399979
838,69.474146,69.474146
839,70.246021,70.246021
840,69.809024,69.809024
841,69.027507,69.027507
842,68.884919,68.884919
843,67.863508,67.863508
844,67.448449,67.448449
845,69.71464,69.71464
846,66.435528,66.435528
847,69.542021,69.542021
848,68.174168,68.174168
849,69.776522,69.776522
850,66.912893,66.912893
851,68.630115,68.630115
852,67.187705,67.187705
853,67.140223,67.140223
854,65.530367,65.530367
855,64.335765,64.335765
856,66.584208,66.584208
857,67.945398,67.945398
858,66.231626,66.231626
859,64.588684,64.588684
860,64.777523,64.777523
861,67.206208,67.206208
862,67.967699,67.967699
863,66.885078,66.885078
864,67.625537,67.625537
865,64.446391,64.446391
866,66.877633,66.877633
867,64.526527,64.526527
868,65.315586,65.315586
869,64.470485,64.470485
870,67.078213,67.078213
871,67.751497,67.751497
872,67.259108,67.259108
873,64.280889,64.280889
874,65.436081,65.436081
875,64.703644,64.703644
876,65.737614,65.737614
877,65.305686,65.305686
878,64.840733,64.840733
879,67.542965,67.542965
880,65.15017,65.15017
881,64.610676,64.610676
882,67.311531,67.311531
883,66.939813,66.939813
884,66.846245,66.846245
885,64.494161,64.494161
886,65.880877,65.880877
887,65.758779,65.758779
888,65.735935,65.735935
889,65.032107,65.032107
890,64.469096,64.469096
891,67.328674,67.328674
892,67.233655,67.233655
893,66.290522,66.290522
894,67.089574,67.089574
895,66.756898,66.756898
896,66.560027,66.560027
897,64.846637,64.846637
898,64.238262,64.238262
899,67.308957,67.308957
900,65.471543,65.471543
901,67.571789,67.571789
902,66.583726,66.583726
903,66.939301,66.939301
904,67.064105,67.064105
905,67.145702,67.145702
906,64.264694,64.264694
907,67.119982,67.119982
908,65.667013,65.667013
909,65.814507,65.814507
910,64.605757,64.605757
911,67.340497,67.340497
912,67.436347,67.436347
913,66.563791,66.563791
914,65.111809,65.111809
915,64.687006,64.687006
916,67.625129,67.625129
917,64.935585,64.935585
918,65.472621,65.472621
919,65.725168,65.725168
920,66.431365,66.431365
921,66.978418,66.978418
922,67.590538,67.590538
923,67.702568,67.702568
924,67.489859,67.489859
925,67.991632,67.991632
926,65.875725,65.875725
927,66.128343,66.128343
928,67.358182,67.358182
929,64.13141,64.13141
930,64.978978,64.978978
931,64.784573,64.784573
932,67.93345,67.93345
933,66.447198,66.447198
934,67.100934,67.100934
935,70.319899,70.319899
936,68.7967,68.7967
937,70.191121,70.191121
938,68.733319,68.733319
939,70.242805,70.242805
940,68.36047,68.36047
941,69.887017,69.887017
942,67.98917,67.98917
943,69.420524,69.420524
944,67.64496,67.64496
945,67.650163,67.650163
946,70.693988,70.693988
947,69.011675,69.011675
948,68.50059,68.50059
949,68.486051,68.486051
950,67.844842,67.844842
951,69.973473,69.973473
952,67.308064,67.308064
953,66.067167,66.067167
954,64.235181,64.235181
955,66.659119,66.659119
956,65.026336,65.026336
957,67.220732,67.220732
958,65.040954,65.040954
959,65.005074,65.005074
960,64.78637,64.78637
961,66.672301,66.672301
962,65.132317,65.132317
963,64.790662,64.790662
964,70.051644,70.051644
965,68.335035,68.335035
966,67.011015,67.011015
967,66.920598,66.920598
968,66.740625,66.740625
969,68.148856,68.148856
970,68.962203,68.962203
971,67.567018,67.567018
972,64.064759,64.064759
973,67.38146,67.38146
974,66.689143,66.689143
975,66.57758,66.57758
976,64.725103,64.725103
977,65.101728,65.101728
978,66.777366,66.777366
979,66.511634,66.511634
980,66.78991,66.78991
981,65.519174,65.519174
982,65.309962,65.309962
983,65.432033,65.432033
984,66.243415,66.243415
985,70.906585,70.906585
986,69.947642,69.947642
987,69.790259,69.790259
988,70.908124,70.908124
989,70.815826,70.815826
990,68.023366,68.023366
991,68.68731,68.68731
992,69.427121,69.427121
993,70.678194,70.678194
994,71.95566,71.95566
995,69.488547,69.488547
996,64.019196,64.019196
997,66.629516,66.629516
998,65.078405,65.078405
999,64.200982,64.200982
1000,66.899002,66.899002
1001,67.609416,67.609416
1002,66.05983,66.05983
1003,65.408906,65.408906
1004,66.375571,66.375571
1005,66.65582,66.65582
1006,66.339918,66.339918
1007,65.55671,65.55671
1008,64.49467,64.49467
1009,66.251725,66.251725
1010,67.225802,67.225802
1011,66.882662,66.882662
1012,64.870744,64.870744
1013,65.782464,65.782464
1014,67.924788,67.924788
1015,66.727402,66.727402
1016,65.60577,65.60577
1017,65.440231,65.440231
1018,64.987466,64.987466
1019,65.602391,65.602391
1020,67.946865,67.946865
1021,66.403666,66.403666
1022,64.728622,64.728622
1023,64.564574,64.564574
1024,67.825493,67.825493
1025,66.095996,66.095996
1026,66.845553,66.845553
1027,66.960458,66.960458
1028,67.736593,67.736593
1029,65.378436,65.378436
1030,64.359923,64.359923
1031,65.271256,65.271256
1032,66.43082,66.43082
1033,67.015274,67.015274
1034,65.227554,65.227554
1035,66.53944,66.53944
1036,65.696879,65.696879
1037,65.544206,65.544206
1038,67.835313,67.835313
1039,67.693498,67.693498
1040,65.344157,65.344157
1041,66.968002,66.968002
1042,64.959707,64.959707
1043,64.190124,64.190124
1044,65.38958,65.38958
1045,67.640676,67.640676
1046,65.660886,65.660886
1047,64.874376,64.874376
1048,66.64613,66.64613
1049,66.053207,66.053207
1050,65.109259,65.109259
1051,66.368339,66.368339
1052,67.052058,67.052058
1053,64.350069,64.350069
1054,67.746505,67.746505
1055,67.913348,67.913348
1056,67.584473,67.584473
1057,67.349743,67.349743
1058,64.105965,64.105965
1059,64.408724,64.408724
1060,66.516183,66.516183
1061,66.230308,66.230308
1062,65.753314,65.753314
1063,64.078687,64.078687
1064,66.601048,66.601048
1065,65.443493,65.443493
1066,65.580049,65.580049
1067,65.076678,65.076678
1068,66.047069,66.047069
1069,67.969515,67.969515
1070,66.187869,66.187869
1071,64.823945,64.823945
1072,64.637513,64.637513
1073,67.849004,67.849004
1074,67.0152,67.0152
1075,66.83367,66.83367
1076,64.7303,64.7303
1077,65.844541,65.844541
1078,65.730908,65.730908
1079,66.938143,66.938143
1080,67.894133,67.894133
1081,65.705405,65.705405
1082,66.760075,66.760075
1083,64.967951,64.967951
1084,64.829302,64.829302
1085,64.733966,64.733966
1086,64.414083,64.414083
1087,66.180748,66.180748
1088,65.787217,65.787217
1089,66.007023,66.007023
1090,67.831271,67.831271
1091,67.882103,67.882103
1092,66.911095,66.911095
1093,67.07894,67.07894
1094,64.205088,64.205088
1095,64.433882,64.433882
1096,67.437985,67.437985
1097,66.121048,66.121048
1098,66.406475,66.406475
1099,66.193995,66.193995
1100,64.906887,64.906887
1101,64.63642,64.63642
1102,67.828836,67.828836
1103,67.263074,67.263074
1104,67.286916,67.286916
1105,64.03655,64.03655
1106,68.407035,68.407035
1107,68.732127,68.732127
1108,67.455271,67.455271
1109,70.68562,70.68562
1110,70.393072,70.393072
1111,71.044312,71.044312
1112,67.467405,67.467405
1113,70.885702,70.885702
1114,68.747431,68.747431
1115,67.637584,67.637584
1116,71.235457,71.235457
1117,67.957511,67.957511
1118,67.869265,67.869265
1119,71.234097,71.234097
1120,68.785513,68.785513
1121,71.425007,71.425007
1122,69.306823,69.306823
1123,69.661168,69.661168
1124,67.85958,67.85958
1125,69.907402,69.907402
1126,69.096182,69.096182
1127,69.572384,69.572384
1128,70.252945,70.252945
1129,69.954296,69.954296
1130,67.365961,67.365961
1131,70.227858,70.227858
1132,70.068486,70.068486
1133,67.891273,67.891273
1134,70.385047,70.385047
1135,65.623499,65.623499
1136,65.132544,65.132544
1137,64.12946,64.12946
1138,67.781584,67.781584
1139,64.659508,64.659508
1140,64.806848,64.806848
1141,66.52969,66.52969
1142,67.14652,67.14652
1143,65.917948,65.917948
1144,63.974699,63.974699
1145,63.690126,63.690126
