Data Sets simulated by the Matlab function dataSetsGenerator,
139,67.09452
140,66.24492
141,66.24099
142,64.78955
143,67.30002
144,67.45025
145,64.80877
146,66.06866
147,65.64993
148,65.3366
149,64.09342
150,66.14822
151,66.72684
152,66.75432
153,65.8886
154,64.25836
155,64.61388
156,67.33561
157,67.35338
158,65.1171
159,66.83724
160,66.9555
161,65.95943
162,65.67137
163,65.58254
164,66.70997
165,67.94251
166,69.42955
167,72.38607
168,71.289
169,69.1721
170,71.61619
171,69.84585
172,72.20888
173,69.52026
174,69.77537
175,69.14498
176,69.37811
177,67.82071
178,66.98722
179,66.71676
180,64.39972
181,65.85
182,67.67567
183,68.8696
184,69.5656
185,69.71903
186,67.97933
187,66.3793
188,65.06035
189,64.27947
190,68.64903
191,68.28327
192,68.75349
193,62.33013
194,69.01391
195,66.64836
196,62.6854
197,62.79665
198,62.05066
199,68.79545
200,63.42302
201,65.59819
202,68.09933
203,67.19282
204,63.37833
205,66.87394
206,63.68106
207,67.24639
208,65.13734
209,63.58154
210,67.08828
211,62.72864
212,69.11587
213,64.82025
214,64.75882
215,65.98285
216,68.67542
217,66.69463
218,67.99972
219,64.66052
220,64.89046
221,71.23551
222,69.91606
223,66.80665
224,74.91356
225,68.15749
226,73.01083
227,72.54116
228,70.74464
229,68.70409
230,66.94408
231,67.02964
232,71.61817
233,67.14303
234,67.3857
235,72.23093
236,118.4747
237,118.8505
238,112.0551
239,117.2782
240,115.6224
241,114.8957
242,115.4192
243,114.8389
244,112.1356
245,112.7849
246,114.956
247,112.7143
248,116.2914
249,117.9236
250,118.0424
251,117.2105
252,118.0477
253,115.547
254,114.851
255,113.8805
256,115.1416
257,112.5637
258,113.9468
259,117.6488
260,117.0818
261,70.49063
262,69.92897
263,67.46868
264,67.80866
265,69.92913
266,68.88062
267,69.34308
268,70.32214
269,67.29585
270,65.56419
271,66.93718
272,66.52137
273,66.63502
274,66.31557
275,64.83474
276,66.32327
277,67.14326
278,64.0448
279,67.61093
280,67.88146
281,64.62351
282,64.31964
283,65.90247
284,66.41766
285,64.43851
286,64.34412
287,67.10296
288,64.34861
289,67.15606
290,69.77869
291,71.09785
292,70.0034
293,68.92508
294,68.45755
295,71.06397
296,68.54681
297,71.39218
298,76.18443
299,73.43824
300,74.04611
301,72.71635
302,75.65705
303,75.50544
304,73.34875
305,72.89643
306,72.39901
307,69.86088
308,68.48008
309,70.07187
310,68.05767
311,65.47863
312,65.22631
313,66.97806
314,64.6074
315,64.65074
316,67.29522
317,67.32396
318,66.26701
319,64.32704
320,65.84668
321,67.49452
322,66.99718
323,64.13919
324,67.25417
325,65.68777
326,66.94555
327,66.39594
328,66.58955
329,65.99126
330,66.26338
331,67.95592
332,67.32002
333,65.60891
334,66.24423
335,64.53009
336,67.22762
337,66.85427
338,65.4841
339,66.21641
340,64.29433
341,65.63494
342,66.4632
343,66.71464
344,64.97887
345,65.60773
346,65.09891
347,66.67327
348,65.04304
349,64.24691
350,66.94243
351,64.98209
352,66.60911
353,66.46903
354,67.86827
355,64.15508
356,65.84469
357,65.90509
358,66.2492
359,66.65216
360,67.95546
361,66.08876
362,65.66207
363,64.0811
364,67.28373
365,65.20852
366,66.4285
367,67.43288
368,66.05329
369,65.04927
370,64.66518
371,66.5937
372,65.85826
373,65.61315
374,65.52583
375,66.2042
376,66.90903
377,66.3667
378,66.58048
379,67.10873
380,67.30455
381,67.27654
382,64.40339
383,108.3659
384,109.3247
385,111.0667
386,108.8427
387,111.2947
388,109.7945
389,110.6972
390,107.4158
391,110.5452
392,110.7974
393,110.9055
394,109.8611
395,110.7075
396,108.4302
397,110.4634
398,110.0979
399,108.9834
400,109.6873
401,110.8083
402,107.7922
403,109.5771
404,109.0267
405,109.4715
406,110.8132
407,110.2513
408,109.772
409,108.0479
410,109.1801
411,108.0358
412,109.6421
413,110.6053
414,107.6752
415,110.2974
416,108.5816
417,64.89328
418,65.36212
419,66.97667
420,66.24388
421,66.75419
422,66.67633
423,64.96839
424,65.1793
425,67.1082
426,67.71713
427,66.32021
428,66.00502
429,64.29056
430,66.27222
431,66.52649
432,66.04071
433,65.76285
434,66.09487
435,67.05749
436,65.58097
437,67.39016
438,66.49682
439,66.67402
440,65.41605
441,65.66121
442,65.73861
443,64.50806
444,67.69328
445,67.77369
446,67.48085
447,65.43922
448,64.20711
449,66.16938
450,66.75168
451,66.47431
452,67.02573
453,67.82484
454,66.32033
455,65.10563
456,65.13752
457,66.99175
458,65.08365
459,67.21348
460,66.37004
461,67.59446
462,66.06311
463,66.95714
464,67.7549
465,66.37089
466,67.62154
467,64.11255
468,67.63666
469,66.84741
470,67.68395
471,67.33705
472,66.13931
473,66.9187
474,65.21389
475,67.33962
476,69.23731
477,68.85067
478,68.44901
479,70.77931
480,67.77668
481,68.65339
482,69.91561
483,64.89367
484,65.50497
485,64.42064
486,65.23337
487,65.44982
488,65.28727
489,64.55621
490,64.61523
491,67.92589
492,67.75278
493,67.16012
494,66.37052
495,67.83446
496,64.37744
497,67.4717
498,67.64902
499,67.62418
500,66.53327
501,66.18306
502,64.24536
503,66.19572
504,64.33796
505,67.60196
506,66.23227
507,66.98953
508,64.28948
509,64.64425
510,65.60129
511,64.39229
512,64.49765
513,67.74214
514,64.82247
515,67.93971
516,65.38842
517,65.33723
518,66.8692
519,67.89853
520,64.25381
521,66.5894
522,64.53864
523,65.4552
524,66.29871
525,64.60398
526,65.83965
527,66.78608
528,64.09509
529,67.04814
530,66.77579
531,64.00285
532,65.54589
533,67.14774
534,65.09187
535,65.70269
536,66.08746
537,66.74095
538,65.36185
539,67.41278
540,65.46303
541,64.05551
542,67.95385
543,66.7507
544,66.89337
545,66.66315
546,65.92949
547,65.95549
548,64.54763
549,66.54577
550,66.49842
551,64.29142
552,65.52669
553,66.27924
554,64.41363
555,67.92689
556,67.01838
557,64.22795
558,65.09483
559,66.87124
560,64.34879
561,64.79115
562,64.0958
563,67.25723
564,64.93562
565,64.99914
566,66.95482
567,67.58072
568,69.30074
569,69.6738
570,70.94466
571,67.93045
572,72.49301
573,71.54055
574,70.00276
575,68.3565
576,68.38509
577,68.11366
578,68.419
579,69.29501
580,68.04041
581,68.89458
582,67.28841
583,67.60243
584,66.32615
585,65.06274
586,64.93881
587,64.32515
588,66.42115
589,65.67989
590,67.29431
591,64.16649
592,65.27517
593,65.62308
594,64.67116
595,65.86028
596,64.72864
597,64.76904
598,66.98172
599,67.53387
600,65.73208
601,65.66326
602,67.32399
603,66.42
604,65.13951
605,65.07393
606,67.02065
607,64.80413
608,64.66845
609,65.64815
610,114.3953
611,113.7256
612,111.6426
613,112.9943
614,114.0746
615,112.3438
616,115.1486
617,112.1097
618,114.0247
619,114.1877
620,114.7099
621,114.8643
622,114.7756
623,114.9616
624,115.0248
625,117.2876
626,114.9885
627,115.3382
628,115.3927
629,116.4023
630,117.7451
631,114.8221
632,113.214
633,111.9244
634,113.5688
635,114.6897
636,110.5305
637,66.0819
638,64.56448
639,63.36031
640,69.76579
641,69.71399
642,64.40911
643,63.09642
644,64.53288
645,66.41716
646,70.02762
647,75.72817
648,68.95084
649,73.92417
650,71.89901
651,69.53029
652,64.5544
653,70.65103
654,69.46005
655,70.73355
656,66.53368
657,71.11937
658,71.15928
659,65.50335
660,67.71729
661,70.25682
662,70.2044
663,68.85192
664,63.8787
665,63.80126
666,62.40035
667,67.1391
668,65.2627
669,102.6158
670,104.4337
671,109.4492
672,103.845
673,108.119
674,110.1217
675,107.3962
676,103.5499
677,107.2194
678,108.2397
679,106.3255
680,105.336
681,108.3057
682,104.2521
683,104.8531
684,109.8848
685,102.9416
686,102.958
687,107.548
688,103.8801
689,109.2555
690,106.563
691,108.7431
692,102.8871
693,106.6055
694,109.8655
695,109.7858
696,107.0583
697,102.4495
698,102.773
699,105.5486
700,104.4168
701,109.9365
702,106.0423
703,109.3793
704,105.086
705,106.7842
706,108.0233
707,104.0601
708,104.3732
709,66.55791
710,66.4037
711,68.57312
712,65.46297
713,68.45766
714,67.78072
715,69.63697
716,66.00516
717,64.22271
718,69.01298
719,62.69491
720,68.02105
721,64.32689
722,62.11308
723,65.75944
724,68.11233
725,63.91368
726,67.14917
727,66.54503
728,64.85994
729,65.53918
730,68.96059
731,67.05697
732,66.30094
733,63.78177
734,63.23359
735,68.80088
736,66.64887
737,64.90841
738,63.00145
739,69.55103
740,62.16788
741,69.74415
742,62.47409
743,67.58851
744,68.6068
745,70.89147
746,73.12846
747,72.63287
748,73.07636
749,72.74082
750,73.02302
751,71.7479
752,72.27698
753,73.82819
754,72.05799
755,73.77651
756,72.31535
757,72.22129
758,73.36027
759,115.4191
760,115.6233
761,116.0665
762,114.7231
763,113.1544
764,109.2656
765,111.3506
766,107.8062
767,105.722
768,111.1663
769,112.1005
770,110.7376
771,112.1413
772,105.8069
773,111.1065
774,111.6761
775,110.6196
776,112.4747
777,111.722
778,112.5588
779,112.447
780,113.3784
781,110.2613
782,112.8358
783,108.8433
784,110.7889
785,110.0481
786,110.1063
787,108.9875
788,105.9291
789,106.1558
790,112.3024
791,108.5064
792,108.5273
793,112.4168
794,106.456
795,105.8639
796,69.12815
797,64.5322
798,63.84064
799,62.39379
800,68.54606
801,62.82606
802,73.15385
803,71.2738
804,65.46438
805,70.28397
806,66.43472
807,69.85148
808,67.65048
809,69.38504
810,72.36062
811,72.35023
812,66.18574
813,66.76638
814,63.59614
815,67.18579
816,69.54267
817,68.69385
818,62.89029
819,62.49799
820,68.72846
821,64.08052
822,64.25334
823,64.66998
824,67.81647
825,69.35011
826,62.72821
827,63.41924
828,66.381
829,65.23293
830,64.4504
831,66.49032
832,65.92937
833,65.60022
834,67.08648
835,64.11034
836,65.46127
837,64.3963
838,67.26327
839,66.59702
840,67.2481
841,67.75081
842,69.82976
843,71.0495
844,70.75468
845,69.74058
846,69.96438
847,68.26015
848,69.02994
849,117.9625
850,115.1688
851,118.0461
852,117.0376
853,118.3163
854,112.5005
855,114.1403
856,111.8903
857,112.4353
858,113.4526
859,113.9247
860,113.3882
861,115.1749
862,114.6694
863,115.2684
864,114.4637
865,112.3211
866,112.4353
867,112.6121
868,113.2342
869,114.0885
870,114.0023
871,67.04087
872,64.89134
873,67.11989
874,66.49943
875,67.3612
876,65.26507
877,65.44975
878,66.17554
879,67.3827
880,65.43699
881,67.86503
882,65.03073
883,67.25199
884,65.96526
885,64.74654
886,64.05352
887,65.51633
888,67.99879
889,67.03271
890,64.24494
891,67.42966
892,64.01315
893,64.24951
894,65.16698
895,67.16756
896,65.7029
897,64.71487
898,64.47739
899,66.52847
900,66.42004
901,66.14559
902,65.63163
903,64.63787
904,66.44542
905,65.8784
906,64.26876
907,64.31142
908,65.08972
909,66.15102
910,65.32553
911,67.56051
912,66.38439
913,64.67306
914,67.83338
915,67.03152
916,67.67356
917,67.61563
918,64.57187
919,67.92084
920,68.22594
921,68.32625
922,71.26941
923,71.11713
924,69.80602
925,67.55249
926,67.63138
927,69.06099
928,68.88445
929,70.16787
930,69.6648
931,68.12127
932,70.84808
933,70.56561
934,71.23782
935,65.05628
936,67.42003
937,66.73402
938,66.1299
939,67.42225
940,66.51994
941,65.96101
942,67.82876
943,64.21837
944,69.99734
945,70.04501
946,68.98599
947,69.5584
948,69.79199
949,71.06322
950,70.94158
951,71.11931
952,68.87558
953,68.59742
954,71.86381
955,69.56851
956,71.22966
957,64.02052
958,65.80095
959,66.7387
960,65.76277
961,65.88373
962,67.68992
963,66.50727
964,65.551
965,66.48079
966,67.6464
967,64.40587
968,65.27585
969,67.76788
970,65.14043
971,65.66008
972,65.8933
973,64.93437
974,64.66515
975,67.28924
976,67.24806
977,65.54005
978,64.31888
979,65.32985
980,68.58434
981,68.32943
982,67.9995
983,68.86628
984,68.11687
985,71.64018
986,68.83137
987,70.82506
988,68.56563
989,69.77516
990,70.48873
991,68.18803
992,69.7983
993,71.22244
994,66.54178
995,64.77049
996,67.95696
997,64.51229
998,67.66837
999,67.87092
1000,67.34768
