Data Sets simulated by the Matlab function dataSetsGenerator,,
Time (s),NoLatchCurrent (mA),LatchCurrent (mA)
87,66.99239,66.99239
88,64.19663,64.19663
89,68.74949,68.74949
90,70.20367,70.20367
91,67.91761,67.91761
92,69.06739,69.06739
93,69.825,69.825
94,70.06063,70.06063
95,70.35874,70.35874
96,71.55024,71.55024
97,67.9306,67.9306
98,69.83223,69.83223
99,69.89638,69.89638
100,68.55148,68.55148
101,69.75286,69.75286
102,68.36168,68.36168
103,69.64054,69.64054
104,66.40748,66.40748
105,67.52329,67.52329
106,67.03223,67.03223
107,65.19295,65.19295
108,68.72498,68.72498
109,68.84919,68.84919
110,67.21835,67.21835
111,66.63361,66.63361
112,66.91749,66.91749
113,67.06078,67.06078
114,66.34825,66.34825
115,67.66792,67.66792
116,68.95044,68.95044
117,68.01417,68.01417
118,69.61762,69.61762
119,66.9207,66.9207
120,70.04041,70.04041
121,64.75024,64.75024
122,67.71349,67.71349
123,66.76701,66.76701
124,66.4219,66.4219
125,66.34632,66.34632
126,66.05955,66.05955
127,64.85746,64.85746
128,66.66017,66.66017
129,67.13185,67.13185
130,66.49585,66.49585
131,65.78266,65.78266
132,66.43765,66.43765
133,65.95548,65.95548
134,64.70896,64.70896
135,67.03007,67.03007
136,64.8009,64.8009
137,67.39834,67.39834
138,66.55067,66.55067
139,67.09452,67.09452
140,66.24492,66.24492
141,66.24099,66.24099
142,64.78955,64.78955
143,67.30002,67.30002
144,67.45025,67.45025
145,64.80877,64.80877
146,66.06866,66.06866
147,65.64993,65.64993
148,65.3366,65.3366
149,64.09342,64.09342
150,66.14822,66.14822
151,66.72684,66.72684
152,66.75432,66.75432
153,65.8886,65.8886
154,64.25836,64.25836
155,64.61388,64.61388
156,67.33561,67.33561
157,67.35338,67.35338
158,65.1171,65.1171
159,66.83724,66.83724
160,66.9555,66.9555
161,65.95943,65.95943
162,65.67137,65.67137
163,65.58254,65.58254
164,66.70997,66.70997
165,67.94251,67.94251
166,69.42955,69.42955
167,72.38607,72.38607
168,71.289,71.289
169,69.1721,69.1721
170,71.61619,71.61619
171,69.84585,69.84585
172,72.20888,72.20888
173,69.52026,69.52026
174,69.77537,69.77537
175,69.14498,69.14498
176,69.37811,69.37811
177,67.82071,67.82071
178,66.98722,66.98722
179,66.71676,66.71676
180,64.39972,64.39972
181,65.85,65.85
182,67.67567,67.67567
183,68.8696,68.8696
184,69.5656,69.5656
185,69.71903,69.71903
186,67.97933,67.97933
187,66.3793,66.3793
188,65.06035,65.06035
189,64.27947,64.27947
190,68.64903,68.64903
191,68.28327,68.28327
192,68.75349,68.75349
193,62.33013,62.33013
194,69.01391,69.01391
195,66.64836,66.64836
196,62.6854,62.6854
197,62.79665,62.79665
198,62.05066,62.05066
199,68.79545,68.79545
200,63.42302,63.42302
201,65.59819,65.59819
202,68.09933,68.09933
203,67.19282,67.19282
204,63.37833,63.37833
205,66.87394,66.87394
206,63.68106,63.68106
207,67.24639,67.24639
208,65.13734,65.13734
209,63.58154,63.58154
210,67.08828,67.08828
211,62.72864,62.72864
212,69.11587,69.11587
213,64.82025,64.82025
214,64.75882,64.75882
215,65.98285,65.98285
216,68.67542,68.67542
217,66.69463,66.69463
218,67.99972,67.99972
219,64.66052,64.66052
220,64.89046,64.89046
221,71.23551,71.23551
222,69.91606,69.91606
223,66.80665,66.80665
224,74.91356,74.91356
225,68.15749,68.15749
226,73.01083,73.01083
227,72.54116,72.54116
228,70.74464,70.74464
229,68.70409,68.70409
230,66.94408,66.94408
231,67.02964,67.02964
232,71.61817,71.61817
233,67.14303,67.14303
234,67.3857,67.3857
235,72.23093,72.23093
236,70.06267,118.4747
237,70.4384,118.8505
238,63.64306,112.0551
239,68.86616,117.2782
240,67.21036,115.6224
241,66.48364,114.8957
242,67.00714,115.4192
243,66.42679,114.8389
244,63.72352,112.1356
245,64.37284,112.7849
246,66.54392,114.956
247,64.30228,112.7143
248,67.87933,116.2914
249,69.51151,117.9236
250,69.63034,118.0424
251,68.79846,117.2105
252,69.63564,118.0477
253,67.13495,115.547
254,66.43891,114.851
255,65.46845,113.8805
256,66.72951,115.1416
257,64.15164,112.5637
258,65.53469,113.9468
259,69.23672,117.6488
260,68.6697,117.0818
261,70.49063,70.49063
262,69.92897,69.92897
263,67.46868,67.46868
264,67.80866,67.80866
265,69.92913,69.92913
266,68.88062,68.88062
267,69.34308,69.34308
268,70.32214,70.32214
269,67.29585,67.29585
270,65.56419,65.56419
271,66.93718,66.93718
272,66.52137,66.52137
273,66.63502,66.63502
274,66.31557,66.31557
275,64.83474,64.83474
276,66.32327,66.32327
277,67.14326,67.14326
278,64.0448,64.0448
279,67.61093,67.61093
280,67.88146,67.88146
281,64.62351,64.62351
282,64.31964,64.31964
283,65.90247,65.90247
284,66.41766,66.41766
285,64.43851,64.43851
286,64.34412,64.34412
287,67.10296,67.10296
288,64.34861,64.34861
289,67.15606,67.15606
290,69.77869,69.77869
291,71.09785,71.09785
292,70.0034,70.0034
293,68.92508,68.92508
294,68.45755,68.45755
295,71.06397,71.06397
296,68.54681,68.54681
297,71.39218,71.39218
298,76.18443,76.18443
299,73.43824,73.43824
300,74.04611,74.04611
301,72.71635,72.71635
302,75.65705,75.65705
303,75.50544,75.50544
304,73.34875,73.34875
305,72.89643,72.89643
306,72.39901,72.39901
307,69.86088,69.86088
308,68.48008,68.48008
309,70.07187,70.07187
310,68.05767,68.05767
311,65.47863,65.47863
312,65.22631,65.22631
313,66.97806,66.97806
314,64.6074,64.6074
315,64.65074,64.65074
316,67.29522,67.29522
317,67.32396,67.32396
318,66.26701,66.26701
319,64.32704,64.32704
320,65.84668,65.84668
321,67.49452,67.49452
322,66.99718,66.99718
323,64.13919,64.13919
324,67.25417,67.25417
325,65.68777,65.68777
326,66.94555,66.94555
327,66.39594,66.39594
328,66.58955,66.58955
329,65.99126,65.99126
330,66.26338,66.26338
331,67.95592,67.95592
332,67.32002,67.32002
333,65.60891,65.60891
334,66.24423,66.24423
335,64.53009,64.53009
336,67.22762,67.22762
337,66.85427,66.85427
338,65.4841,65.4841
339,66.21641,66.21641
340,64.29433,64.29433
341,65.63494,65.63494
342,66.4632,66.4632
343,66.71464,66.71464
344,64.97887,64.97887
345,65.60773,65.60773
346,65.09891,65.09891
347,66.67327,66.67327
348,65.04304,65.04304
349,64.24691,64.24691
350,66.94243,66.94243
351,64.98209,64.98209
352,66.60911,66.60911
353,66.46903,66.46903
354,67.86827,67.86827
355,64.15508,64.15508
356,65.84469,65.84469
357,65.90509,65.90509
358,66.2492,66.2492
359,66.65216,66.65216
360,67.95546,67.95546
361,66.08876,66.08876
362,65.66207,65.66207
363,64.0811,64.0811
364,67.28373,67.28373
365,65.20852,65.20852
366,66.4285,66.4285
367,67.43288,67.43288
368,66.05329,66.05329
369,65.04927,65.04927
370,64.66518,64.66518
371,66.5937,66.5937
372,65.85826,65.85826
373,65.61315,65.61315
374,65.52583,65.52583
375,66.2042,66.2042
376,66.90903,66.90903
377,66.3667,66.3667
378,66.58048,66.58048
379,67.10873,67.10873
380,67.30455,67.30455
381,67.27654,67.27654
382,64.40339,64.40339
383,65.02984,108.3659
384,65.98857,109.3247
385,67.73057,111.0667
386,65.5066,108.8427
387,67.95865,111.2947
388,66.4584,109.7945
389,67.3611,110.6972
390,64.07973,107.4158
391,67.2091,110.5452
392,67.4613,110.7974
393,67.56938,110.9055
394,66.525,109.8611
395,67.37137,110.7075
396,65.0941,108.4302
397,67.12725,110.4634
398,66.76177,110.0979
399,65.64726,108.9834
400,66.35115,109.6873
401,67.47223,110.8083
402,64.45611,107.7922
403,66.24099,109.5771
404,65.69055,109.0267
405,66.13538,109.4715
406,67.47707,110.8132
407,66.91516,110.2513
408,66.43585,109.772
409,64.71175,108.0479
410,65.84401,109.1801
411,64.69965,108.0358
412,66.30602,109.6421
413,67.26916,110.6053
414,64.33906,107.6752
415,66.96129,110.2974
416,65.24551,108.5816
417,64.89328,64.89328
418,65.36212,65.36212
419,66.97667,66.97667
420,66.24388,66.24388
421,66.75419,66.75419
422,66.67633,66.67633
423,64.96839,64.96839
424,65.1793,65.1793
425,67.1082,67.1082
426,67.71713,67.71713
427,66.32021,66.32021
428,66.00502,66.00502
429,64.29056,64.29056
430,66.27222,66.27222
431,66.52649,66.52649
432,66.04071,66.04071
433,65.76285,65.76285
434,66.09487,66.09487
435,67.05749,67.05749
436,65.58097,65.58097
437,67.39016,67.39016
438,66.49682,66.49682
439,66.67402,66.67402
440,65.41605,65.41605
441,65.66121,65.66121
442,65.73861,65.73861
443,64.50806,64.50806
444,67.69328,67.69328
445,67.77369,67.77369
446,67.48085,67.48085
447,65.43922,65.43922
448,64.20711,64.20711
449,66.16938,66.16938
450,66.75168,66.75168
451,66.47431,66.47431
452,67.02573,67.02573
453,67.82484,67.82484
454,66.32033,66.32033
455,65.10563,65.10563
456,65.13752,65.13752
457,66.99175,66.99175
458,65.08365,65.08365
459,67.21348,67.21348
460,66.37004,66.37004
461,67.59446,67.59446
462,66.06311,66.06311
463,66.95714,66.95714
464,67.7549,67.7549
465,66.37089,66.37089
466,67.62154,67.62154
467,64.11255,64.11255
468,67.63666,67.63666
469,66.84741,66.84741
470,67.68395,67.68395
471,67.33705,67.33705
472,66.13931,66.13931
473,66.9187,66.9187
474,65.21389,65.21389
475,67.33962,67.33962
476,69.23731,69.23731
477,68.85067,68.85067
478,68.44901,68.44901
479,70.77931,70.77931
480,67.77668,67.77668
481,68.65339,68.65339
482,69.91561,69.91561
483,64.89367,64.89367
484,65.50497,65.50497
485,64.42064,64.42064
486,65.23337,65.23337
487,65.44982,65.44982
488,65.28727,65.28727
489,64.55621,64.55621
490,64.61523,64.61523
491,67.92589,67.92589
492,67.75278,67.75278
493,67.16012,67.16012
494,66.37052,66.37052
495,67.83446,67.83446
496,64.37744,64.37744
497,67.4717,67.4717
498,67.64902,67.64902
499,67.62418,67.62418
500,66.53327,66.53327
501,66.18306,66.18306
502,64.24536,64.24536
503,66.19572,66.19572
504,64.33796,64.33796
505,67.60196,67.60196
506,66.23227,66.23227
507,66.98953,66.98953
508,64.28948,64.28948
509,64.64425,64.64425
510,65.60129,65.60129
511,64.39229,64.39229
512,64.49765,64.49765
513,67.74214,67.74214
514,64.82247,64.82247
515,67.93971,67.93971
516,65.38842,65.38842
517,65.33723,65.33723
518,66.8692,66.8692
519,67.89853,67.89853
520,64.25381,64.25381
521,66.5894,66.5894
522,64.53864,64.53864
523,65.4552,65.4552
524,66.29871,66.29871
525,64.60398,64.60398
526,65.83965,65.83965
527,66.78608,66.78608
528,64.09509,64.09509
529,67.04814,67.04814
530,66.77579,66.77579
531,64.00285,64.00285
532,65.54589,65.54589
533,67.14774,67.14774
534,65.09187,65.09187
535,65.70269,65.70269
536,66.08746,66.08746
537,66.74095,66.74095
538,65.36185,65.36185
539,67.41278,67.41278
540,65.46303,65.46303
541,64.05551,64.05551
542,67.95385,67.95385
543,66.7507,66.7507
544,66.89337,66.89337
545,66.66315,66.66315
546,65.92949,65.92949
547,65.95549,65.95549
548,64.54763,64.54763
549,66.54577,66.54577
550,66.49842,66.49842
551,64.29142,64.29142
552,65.52669,65.52669
553,66.27924,66.27924
554,64.41363,64.41363
555,67.92689,67.92689
556,67.01838,67.01838
557,64.22795,64.22795
558,65.09483,65.09483
559,66.87124,66.87124
560,64.34879,64.34879
561,64.79115,64.79115
562,64.0958,64.0958
563,67.25723,67.25723
564,64.93562,64.93562
565,64.99914,64.99914
566,66.95482,66.95482
567,67.58072,67.58072
568,69.30074,69.30074
569,69.6738,69.6738
570,70.94466,70.94466
571,67.93045,67.93045
572,72.49301,72.49301
573,71.54055,71.54055
574,70.00276,70.00276
575,68.3565,68.3565
576,68.38509,68.38509
577,68.11366,68.11366
578,68.419,68.419
579,69.29501,69.29501
580,68.04041,68.04041
581,68.89458,68.89458
582,67.28841,67.28841
583,67.60243,67.60243
584,66.32615,66.32615
585,65.06274,65.06274
586,64.93881,64.93881
587,64.32515,64.32515
588,66.42115,66.42115
589,65.67989,65.67989
590,67.29431,67.29431
591,64.16649,64.16649
592,65.27517,65.27517
593,65.62308,65.62308
594,64.67116,64.67116
595,65.86028,65.86028
596,64.72864,64.72864
597,64.76904,64.76904
598,66.98172,66.98172
599,67.53387,67.53387
600,65.73208,65.73208
601,65.66326,65.66326
602,67.32399,67.32399
603,66.42,66.42
604,65.13951,65.13951
605,65.07393,65.07393
606,67.02065,67.02065
607,64.80413,64.80413
608,64.66845,64.66845
609,65.64815,65.64815
610,66.84589,114.3953
611,66.1762,113.7256
612,64.09317,111.6426
613,65.44496,112.9943
614,66.5252,114.0746
615,64.79437,112.3438
616,67.59917,115.1486
617,64.56036,112.1097
618,66.47529,114.0247
619,66.63831,114.1877
620,67.16057,114.7099
621,67.31489,114.8643
622,67.22624,114.7756
623,67.41217,114.9616
624,67.47537,115.0248
625,69.73819,117.2876
626,67.43908,114.9885
627,67.78886,115.3382
628,67.84332,115.3927
629,68.85292,116.4023
630,70.19572,117.7451
631,67.27273,114.8221
632,65.66466,113.214
633,64.37503,111.9244
634,66.01945,113.5688
635,67.14035,114.6897
636,62.98115,110.5305
637,66.0819,66.0819
638,64.56448,64.56448
639,63.36031,63.36031
640,69.76579,69.76579
641,69.71399,69.71399
642,64.40911,64.40911
643,63.09642,63.09642
644,64.53288,64.53288
645,66.41716,66.41716
646,70.02762,70.02762
647,75.72817,75.72817
648,68.95084,68.95084
649,73.92417,73.92417
650,71.89901,71.89901
651,69.53029,69.53029
652,64.5544,64.5544
653,70.65103,70.65103
654,69.46005,69.46005
655,70.73355,70.73355
656,66.53368,66.53368
657,71.11937,71.11937
658,71.15928,71.15928
659,65.50335,65.50335
660,67.71729,67.71729
661,70.25682,70.25682
662,70.2044,70.2044
663,68.85192,68.85192
664,63.8787,63.8787
665,63.80126,63.80126
666,62.40035,62.40035
667,67.1391,67.1391
668,65.2627,65.2627
669,62.47543,102.6158
670,64.29325,104.4337
671,69.30877,109.4492
672,63.70454,103.845
673,67.97856,108.119
674,69.98126,110.1217
675,67.25579,107.3962
676,63.40951,103.5499
677,67.07897,107.2194
678,68.09933,108.2397
679,66.18504,106.3255
680,65.19559,105.336
681,68.16531,108.3057
682,64.11171,104.2521
683,64.71268,104.8531
684,69.74433,109.8848
685,62.80117,102.9416
686,62.81762,102.958
687,67.40755,107.548
688,63.73965,103.8801
689,69.11508,109.2555
690,66.42256,106.563
691,68.60267,108.7431
692,62.74669,102.8871
693,66.46504,106.6055
694,69.72505,109.8655
695,69.64536,109.7858
696,66.9179,107.0583
697,62.30906,102.4495
698,62.63255,102.773
699,65.40814,105.5486
700,64.2764,104.4168
701,69.79611,109.9365
702,65.90191,106.0423
703,69.23889,109.3793
704,64.94557,105.086
705,66.64374,106.7842
706,67.88292,108.0233
707,63.91972,104.0601
708,64.23281,104.3732
709,66.55791,66.55791
710,66.4037,66.4037
711,68.57312,68.57312
712,65.46297,65.46297
713,68.45766,68.45766
714,67.78072,67.78072
715,69.63697,69.63697
716,66.00516,66.00516
717,64.22271,64.22271
718,69.01298,69.01298
719,62.69491,62.69491
720,68.02105,68.02105
721,64.32689,64.32689
722,62.11308,62.11308
723,65.75944,65.75944
724,68.11233,68.11233
725,63.91368,63.91368
726,67.14917,67.14917
727,66.54503,66.54503
728,64.85994,64.85994
729,65.53918,65.53918
730,68.96059,68.96059
731,67.05697,67.05697
732,66.30094,66.30094
733,63.78177,63.78177
734,63.23359,63.23359
735,68.80088,68.80088
736,66.64887,66.64887
737,64.90841,64.90841
738,63.00145,63.00145
739,69.55103,69.55103
740,62.16788,62.16788
741,69.74415,69.74415
742,62.47409,62.47409
743,67.58851,67.58851
744,68.6068,68.6068
745,70.89147,70.89147
746,73.12846,73.12846
747,72.63287,72.63287
748,73.07636,73.07636
749,72.74082,72.74082
750,73.02302,73.02302
751,71.7479,71.7479
752,72.27698,72.27698
753,73.82819,73.82819
754,72.05799,72.05799
755,73.77651,73.77651
756,72.31535,72.31535
757,72.22129,72.22129
758,73.36027,73.36027
759,71.77054,115.4191
760,71.97477,115.6233
761,72.41795,116.0665
762,71.0746,114.7231
763,69.50587,113.1544
764,65.6171,109.2656
765,67.70207,111.3506
766,64.15765,107.8062
767,62.07346,105.722
768,67.5178,111.1663
769,68.45192,112.1005
770,67.08904,110.7376
771,68.49277,112.1413
772,62.15835,105.8069
773,67.458,111.1065
774,68.02758,111.6761
775,66.97103,110.6196
776,68.82615,112.4747
777,68.07345,111.722
778,68.91029,112.5588
779,68.79841,112.447
780,69.72987,113.3784
781,66.61276,110.2613
782,69.1873,112.8358
783,65.19478,108.8433
784,67.1404,110.7889
785,66.39958,110.0481
786,66.45772,110.1063
787,65.33898,108.9875
788,62.28056,105.9291
789,62.50724,106.1558
790,68.65382,112.3024
791,64.85787,108.5064
792,64.87877,108.5273
793,68.7683,112.4168
794,62.80742,106.456
795,62.21539,105.8639
796,69.12815,69.12815
797,64.5322,64.5322
798,63.84064,63.84064
799,62.39379,62.39379
800,68.54606,68.54606
801,62.82606,62.82606
802,73.15385,73.15385
803,71.2738,71.2738
804,65.46438,65.46438
805,70.28397,70.28397
806,66.43472,66.43472
807,69.85148,69.85148
808,67.65048,67.65048
809,69.38504,69.38504
810,72.36062,72.36062
811,72.35023,72.35023
812,66.18574,66.18574
813,66.76638,66.76638
814,63.59614,63.59614
815,67.18579,67.18579
816,69.54267,69.54267
817,68.69385,68.69385
818,62.89029,62.89029
819,62.49799,62.49799
820,68.72846,68.72846
821,64.08052,64.08052
822,64.25334,64.25334
823,64.66998,64.66998
824,67.81647,67.81647
825,69.35011,69.35011
826,62.72821,62.72821
827,63.41924,63.41924
828,66.381,66.381
829,65.23293,65.23293
830,64.4504,64.4504
831,66.49032,66.49032
832,65.92937,65.92937
833,65.60022,65.60022
834,67.08648,67.08648
835,64.11034,64.11034
836,65.46127,65.46127
837,64.3963,64.3963
838,67.26327,67.26327
839,66.59702,66.59702
840,67.2481,67.2481
841,67.75081,67.75081
842,69.82976,69.82976
843,71.0495,71.0495
844,70.75468,70.75468
845,69.74058,69.74058
846,69.96438,69.96438
847,68.26015,68.26015
848,69.02994,69.02994
849,70.34981,117.9625
850,67.5561,115.1688
851,70.4334,118.0461
852,69.42493,117.0376
853,70.70365,118.3163
854,64.88779,112.5005
855,66.52761,114.1403
856,64.27762,111.8903
857,64.82263,112.4353
858,65.83995,113.4526
859,66.31205,113.9247
860,65.77552,113.3882
861,67.56218,115.1749
862,67.05676,114.6694
863,67.65571,115.2684
864,66.85103,114.4637
865,64.70845,112.3211
866,64.82263,112.4353
867,64.9994,112.6121
868,65.62153,113.2342
869,66.47586,114.0885
870,66.38959,114.0023
871,67.04087,67.04087
872,64.89134,64.89134
873,67.11989,67.11989
874,66.49943,66.49943
875,67.3612,67.3612
876,65.26507,65.26507
877,65.44975,65.44975
878,66.17554,66.17554
879,67.3827,67.3827
880,65.43699,65.43699
881,67.86503,67.86503
882,65.03073,65.03073
883,67.25199,67.25199
884,65.96526,65.96526
885,64.74654,64.74654
886,64.05352,64.05352
887,65.51633,65.51633
888,67.99879,67.99879
889,67.03271,67.03271
890,64.24494,64.24494
891,67.42966,67.42966
892,64.01315,64.01315
893,64.24951,64.24951
894,65.16698,65.16698
895,67.16756,67.16756
896,65.7029,65.7029
897,64.71487,64.71487
898,64.47739,64.47739
899,66.52847,66.52847
900,66.42004,66.42004
901,66.14559,66.14559
902,65.63163,65.63163
903,64.63787,64.63787
904,66.44542,66.44542
905,65.8784,65.8784
906,64.26876,64.26876
907,64.31142,64.31142
908,65.08972,65.08972
909,66.15102,66.15102
910,65.32553,65.32553
911,67.56051,67.56051
912,66.38439,66.38439
913,64.67306,64.67306
914,67.83338,67.83338
915,67.03152,67.03152
916,67.67356,67.67356
917,67.61563,67.61563
918,64.57187,64.57187
919,67.92084,67.92084
920,68.22594,68.22594
921,68.32625,68.32625
922,71.26941,71.26941
923,71.11713,71.11713
924,69.80602,69.80602
925,67.55249,67.55249
926,67.63138,67.63138
927,69.06099,69.06099
928,68.88445,68.88445
929,70.16787,70.16787
930,69.6648,69.6648
931,68.12127,68.12127
932,70.84808,70.84808
933,70.56561,70.56561
934,71.23782,71.23782
935,65.05628,65.05628
936,67.42003,67.42003
937,66.73402,66.73402
938,66.1299,66.1299
939,67.42225,67.42225
940,66.51994,66.51994
941,65.96101,65.96101
942,67.82876,67.82876
943,64.21837,64.21837
944,69.99734,69.99734
945,70.04501,70.04501
946,68.98599,68.98599
947,69.5584,69.5584
948,69.79199,69.79199
949,71.06322,71.06322
950,70.94158,70.94158
951,71.11931,71.11931
952,68.87558,68.87558
953,68.59742,68.59742
954,71.86381,71.86381
955,69.56851,69.56851
956,71.22966,71.22966
957,64.02052,64.02052
958,65.80095,65.80095
959,66.7387,66.7387
960,65.76277,65.76277
961,65.88373,65.88373
962,67.68992,67.68992
963,66.50727,66.50727
964,65.551,65.551
965,66.48079,66.48079
966,67.6464,67.6464
967,64.40587,64.40587
968,65.27585,65.27585
969,67.76788,67.76788
970,65.14043,65.14043
971,65.66008,65.66008
972,65.8933,65.8933
973,64.93437,64.93437
974,64.66515,64.66515
975,67.28924,67.28924
976,67.24806,67.24806
977,65.54005,65.54005
978,64.31888,64.31888
979,65.32985,65.32985
980,68.58434,68.58434
981,68.32943,68.32943
982,67.9995,67.9995
983,68.86628,68.86628
984,68.11687,68.11687
985,71.64018,71.64018
986,68.83137,68.83137
987,70.82506,70.82506
988,68.56563,68.56563
989,69.77516,69.77516
990,70.48873,70.48873
991,68.18803,68.18803
992,69.7983,69.7983
993,71.22244,71.22244
994,66.54178,66.54178
995,64.77049,64.77049
996,67.95696,67.95696
997,64.51229,64.51229
998,67.66837,67.66837
999,67.87092,67.87092
1000,67.34768,67.34768
